"","T0","T4","T8","Tend"
"8841",0,0.459172177280663,0.581371129007258,1
"8842",0,-0.0153606323001846,1,1
"8845",0,0.175757859035861,0.646505260691196,1
"8847",0,0.0448664660821928,1,1
"8848",0,0.827774409790794,0.959689502088345,1
"8849",0,0.761434190385819,1,1
"8893",0,0.590642150924848,1,1
"9015",0,0.324869013169584,0.998592734040239,1
"9034",0,0.857282707043097,1.02091406767183,1
"9037",0,0.931803576219291,1,1
"9038",0,0.961786149327852,1,1
"9040",0,0.826239785025531,1,1
"9041",0,0.606433035219326,0.969344440331374,1
"9042",0,0.898911418879342,1,1
"9063",0,0.635956352841936,1,1
"9144",0,0.363672695144687,1,1
"9150",0,0.339012638874469,0.873556763903429,1
"9151",0,0.363672695144687,1,1
"9162",0,0.184017301258246,0.246040042024376,1
"9200",0,-0.337258993286848,1,1
"9201",0,-0.193501214437471,1,1
"9203",0,-0.113802771532171,0.846891449233504,1
"9204",0,0.681501360023001,1,1
"9206",0,0.467268496893437,1,1
"9207",0,0.808839957131403,1,1
"9209",0,0.522096764164582,1,1
"9235",0,0.22549959977013,1.0430270306096,1
"9236",0,0.575408634032749,1,1
"9237",0,0.258040245272035,0.980566165057368,1
"9238",0,-0.303247249503159,1.1068465262862,1
"9258",0,-1.54622092286528,-2.11981075362293,1
"9267",0,1,1,1
"9286",0,0.0450492808978284,0.218816654840239,1
"9288",0,0.823041585959225,1,1
"9303",0,-0.177616768982096,0.328814884711855,1
"9315",0,0.608715174715987,0.663176516909884,1
"9337",0,0.797025312442082,1,1
"9339",0,0.426500286957231,0.970249797672765,1
"9360",0,0.681989069027372,1,1
"9365",0,0.68168327562421,0.825654307732168,1
"9417",0,0.581992529841216,0.94914683522747,1
"9423",0,0.476142029114947,0.821307549490533,1
"9425",0,0.0258348252872708,0.959872221078736,1
"9431",0,0.0587509135825671,0.809029270034444,1
"9455",0,0.292284528853494,0.99345819016913,1
"9458",0,0.504036862363355,0.696320971685413,1
"9499",0,0.121145305166237,0.971055301923354,1
"9500",0,0.045355888416238,1,1
"9501",0,0.380848496028799,1.19997244011479,1
"9503",0,0.547265325769857,1,1
"9504",0,-0.286262280427545,0.956054108050517,1
"9505",0,0.0780426562311959,1.01776287839632,1
"9510",0,-0.0224245894486291,0.971903807986239,1
"9511",0,-0.0952369108495669,0.969948384283746,1
"9512",0,0.0443565808638504,0.816091882447436,1
"9513",0,0.283473771099121,1,1
"9514",0,0.317327756636866,1,1
"9524",0,0.210516889271529,1,1
"9528",0,0.917740619247859,0.999657755333231,1
"9529",0,-0.183230464893964,1.14245582551635,1
"9530",0,0.486863936917234,1.07634224719194,1
"9541",0,0.33435782525527,0.997754300367819,1
"9547",0,-0.146955097780401,0.947886545906077,1
"9581",0,-0.311483422977448,1,1
"9583",0,-0.102006873750386,0.984960808643637,1
"9584",0,-0.333688682169618,0.972087095567318,1
"9586",0,-0.494986694621955,1,1
"9590",0,0.142853919532523,0.923870839640848,1
"9600",0,0.402913604735669,1,1
"9606",0,0.0447451708381859,1,1
"9608",0,0.169681570329051,1.0847159856285,1
"9614",0,0.647942324442088,1,1
"9615",0,-0.0351914811310517,1,1
"9636",0,0.554077879653293,1,1
"9753",0,0.684766721020602,0.819141479405821,1
"9768",0,0.117932654100065,0.919512241734647,1
"9774",0,0.650106253938379,1,1
"9775",0,0.414195418638498,1,1
"9805",0,0.0450492808978284,0.218816654840239,1
"9807",0,0.235364287928568,1,1
"9809",0,0.456315056114498,0.995199298090854,1
"9852",0,0.211498631865905,1,1
"9871",0,0.104943990473209,0.735502868742856,1
"9885",0,-0.365167594145919,0.925260209509074,1
"9902",0,0.550829835752659,0.985945937216917,1
"9903",0,0.251879507992675,0.920494576258899,1
"9906",0,-0.146196320302896,-0.24881810188534,1
"9911",0,0.375811033310716,0.853527987923753,1
"9924",0,0.0158280564248013,0.979236029094283,1
"9932",0,0.759915996528694,0.974701861070591,1
"10053",0,0.452077545259077,1.04906304660141,1
"10101",0,0.118729050215283,0.456014953198867,1
"10107",0,0.253114636063054,0.851168045675252,1
"10127",0,-0.135996969679614,1.0149493724428,1
"10128",0,-0.205488476178461,0.995532063589022,1
"10135",0,0.717367641014431,0.85730373652715,1
"10192",0,-0.153660097659911,0.288946143660577,1
"10195",0,0.681989069027372,1,1
"10220",0,0.121739012959629,1,1
"10221",0,-0.194463086004982,1,1
"10278",0,0.738183059356224,1.01527854970823,1
"10324",0,-0.909590933629218,0.651476293960126,1
"10327",0,0.641602340299446,1,1
"10328",0,0.797287437908892,1,1
"10333",0,0.768072890946491,0.952780065113463,1
"10338",0,0.752244872355023,1,1
"10360",0,0.317650227428566,1,1
"10457",0,0.0761488993401096,0.955645261353679,1
"10473",0,-0.245944324414941,0.925590000641044,1
"10478",0,0.658209755632182,1.0409621969814,1
"10479",0,0.943877057001597,0.793357416295934,1
"10480",0,0.131501166452841,0.840024672466462,1
"10504",0,-0.591275686779983,-0.73414699083585,1
"10512",0,-0.633991355791781,0.881407427666451,1
"10526",0,-0.0118608009118696,1,1
"10541",0,-0.284811955454186,0.97619386272739,1
"10550",0,-0.552603927911506,1,1
"10555",0,1,1,1
"10558",0,0.522639243254555,0.218816654840239,1
"10565",0,0.144820771169479,0.981640083875885,1
"10574",0,0.494049734724301,0.854148354400623,1
"10596",0,0.65250168085347,1,1
"10609",0,0.371090865612987,0.956527596792687,1
"10611",0,0.102666267598567,0.895752227135617,1
"10670",0,0.379877545110747,0.951269483222547,1
"10672",0,0.739386463391843,1,1
"10678",0,-0.320992797302073,0.493780530305531,1
"10703",0,0.618056410674687,1,1
"10729",0,0.0277649806720521,0.943760715188435,1
"10763",0,0.701404022970291,1,1
"10764",0,-0.313724686628459,1,1
"10765",0,0.344049312970705,0.969344440331374,1
"10774",0,0.467048795865184,0.993088621214189,1
"10789",0,0.761434190385819,1,1
"10801",0,0.32875107083075,0.870662663395087,1
"10802",0,-0.31728619652967,0.688272775064744,1
"10826",0,-0.552506488769006,0.853150911009514,1
"10833",0,-0.0107777234058419,1.04710050537877,1
"10837",0,1,1,1
"10917",0,0.590642150924848,0.850550678598446,1
"10926",0,0.856928603386446,0.987064214343698,1
"10929",0,1.11506117910982,1.00224793383372,1
"10930",0,0.838912493637154,1.1960474507753,1
"10932",0,0.89863942862819,1,1
"11011",0,0.426738361299008,0.791382939130156,1
"11017",0,0.451995667741148,0.792392099753818,1
"11040",0,0.841641717480811,1,1
"11041",0,0.889009594765693,0.773162994892927,1
"11106",0,0.0601366606218322,1,1
"11132",0,0.0189179149987959,0.853574662914295,1
"11193",0,0.271007426204255,1.03085816589136,1
"11218",0,-0.0755956470412226,0.989099623939221,1
"11220",0,-0.0997521074668502,0.997315988211372,1
"11223",0,0.168691342863107,1.00705787721026,1
"11243",0,0.135716745588297,0.690081613341265,1
"11257",0,0.485943299764665,0.688568649029779,1
"11265",0,0.273271741925627,0.927777182802921,1
"11285",0,0.522184738876265,0.791670748664148,1
"11303",0,0.0302449386770942,0.80342726437327,1
"11305",0,0.0617402818825909,0.894639641960458,1
"11306",0,0.479393551219189,0.952100753788005,1
"11310",0,0.641684187779051,0.882421415001972,1
"11334",0,0.339377226571412,1,1
"11336",0,0.42480901823413,0.764328665940285,1
"11375",0,-0.432539144864694,0.738544081340733,1
"11420",0,1,1,1
"11443",0,0.547284169090125,1,1
"11455",0,0.362715869943626,1.0785825197078,1
"11482",0,0.628944489228472,1.07506821111273,1
"11510",0,1,1,1
"11590",0,-0.161902112020383,1.00282443610938,1
"11624",0,-4.89150505142746,1,1
"11626",0,-2.30793963503586,1,1
"11675",0,0.653214564737696,0.830177223693043,1
"11680",0,0.401854665530016,1.1068465262862,1
"11685",0,0.482849141618407,0.817366953199592,1
"11692",0,0.326453423395027,1.0052835246669,1
"11693",0,0.343464352369866,0.99385418269129,1
"11698",0,0.576118097448567,1,1
"11699",0,0.120182622368092,0.989161609212662,1
"11725",0,0.906794833827411,0.984904326274579,1
"11728",0,0.326903218264435,0.809453740327557,1
"11743",0,0.866929042473089,0.978447592127717,1
"11750",0,0.110247817681882,0.978761762101437,1
"11758",0,0.184017301258246,0.975117761716585,1
"11774",0,-0.650149573771509,0.995001760765371,1
"11775",0,-0.0713526686690873,1,1
"11783",0,-0.0725149125758126,0.88338058031455,1
"11790",0,0.65069793556936,0.964958361234905,1
"11798",0,0.681989069027372,1,1
"11842",0,0.362987667998567,0.739481494001884,1
"11848",0,0.636889047774237,0.466625894545661,1
"11853",0,-0.0546679801312352,0.94608961670958,1
"11859",0,0.0443088720584203,1,1
"11892",0,0.857864268614327,1.00310871009908,1
"11900",0,1,0.738544081340733,1
"11917",0,0.0975137825428674,0.909671235874547,1
"11923",0,0.788118748235545,1,1
"11924",0,-0.57867270399445,1.00745625122703,1
"11972",0,0.681989069027372,1,1
"11977",0,1,1,1
"11991",0,-2.81947996807526,-1.42697699034479,1
"12001",0,0.376517468513913,0.781005098262652,1
"12051",0,0.434316414822402,1,1
"12053",0,-0.173589179757456,0.986752791363607,1
"12058",0,-0.68095800994573,1.04050181756146,1
"12080",0,0.559000748620312,1,1
"12093",0,0.256889814571348,0.65266929805122,1
"12114",0,0.522448299443829,1,1
"12124",0,0.821840610218023,0.939074861570563,1
"12126",0,0.4061797219492,0.931814584156478,1
"12144",0,0.0509863492026971,0.292712169484454,1
"12200",0,0.950707409556407,0.893161801654949,1
"12201",0,0.487495975338891,0.959115869730336,1
"12202",0,-0.130566474707386,0.911634598683034,1
"12203",0,0.588868310455096,0.806700109433498,1
"12204",0,0.184407677303034,1.01206361115225,1
"12223",0,0.718899562206693,1,1
"12238",0,-1.2925715700578,1,1
"12240",0,-0.114488930517377,1,1
"12277",0,1.08575930019749,0.982483895937352,1
"12291",0,0.61061500465974,1,1
"12292",0,1,1,1
"12296",0,0.880674353283603,1,1
"12297",0,0.777018072603659,0.965117698856746,1
"12307",0,0.11582462754513,0.97760235722666,1
"12362",0,0.238316318792194,0.79375698919605,1
"12428",0,0.808925094672474,1,1
"12429",0,0.558752927509172,1.08615518036547,1
"12432",0,0.766381274398204,1,1
"12453",0,0.22701647993104,0.99193713837589,1
"12488",0,-0.117178373879369,1,1
"12489",0,0.371729692013837,1,1
"12491",0,0.809119873540571,1,1
"12493",0,0.305916855826603,0.997190934103442,1
"12496",0,-0.0443222997326181,1,1
"12508",0,-0.593447497523776,0.988802656490245,1
"12509",0,-0.412894630768663,0.977249935632588,1
"12538",0,0.803964430575625,1,1
"12543",0,0.344372258523199,0.968479547734478,1
"12547",0,0.246164018770412,0.936358801868612,1
"12553",0,0.331040843036215,1,1
"12554",0,0.617789600930786,1,1
"12560",0,-0.486688518443183,-0.217088477453818,1
"12573",0,0.00752434722687424,1,1
"12581",0,0.235929430459719,0.790805149749,1
"12582",0,0.0521384501058245,0.71282997762658,1
"12589",0,0.35589667825709,1,1
"12591",0,0.658689713007861,1,1
"12596",0,0.362942840169433,1,1
"12600",0,0.692336755339569,0.868777745457783,1
"12601",0,0.426992688001211,1,1
"12638",0,0.913209324137769,1,1
"12640",0,0.942240607108841,1.01699588088156,1
"12641",0,0.637500613982684,1,1
"12642",0,0.929236981615741,1,1
"12643",0,0.739461132990472,1,1
"12648",0,0.216378036537241,0.790990697524082,1
"12656",0,0.317650227428566,1,1
"12669",0,-0.138565634314323,0.971597683320295,1
"12670",0,0.662748087136259,1,1
"12671",0,0.0638571583600031,0.976573996520434,1
"12673",0,0.10948704290201,0.948753546392473,1
"12687",0,0.192053117747334,0.515558894759229,1
"12723",0,0.298526513918701,0.830842318512266,1
"12724",0,0.498421614595753,0.930464568629866,1
"12728",0,0.180848806363636,1,1
"12740",0,0.363672695144687,0.651476293960126,1
"12746",0,0.891806234040206,0.95638608548091,1
"12772",0,0.544683432959069,1.08074782431573,1
"12780",0,0.56046273405935,0.992360984582791,1
"12781",0,0.360928024668459,1,1
"12786",0,0.685675317762494,1.01355079110296,1
"12787",0,0.64543968286969,1,1
"12845",0,1,1,1
"12881",0,0.363672695144687,0.651476293960126,1
"12891",0,0.92357657459926,1,1
"12896",0,0.840918035277585,0.305798767584259,1
"12903",0,0.784735023980397,1.11669861386085,1
"12925",0,0.880674353283603,1,1
"12926",0,0.604718902858003,1.07044305957435,1
"12927",0,0.521457291814883,0.979768937391612,1
"12928",0,0.90198846622964,1.0288401984439,1
"12947",0,0.0442383731538153,0.973166883298353,1
"12954",0,0.219556944788897,0.891218547714672,1
"12991",0,-0.0311734872464557,0.899643990514865,1
"12992",0,-0.0597621529353747,0.72774918269882,1
"12996",0,0.887618548564207,0.816091882447436,1
"13001",0,0.146954217582098,0.905946508396075,1
"13002",0,0.95934711229739,1,1
"13004",0,0.522297005204748,1,1
"13006",0,0.894867988320102,1,1
"13007",0,0.761134553306177,1,1
"13008",0,1,1,1
"13009",0,0.693983533092576,0.974165129966128,1
"13017",0,0.798786866700935,0.986229894419192,1
"13020",0,0.235360978089981,0.925611630506036,1
"13021",0,-0.432956962244855,0.825654307732168,1
"13025",0,0.897629545845339,1,1
"13052",0,-0.600919375017735,0.921831638036891,1
"13112",0,0.755515993115666,1,1
"13116",0,-0.508972477488555,1,1
"13123",0,-0.688779456388496,0.973441910893726,1
"13129",0,1,1,1
"13131",0,-0.672277824893784,0.826144256259039,1
"13150",0,0.68168327562421,0.825654307732168,1
"13152",0,0.221208576051215,1.17203834887132,1
"13159",0,-0.648198180311151,0.954360377629985,1
"13160",0,0.184382284767228,1.04736504319042,1
"13161",0,0.0238771146636782,1.00481072202301,1
"13163",0,0.110419529704877,0.979866739906254,1
"13199",0,0.669232036082609,0.959653724636202,1
"13202",0,0.80751175496666,1,1
"13207",0,0.282495876847709,0.966961507923338,1
"13212",0,0.249043817747536,1,1
"13226",0,0.880674353283603,1,1
"13248",0,1,1,1
"13258",0,0.713414617683234,0.583400236320099,1
"13284",0,0.00746839653349902,1.01200694687965,1
"13285",0,-0.473084469682844,0.847587990812692,1
"13286",0,0.335919678768428,0.864648216603965,1
"13288",0,-0.653536583955776,0.893262128812761,1
"13289",0,-0.70573602425123,0.885508453558144,1
"13305",0,0.238843618545412,0.904360344291943,1
"13332",0,-1.37021431861131,0.95814202023755,1
"13346",0,0.68168327562421,0.652370852351056,1
"13373",0,0.317274685189726,1,1
"13380",0,0.561415600552551,1.07526578021163,1
"13454",0,0.4746776923121,1.09350324191835,1
"13455",0,0.363672695144687,1,1
"13461",0,0.410270026651155,0.651353447955477,1
"13487",0,-0.170898612077472,0.984365455358965,1
"13488",0,0.0102777979460053,0.918804250619758,1
"13492",0,-0.0590824586602432,0.847150762357629,1
"13548",0,0.368552894664293,0.894444490844582,1
"13550",0,0.903372145245724,0.997469067873036,1
"13554",0,0.100573964521588,1,1
"13556",0,-0.575868248940342,0.895189016760766,1
"13558",0,-0.348913922187614,0.943126729117551,1
"13561",0,0.0627264643245759,0.809024346919567,1
"13573",0,0.681989069027372,0.305076040078068,1
"13589",0,0.618056410674687,0.37496334469199,1
"13590",0,-0.27296014339102,0.305076040078068,1
"13591",0,0.331179774110011,0.895372738039322,1
"13664",0,0.617789600930786,1,1
"13666",0,0.363672695144687,1,1
"13671",0,0.57971059195459,1,1
"13674",0,0.433813568638768,0.998278897634987,1
"13706",0,0.587398078862943,0.985572373669856,1
"13707",0,0.569062732223559,0.957671588191885,1
"13755",0,0.77556159010182,0.745080138602354,1
"13757",0,0.681989069027372,0.651476293960126,1
"13780",0,1,1,1
"13834",0,0.126605683077961,0.964023170843825,1
"13852",0,0.0443697201241333,0.934601039035808,1
"13853",0,0.385709496187792,1,1
"13890",0,-0.291160811565169,1,1
"13906",0,0.451605506013536,0.982127886204463,1
"13907",0,0.402623966606949,1,1
"13914",0,0.349235432074896,0.988866644942001,1
"13915",0,0.360017546199594,1,1
"13943",0,-0.364827831468239,0.404929931154959,1
"13953",0,0.618056410674687,1,1
"13981",0,0.69641460332265,0.824223471028262,1
"14013",0,0.045355888416238,0.651476293960126,1
"14055",0,-0.671333104785682,1,1
"14061",0,-0.0575772276284456,0.888308357764581,1
"14078",0,0.398194530125267,1.08374438131555,1
"14087",0,0.808973729866707,1,1
"14088",0,0.800789392340603,0.995670298480801,1
"14089",0,1.03838184632376,1.14867220084756,1
"14090",0,0.65546989777835,1,1
"14091",0,0.781562155234768,1,1
"14101",0,0.206821419292752,0.801476646163017,1
"14118",0,0.388357975024559,0.874935871331055,1
"14149",0,0.160057172856849,1,1
"14152",0,0.127504089490216,0.92972484024395,1
"14154",0,0.283843971410552,1,1
"14155",0,0.0105617652514303,1.00663741013335,1
"14174",0,-0.307145944906801,1.02017884018547,1
"14193",0,0.829720262627407,1.01779799131732,1
"14194",0,0.151504537537135,0.996183509404763,1
"14205",0,0.681989069027372,1,1
"14224",0,0.920440177471773,1,1
"14257",0,0.149631916640846,0.966950191073994,1
"14269",0,-0.0254919198187261,1.0507639823855,1
"14276",0,0.321880094210084,0.98590056022468,1
"14306",0,0.168948920393569,1.13113544251383,1
"14327",0,-0.146196320302896,1,1
"14330",0,0.698243037224195,1,1
"14331",0,0.550313178761283,1,1
"14332",0,0.446739623239335,1,1
"14333",0,0.745213178468538,1,1
"14337",0,0.343213342320937,0.842223915582588,1
"14352",0,0.502058857432113,0.960461543238565,1
"14354",0,0.573046953451133,0.807106371586656,1
"14355",0,-0.0554472671587312,1.03179012170933,1
"14356",0,0.0123252638827841,0.954282875575183,1
"14359",0,0.48960159660805,0.875472180193741,1
"14410",0,0.356403919554519,1.03485292552872,1
"14415",0,1,0.826144256259039,1
"14417",0,0.0891332553865601,1.00226883530176,1
"14423",0,0.453536633673396,0.932874931349459,1
"14450",0,0.419750295742015,0.962626355059399,1
"14458",0,-0.643847541290667,1,1
"14459",0,0.517973002009041,0.763948670474539,1
"14460",0,0.0979457705046905,0.951884644848361,1
"14478",0,0.0229863830035506,1,1
"14479",0,0.613633194812907,1,1
"14481",0,0.581878553243605,1,1
"14491",0,0.363213710910456,1,1
"14492",0,0.362863501561497,1,1
"14499",0,0.809119873540571,0.582884862026951,1
"14509",0,0.150716991960307,1,1
"14512",0,0.310015748292971,0.932849256730013,1
"14514",0,0.338466628675637,0.759517028459091,1
"14535",0,0.565362148301971,0.8444388952047,1
"14572",0,-0.11699499869857,0.920036332736686,1
"14583",0,0.89392857563121,1,1
"14585",0,0.830163362741907,1.14168525806238,1
"14586",0,0.618056410674687,1,1
"14587",0,0.809119873540571,1,1
"14588",0,0.512365844737784,1,1
"14589",0,0.522147591952692,1,1
"14624",0,1,1,1
"14660",0,-0.0504000957692566,0.288946143660577,1
"14674",0,-0.8052799745614,0.884198919509223,1
"14675",0,0.0443250805692459,1,1
"14725",0,0.401213907719164,0.832754481849893,1
"14745",0,0.242867658348888,1.03216810640765,1
"14754",0,0.517093073705327,0.833508678292276,1
"14783",0,0.765574591053867,1,1
"14807",0,0.371976188191298,1.02794131377152,1
"14835",0,0.172245742267652,0.987144808174623,1
"14836",0,0.45391328563093,1,1
"14837",0,0.255306359035929,0.971782604447795,1
"14856",0,0.363672695144687,0.651476293960126,1
"14876",0,-0.353734675409984,0.826144256259039,1
"14889",0,0.235929430459719,0.790805149749,1
"14893",0,-0.71938413409397,1,1
"14915",0,0.575408634032749,1,1
"14998",0,0.473457491873654,0.942783941678831,1
"15013",0,0.536622247751536,0.968288548229229,1
"15079",0,0.206314240427169,0.887253739867212,1
"15108",0,0.538137611411483,0.907479475349904,1
"15124",0,0.263258123628129,0.934858940079495,1
"15137",0,0.136225299910584,0.230458797261105,1
"15151",0,0.203715974028377,1,1
"15163",0,0.636889047774237,0.722404745361647,1
"15165",0,-0.273722968540332,0.825654307732168,1
"15186",0,0.218467983170679,0.969368777547044,1
"15191",0,-0.00633057988175606,0.90807708001516,1
"15195",0,0.229204048908346,0.987426859406754,1
"15197",0,-0.678746423904903,0.60325848908408,1
"15202",0,0.931803576219291,1,1
"15226",0,0.689467378010092,0.992222308335376,1
"15245",0,0.338973158907878,0.992728080997152,1
"15252",0,0.485345773184084,1,1
"15274",0,0.299231184441678,1,1
"15284",0,-0.746704449518606,1,1
"15343",0,1,1,1
"15366",0,0.724659158887807,0.96732104006124,1
"15404",0,-0.432539144864694,1,1
"15428",0,0.649346230222739,0.945108551773405,1
"15436",0,0.761167593004033,1,1
"15455",0,0.494095751400143,0.938447400189045,1
"15497",0,0.591699810765539,0.930106631253325,1
"15498",0,0.66018197191599,1,1
"15505",0,0.59695378291059,0.974859200984937,1
"15506",0,-0.00488504982519247,0.85895522979262,1
"15513",0,0.485399379603823,1,1
"15525",0,-0.909590933629218,1,1
"15551",0,-0.00967093628569416,0.941344774917172,1
"15571",0,-0.0839633598694741,0.975117761716585,1
"15575",0,0.748512845534887,1.21146863149284,1
"15579",0,0.329401517635992,0.925706863952103,1
"15595",0,-1.2279059915494,1,1
"15609",0,0.201124835337301,1,1
"15620",0,0.522448299443829,1,1
"15629",0,0.239769405026431,0.701437933860785,1
"15647",0,0.398779134982591,1,1
"15653",0,-0.28344596811966,1,1
"15654",0,0.348405213184516,1,1
"15676",0,-0.0755423895446069,0.991320974630115,1
"15702",0,-0.00171719219736258,1.07176131452464,1
"15710",0,0.358251410838161,1,1
"15716",0,0.362656581875357,0.971061170990801,1
"15735",0,1,1,1
"15763",0,-0.630251930585636,1,1
"15770",0,-0.148702377778989,0.995555735627778,1
"15778",0,-0.0504000957692566,0.40132229096316,1
"15796",0,0.528554125056989,0.933068726677328,1
"15821",0,-0.00619030876855262,0.904183042788483,1
"15823",0,-1.18380070161091,1,1
"15826",0,0.11007807621772,0.988270992868114,1
"15838",0,0.590642150924848,1,1
"15846",0,0.195236384568395,0.835447768075673,1
"15854",0,0.378057788408002,1.00379281881096,1
"15886",0,0.218782661377002,0.522007193890132,1
"15913",0,0.519371801913153,0.594515990350112,1
"15919",0,-0.242171236820518,1,1
"15920",0,0.400610279232367,0.982262424475027,1
"15921",0,0.320700863250495,0.986875976079484,1
"15946",0,0.117932654100065,1,1
"15948",0,0.401877743019703,0.832182869272588,1
"15950",0,0.515028329073553,0.847681416064635,1
"15951",0,0.596060924219601,0.827255206785235,1
"15966",0,0.362745766027085,0.995087589610822,1
"15971",0,-0.229066141119526,0.987194963228139,1
"15976",0,-0.00817747661646186,0.985664021287587,1
"15977",0,-0.256261668794785,0.919041175587718,1
"15978",0,-0.00613900291000313,0.93913208139341,1
"15982",0,0.218351841377423,0.733182306555811,1
"16021",0,-0.0406564793338623,0.935377777372132,1
"16022",0,0.931508318299097,1.00903181466794,1
"16037",0,-0.416518556918156,1.14168525806238,1
"16053",0,0.571992813334994,0.525021729427899,1
"16063",0,0.906453650014663,0.878221885824339,1
"16064",0,0.911196215465633,0.872920602854942,1
"16163",0,-0.30872766348171,0.279769486575059,1
"16164",0,0.303035967153208,0.995639357328014,1
"16165",0,-0.179794896928865,0.959574110617616,1
"16178",0,0.363672695144687,1,1
"16182",0,0.590494351375651,1,1
"16201",0,1,1,1
"16205",0,0.652438262080282,1,1
"16206",0,0.870414020223282,1,1
"16211",0,0.491854291120277,0.973586294062703,1
"16213",0,0.872594666315049,1,1
"16214",0,0.952366542690485,1.0637815119185,1
"16215",0,0.5110653516005,0.8953936480415,1
"16216",0,-0.362498748186529,0.911342123792735,1
"16217",0,-0.183698158094084,1.01890743427071,1
"16218",0,-0.53376990083519,1,1
"16219",0,0.176719876456051,0.991713279435253,1
"16220",0,-0.111198587969066,0.987848425099607,1
"16224",0,0.0243769856191782,0.920570330902961,1
"16225",0,0.255846478034248,0.826700552669056,1
"16226",0,-0.0124996969727917,0.860051636339294,1
"16227",0,-0.599893847019797,0.993690715614835,1
"16228",0,0.0526198089986474,1.05510818839353,1
"16233",0,0.537560794010347,0.932691338029365,1
"16234",0,0.300124035724886,1.02836323929869,1
"16243",0,0.590642150924848,1,1
"16251",0,0.36283311401077,1,1
"16298",0,-0.0460384252672893,0.674542298027534,1
"16317",0,0.308485164907068,0.876630497879112,1
"16318",0,0.62862357685929,0.996387334880787,1
"16353",0,0.036008271767815,1,1
"16357",0,-0.0275065667330197,0.988526797787195,1
"16358",0,0.143916997435497,0.990899643121574,1
"16371",0,0.507404856843597,0.998442494974564,1
"16372",0,0.183309772585852,1.07813323658332,1
"16375",0,0.681989069027372,0.651476293960126,1
"16377",0,0.0200078672549482,0.933222869588629,1
"16399",0,-0.552212954490962,1.0052384070465,1
"16401",0,0.934562173300308,0.973020315661318,1
"16402",0,0.941880908069882,1,1
"16403",0,0.855277492854495,0.960410299559611,1
"16404",0,0.717462877899711,1,1
"16414",0,0.788772401528329,0.995684716360162,1
"16437",0,0.0448664660821928,1,1
"16447",0,0.169681570329051,0.958735606254794,1
"16453",0,0.859860498019041,0.696691846102305,1
"16469",0,-0.0748453888848549,1,1
"16500",0,0.642477692925782,1.02914523832762,1
"16503",0,0.522212693555992,1,1
"16509",0,0.681989069027372,-0.387734810719049,1
"16510",0,-0.671333104785682,0.738544081340733,1
"16517",0,0.98189064545981,0.962527280800812,1
"16557",0,0.0448664660821928,1,1
"16570",0,0.432262899538441,1.08586323073524,1
"16597",0,-1.54622092286528,1,1
"16599",0,0.283843971410552,1,1
"16629",0,0.809119873540571,1,1
"16657",0,0.422627935964115,0.936347734879421,1
"16679",0,-0.2598196572077,1.04187932097924,1
"16681",0,0.816236226456898,1,1
"16747",0,1,1,1
"16752",0,0.85297069007534,1,1
"16754",0,-0.429607380324808,0.910453667281736,1
"16780",0,0.407961134714413,1.04112206594712,1
"16781",0,0.446739623239335,1,1
"16836",0,0.853970743730974,0.975117761716585,1
"16840",0,0.634992553913104,0.842223915582588,1
"16848",0,0.426992688001211,0.790805149749,1
"16864",0,0.0291418534776592,1.01790357038099,1
"16894",0,0.772488789386958,1,1
"16927",0,0.42046083201076,0.956285095946711,1
"16932",0,0.395795872552665,0.604175371046433,1
"16996",0,-0.00346087515452606,1,1
"16999",0,1,1,1
"17020",0,-0.0418234669321792,0.998861478392468,1
"17036",0,0.26440662246285,1.06296437232893,1
"17045",0,1,1,1
"17092",0,0.0445942931129221,0.219321411806145,1
"17130",0,-0.0848276328620007,0.818240075033543,1
"17158",0,0.431069500204255,1,1
"17159",0,0.402219544874398,0.924524998147839,1
"17185",0,0.840918035277585,1,1
"17214",0,0.0550600376501736,0.953974335675246,1
"17217",0,0.832759656353023,1,1
"17218",0,1,1,1
"17238",0,0.203979366703722,1,1
"17249",0,1,1,1
"17258",0,1,0.738544081340733,1
"17268",0,1,1,1
"17277",0,1,1,1
"17297",0,0.775806266465727,0.98707987167545,1
"17317",0,0.83058569990652,0.717596773435441,1
"17364",0,0.808861009824912,1,1
"17365",0,0.832759656353023,1,1
"17367",0,0.521596980368245,0.960780932347253,1
"17369",0,0.567640205935087,1,1
"17370",0,1.01917517280879,1.04232147267447,1
"17392",0,0.0493035918181814,0.722404745361647,1
"17425",0,1,0.47908637219465,1
"17439",0,0.245417612942817,0.934299295943633,1
"17441",0,0.363672695144687,1,1
"17465",0,0.478137362025267,1.02622894454512,1
"17491",0,0.150534273608092,1,1
"17492",0,-0.406156724417374,0.893161801654949,1
"17505",0,0.636889047774237,-0.300724391952568,1
"17545",0,0.295225331297839,0.612614762532275,1
"17556",0,-0.0297490965075451,0.717027810078946,1
"17571",0,0.672782638574934,1.01098220403151,1
"17576",0,0.346077503377977,0.991094112032,1
"17578",0,0.506016466722377,1.02791386571239,1
"17597",0,0.426738361299008,0.791382939130156,1
"17659",0,0.452077545259077,0.830177223693043,1
"17689",0,-0.0558168064993074,0.979658120434917,1
"17690",0,-0.29818033565066,0.984380255743852,1
"17716",0,0.771261858127174,1.13170993246608,1
"17759",0,1,1,1
"17780",0,0.734576170443039,1,1
"17801",0,-0.432539144864694,1,1
"17802",0,1,1,1
"17822",0,-0.20485932958511,0.908916836100359,1
