ref,count_1_aerobic_t30_7_Rif,count_1_aerobic_t60_1_control,count_1_aerobic_t180_6_Nor,count_1_aerobic_t30_1_control,count_1_aerobic_t180_5_Gent,count_1_aerobic_t0_1_control,count_1_aerobic_t180_1_control,freq_aerobic_t30_7_Rif,freq_aerobic_t60_1_control,freq_aerobic_t180_6_Nor,freq_aerobic_t30_1_control,freq_aerobic_t180_5_Gent,freq_aerobic_t0_1_control,freq_aerobic_t180_1_control
7263,93,78,79,120,73,112,103,51.04706869,46.54640587,43.36691982,75.67487802,40.91293,60.64662296,46.32328073
7264,53,34,26,31,24,35,47,29.09134022,20.28945897,14.27265716,19.54934349,13.4508263,18.95206967,21.13780771
7265,49,69,47,67,48,41,77,26.89576737,41.17566673,25.80057255,42.2518069,26.9016526,22.2009959,34.6300254
7266,147,73,120,102,116,113,178,80.68730212,43.56266191,65.87380226,64.32364632,65.01232712,61.18811066,80.05382495
7267,103,86,79,123,114,115,125,56.53600081,51.32039622,43.36691982,77.56674997,63.89142493,62.27108607,56.2175737
7268,50,53,50,100,46,51,75,27.44466059,31.62768604,27.44741761,63.06239835,25.78075041,27.61587295,33.73054422
7269,15,16,8,22,7,12,27,8.233398176,9.547980692,4.391586818,13.87372764,3.923157671,6.49785246,12.14299592
7270,32,39,39,38,44,36,43,17.56458278,23.27320294,21.40898574,23.96371137,24.65984822,19.49355738,19.33884535
7271,42,75,39,59,36,40,38,23.05351489,44.75615949,21.40898574,37.20681503,20.17623945,21.6595082,17.09014241
7272,79,79,86,81,69,68,85,43.36256373,47.14315466,47.20955829,51.08054266,38.67112562,36.82116394,38.22795012
7273,92,109,108,86,113,96,180,50.49817548,65.04561846,59.28642204,54.23366258,63.33097383,51.98281968,80.95330613
7274,25,17,21,20,14,30,23,13.72233029,10.14472948,11.5279154,12.61247967,7.846315342,16.24463115,10.34403356
7275,32,23,23,20,30,33,57,17.56458278,13.72522224,12.6258121,12.61247967,16.81353288,17.86909426,25.63521361
7276,42,72,25,27,29,30,88,23.05351489,42.96591311,13.7237088,17.02684755,16.25308178,16.24463115,39.57717189
7277,49,44,37,37,56,48,84,26.89576737,26.2569469,20.31108903,23.33308739,31.38526137,25.99140984,37.77820953
7278,53,40,29,58,34,49,75,29.09134022,23.86995173,15.91950221,36.57619104,19.05533726,26.53289754,33.73054422
7279,30,24,19,31,29,22,26,16.46679635,14.32197104,10.43001869,19.54934349,16.25308178,11.91272951,11.69325533
7280,53,68,33,62,54,52,50,29.09134022,40.57891794,18.11529562,39.09868698,30.26435918,28.15736066,22.48702948
7281,59,40,36,45,41,49,61,32.38469949,23.86995173,19.76214068,28.37807926,22.97849493,26.53289754,27.43417597
7282,22,45,14,46,22,14,37,12.07565066,26.8536957,7.685276931,29.00870324,12.32992411,7.58082787,16.64040182
7283,45,33,45,43,47,45,52,24.70019453,19.69271018,24.70267585,27.11683129,26.34120151,24.36694672,23.38651066
7284,112,124,93,77,84,72,124,61.47603971,73.99685036,51.05219675,48.55804673,47.07789205,38.98711476,55.76783311
7285,100,128,74,109,95,80,136,54.88932117,76.38384553,40.62217806,68.7380142,53.24285411,43.3190164,61.16472019
7286,347,383,241,244,299,371,468,190.4659445,228.5547878,132.2965529,153.872252,167.5748777,200.8919385,210.4785959
7287,193,218,286,167,167,165,273,105.9363899,130.0912369,156.9992287,105.3142052,93.59533301,89.34547132,122.779181
7288,428,443,384,373,403,412,546,234.9262946,264.3597154,210.7961672,235.2227459,225.8617916,223.0929345,245.5583619
7289,68,90,81,55,67,110,135,37.3247384,53.70739139,44.46481653,34.68431909,37.55022342,59.56364755,60.7149796
7290,118,102,109,100,113,111,128,64.76939898,60.86837691,59.83537039,63.06239835,63.33097383,60.10513525,57.56679547
7291,120,146,103,104,98,131,157,65.86718541,87.12532381,56.54168028,65.58489429,54.9242074,70.93488935,70.60927257
7292,157,164,166,138,126,151,241,86.17623424,97.86680209,91.12542646,87.02610972,70.61683808,81.76464345,108.3874821
7293,143,72,125,114,143,129,153,78.49172928,42.96591311,68.61854402,71.89113412,80.14450671,69.85191394,68.81031021
7294,5,12,16,41,16,28,22,2.744466059,7.160985519,8.783173635,25.85558332,8.967217534,15.16165574,9.894292972
7295,119,89,89,107,92,81,144,65.3182922,53.1106426,48.85640335,67.47676624,51.56150082,43.8605041,64.76264491
7296,128,229,106,141,154,161,224,70.2583311,136.6554736,58.18852533,88.91798168,86.30946877,87.1795205,100.7418921
7297,122,118,137,130,144,109,181,66.96497183,70.4163576,75.20592425,81.98111786,80.70495781,59.02215984,81.40304672
7298,79,32,111,41,66,78,130,43.36256373,19.09596138,60.93326709,25.85558332,36.98977233,42.23604099,58.46627665
7299,107,129,109,179,142,116,123,58.73157365,76.98059433,59.83537039,112.881693,79.58405561,62.81257378,55.31809252
7300,61,46,57,67,56,87,82,33.48248592,27.45044449,31.29005608,42.2518069,31.38526137,47.10943033,36.87872835
7301,97,77,116,103,108,143,122,53.24264154,45.94965708,63.67800885,64.9542703,60.52871835,77.43274181,54.86835193
7302,181,200,203,129,179,186,309,99.34967132,119.3497586,111.4365155,81.35049387,100.3207462,100.7167131,138.9698422
7303,158,110,101,103,119,151,147,86.72512745,65.64236725,55.44378357,64.9542703,66.69368041,81.76464345,66.11186668
7304,123,158,153,109,137,169,208,67.51386504,94.28630933,83.98909789,68.7380142,76.78180014,91.51142214,93.54604264
7305,203,192,148,256,140,167,224,111.425322,114.5757683,81.24435612,161.4397398,78.46315342,90.42844673,100.7418921
7306,162,136,140,136,154,133,218,88.9207003,81.15783588,76.85276931,85.76486176,86.30946877,72.01786476,98.04344854
7307,64,114,63,79,79,65,96,35.12916555,68.02936243,34.58374619,49.8192947,44.27563657,35.19670082,43.1750966
7308,90,92,59,92,90,85,105,49.40038906,54.90088898,32.38795278,58.01740648,50.44059863,46.02645492,47.22276191
7309,31,54,42,16,35,38,43,17.01568956,32.22443483,23.05583079,10.08998374,19.61578836,20.57653279,19.33884535
7310,30,34,12,33,45,29,57,16.46679635,20.28945897,6.587380226,20.81059146,25.22029931,15.70314344,25.63521361
7311,65,40,47,68,69,78,91,35.67805876,23.86995173,25.80057255,42.88243088,38.67112562,42.23604099,40.92639366
7312,63,55,27,57,58,36,45,34.58027234,32.82118363,14.82160551,35.94556706,32.50616356,19.49355738,20.23832653
7313,56,86,50,56,63,88,58,30.73801986,51.32039622,27.44741761,35.31494308,35.30841904,47.65091804,26.0849542
7314,98,66,78,109,114,91,137,53.79153475,39.38542035,42.81797147,68.7380142,63.89142493,49.27538115,61.61446078
7315,9,10,18,16,14,17,18,4.940038906,5.967487932,9.88107034,10.08998374,7.846315342,9.205290985,8.095330613
7316,131,144,126,70,133,129,191,71.90501074,85.93182622,69.16749238,44.14367885,74.53999575,69.85191394,85.90045262
7317,2,5,4,0,5,3,11,1.097786423,2.983743966,2.195793409,0,2.802255479,1.624463115,4.947146486
7318,13,13,11,13,10,20,22,7.135611752,7.757734312,6.038431874,8.198111786,5.604510959,10.8297541,9.894292972
7319,48,51,64,81,53,56,48,26.34687416,30.43418845,35.13269454,51.08054266,29.70390808,30.32331148,21.5875483
7320,3,8,6,0,2,5,9,1.646679635,4.773990346,3.293690113,0,1.120902192,2.707438525,4.047665307
7321,7,0,5,1,13,68,0,3.842252482,0,2.744741761,0.630623984,7.285864246,36.82116394,0
7322,1,0,0,2,1,1,1,0.548893212,0,0,1.261247967,0.560451096,0.541487705,0.44974059
7323,17,19,15,6,15,23,19,9.331184599,11.33822707,8.234225283,3.783743901,8.406766438,12.45421721,8.545071203
7324,13,0,5,12,10,4,9,7.135611752,0,2.744741761,7.567487802,5.604510959,2.16595082,4.047665307
7325,43,49,55,51,51,42,60,23.6024081,29.24069087,30.19215937,32.16182316,28.58300589,22.74248361,26.98443538
7326,0,5,1,0,2,2,0,0,2.983743966,0.548948352,0,1.120902192,1.08297541,0
7327,6,45,21,9,15,14,12,3.29335927,26.8536957,11.5279154,5.675615852,8.406766438,7.58082787,5.396887076
7328,8,2,7,8,7,5,12,4.391145694,1.193497586,3.842638465,5.044991868,3.923157671,2.707438525,5.396887076
7329,24,31,26,69,34,32,39,13.17343708,18.49921259,14.27265716,43.51305486,19.05533726,17.32760656,17.539883
7330,6,9,4,16,7,1,10,3.29335927,5.370739139,2.195793409,10.08998374,3.923157671,0.541487705,4.497405896
7331,7,12,21,21,10,18,13,3.842252482,7.160985519,11.5279154,13.24310365,5.604510959,9.74677869,5.846627665
7332,32,67,46,33,43,46,59,17.56458278,39.98216915,25.2516242,20.81059146,24.09939712,24.90843443,26.53469479
7333,16,31,17,18,36,32,36,8.782291388,18.49921259,9.332121987,11.3512317,20.17623945,17.32760656,16.19066123
7334,11,17,16,12,23,14,26,6.037825329,10.14472948,8.783173635,7.567487802,12.89037521,7.58082787,11.69325533
7335,76,48,38,50,68,58,98,41.71588409,28.64394207,20.86003738,31.53119918,38.11067452,31.40628689,44.07457778
7336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7337,7,14,8,23,13,9,10,3.842252482,8.354483105,4.391586818,14.50435162,7.285864246,4.873389345,4.497405896
7338,13,28,9,22,15,9,11,7.135611752,16.70896621,4.94053517,13.87372764,8.406766438,4.873389345,4.947146486
7339,20,20,18,19,27,18,42,10.97786423,11.93497586,9.88107034,11.98185569,15.13217959,9.74677869,18.88910476
7340,14,43,16,22,14,6,19,7.684504964,25.66019811,8.783173635,13.87372764,7.846315342,3.24892623,8.545071203
7341,22,30,22,23,34,18,22,12.07565066,17.9024638,12.07686375,14.50435162,19.05533726,9.74677869,9.894292972
7342,0,4,1,0,3,43,0,0,2.386995173,0.548948352,0,1.681353288,23.28397131,0
7343,5,1,4,8,3,3,3,2.744466059,0.596748793,2.195793409,5.044991868,1.681353288,1.624463115,1.349221769
7344,10,7,12,8,4,8,7,5.488932117,4.177241553,6.587380226,5.044991868,2.241804384,4.33190164,3.148184127
7345,0,0,0,0,0,28,0,0,0,0,0,0,15.16165574,0
7346,0,1,1,3,5,2,1,0,0.596748793,0.548948352,1.891871951,2.802255479,1.08297541,0.44974059
7347,29,9,19,14,27,24,48,15.91790314,5.370739139,10.43001869,8.828735769,15.13217959,12.99570492,21.5875483
7348,3,3,13,3,8,4,17,1.646679635,1.79024638,7.136328579,1.891871951,4.483608767,2.16595082,7.645590024
7349,28,42,28,20,25,38,40,15.36900993,25.06344932,15.37055386,12.61247967,14.0112774,20.57653279,17.98962359
7350,35,17,14,35,17,44,40,19.21126241,10.14472948,7.685276931,22.07183942,9.52766863,23.82545902,17.98962359
7351,47,65,49,24,52,52,93,25.79798095,38.78867156,26.89846926,15.1349756,29.14345699,28.15736066,41.82587484
7352,21,20,10,7,21,17,27,11.52675745,11.93497586,5.489483522,4.414367885,11.76947301,9.205290985,12.14299592
7353,24,16,12,29,28,18,41,13.17343708,9.547980692,6.587380226,18.28809552,15.69263068,9.74677869,18.43936417
7354,2,0,1,0,4,61,1,1.097786423,0,0.548948352,0,2.241804384,33.03075,0.44974059
7355,3,20,5,2,4,12,21,1.646679635,11.93497586,2.744741761,1.261247967,2.241804384,6.49785246,9.444552382
7356,18,11,7,0,13,13,10,9.880077811,6.564236725,3.842638465,0,7.285864246,7.039340165,4.497405896
7357,139,128,87,110,115,112,169,76.29615643,76.38384553,47.75850664,69.36863819,64.45187603,60.64662296,76.00615965
7358,120,98,63,66,107,100,169,65.86718541,58.48138174,34.58374619,41.62118291,59.96826726,54.1487705,76.00615965
7359,50,52,36,39,32,52,71,27.44466059,31.03093725,19.76214068,24.59433536,17.93443507,28.15736066,31.93158186
7360,57,79,37,66,44,52,67,31.28691307,47.14315466,20.31108903,41.62118291,24.65984822,28.15736066,30.13261951
7361,172,144,103,104,114,131,144,94.40963242,85.93182622,56.54168028,65.58489429,63.89142493,70.93488935,64.76264491
7362,62,66,52,80,48,76,72,34.03137913,39.38542035,28.54531431,50.44991868,26.9016526,41.15306558,32.38132245
7363,360,291,338,363,358,372,535,197.6015562,173.6538988,185.544543,228.916506,200.6414923,201.4334263,240.6112155
7364,325,221,262,157,225,244,392,178.3902938,131.8814833,143.8244683,99.00796541,126.1014966,132.123,176.2983111
7365,128,101,190,84,120,132,153,70.2583311,60.27162812,104.3001869,52.97241462,67.25413151,71.47637706,68.81031021
7366,116,89,63,78,124,108,141,63.67161256,53.1106426,34.58374619,49.18867071,69.49593589,58.48067214,63.41342314
7367,103,77,80,12,82,89,125,56.53600081,45.94965708,43.91586818,7.567487802,45.95698986,48.19240574,56.2175737
7368,244,185,196,141,194,235,291,133.9299437,110.3985267,107.593877,88.91798168,108.7275126,127.2496107,130.8745116
7369,66,133,57,79,54,78,148,36.22695197,79.3675895,31.29005608,49.8192947,30.26435918,42.23604099,66.56160726
7370,132,159,162,86,148,148,199,72.45390395,94.88305812,88.92963306,54.23366258,82.94676219,80.14018034,89.49837734
7371,112,86,67,80,88,81,122,61.47603971,51.32039622,36.7795396,50.44991868,49.31969644,43.8605041,54.86835193
7372,151,124,125,198,164,169,230,82.88287497,73.99685036,68.61854402,124.8635487,91.91397972,91.51142214,103.4403356
7373,143,185,159,172,149,150,161,78.49172928,110.3985267,87.282788,108.4673252,83.50721329,81.22315575,72.40823493
7374,74,76,38,28,73,68,79,40.61809767,45.35290829,20.86003738,17.65747154,40.91293,36.82116394,35.52950658
7375,157,181,129,196,165,178,178,86.17623424,108.0115316,70.81433743,123.6023008,92.47443082,96.38481149,80.05382495
7376,97,77,82,64,72,91,82,53.24264154,45.94965708,45.01376488,40.35993494,40.3524789,49.27538115,36.87872835
7377,49,72,37,32,46,55,70,26.89576737,42.96591311,20.31108903,20.17996747,25.78075041,29.78182377,31.48184127
7378,69,28,41,43,40,35,48,37.87363161,16.70896621,22.50688244,27.11683129,22.41804384,18.95206967,21.5875483
7379,115,131,81,73,103,127,150,63.12271935,78.17409191,44.46481653,46.0355508,57.72646288,68.76893853,67.46108844
7380,64,81,79,61,59,72,101,35.12916555,48.33665225,43.36691982,38.46806299,33.06661466,38.98711476,45.42379955
7381,116,115,91,37,115,104,163,63.67161256,68.62611122,49.95430005,23.33308739,64.45187603,56.31472132,73.30771611
7382,55,48,44,25,60,55,69,30.18912665,28.64394207,24.1537275,15.76559959,33.62706575,29.78182377,31.03210068
7383,9,1,4,4,2,6,13,4.940038906,0.596748793,2.195793409,2.522495934,1.120902192,3.24892623,5.846627665
7384,6,10,11,38,15,18,26,3.29335927,5.967487932,6.038431874,23.96371137,8.406766438,9.74677869,11.69325533
7385,200,231,225,174,205,187,297,109.7786423,137.8489712,123.5133792,109.7285731,114.8924747,101.2582008,133.5729551
7386,105,114,109,99,130,124,146,57.63378723,68.02936243,59.83537039,62.43177437,72.85864246,67.14447542,65.66212609
7387,113,97,51,58,102,121,87,62.02493293,57.88463294,27.99636596,36.57619104,57.16601178,65.5200123,39.1274313
7388,159,212,168,211,172,158,254,87.27402066,126.5107442,92.22332317,133.0616605,96.39758849,85.55505739,114.2341098
7389,290,241,231,169,207,272,287,159.1790314,143.8164592,126.8070694,106.5754532,116.0133768,147.2846558,129.0755492
7390,151,156,147,71,111,119,179,82.88287497,93.09281174,80.69540777,44.77430283,62.21007164,64.43703689,80.50356554
7391,92,92,83,73,66,80,102,50.49817548,54.90088898,45.56271323,46.0355508,36.98977233,43.3190164,45.87354014
7392,50,35,21,52,33,36,57,27.44466059,20.88620776,11.5279154,32.79244714,18.49488616,19.49355738,25.63521361
7393,167,110,159,132,190,141,186,91.66516636,65.64236725,87.282788,83.24236582,106.4857082,76.3497664,83.65174967
7394,120,98,104,104,110,114,171,65.86718541,58.48138174,57.09062863,65.58489429,61.64962055,61.72959837,76.90564083
7395,224,143,238,148,163,186,291,122.9520794,85.33507743,130.6497078,93.33234956,91.35352863,100.7167131,130.8745116
7396,24,13,15,27,38,35,29,13.17343708,7.757734312,8.234225283,17.02684755,21.29714164,18.95206967,13.0424771
7397,48,15,27,22,74,66,0,26.34687416,8.951231898,14.82160551,13.87372764,41.4733811,35.73818853,0
7398,93,79,93,22,34,49,83,51.04706869,47.14315466,51.05219675,13.87372764,19.05533726,26.53289754,37.32846894
7399,21,19,18,36,8,19,37,11.52675745,11.33822707,9.88107034,22.70246341,4.483608767,10.28826639,16.64040182
7400,103,74,86,47,96,76,98,56.53600081,44.1594107,47.20955829,29.63932723,53.8033052,41.15306558,44.07457778
7401,59,51,32,13,49,50,82,32.38469949,30.43418845,17.56634727,8.198111786,27.4621037,27.07438525,36.87872835
7402,48,111,56,71,72,98,76,26.34687416,66.23911605,30.74110772,44.77430283,40.3524789,53.06579509,34.18028481
7403,159,141,147,55,171,156,238,87.27402066,84.14157984,80.69540777,34.68431909,95.8371374,84.47208198,107.0382603
7404,70,74,45,63,64,73,78,38.42252482,44.1594107,24.70267585,39.72931096,35.86887014,39.52860246,35.07976599
7405,148,159,257,174,151,154,196,81.23619534,94.88305812,141.0797265,109.7285731,84.62811548,83.38910657,88.14915557
7406,142,82,121,119,62,98,94,77.94283607,48.93340104,66.42275062,75.04425404,34.74796794,53.06579509,42.27561543
7407,0,0,0,0,1,0,2,0,0,0,0,0.560451096,0,0.899481179
7408,44,50,33,45,46,50,65,24.15130132,29.83743966,18.11529562,28.37807926,25.78075041,27.07438525,29.23313833
7409,195,228,130,148,179,177,283,107.0341763,136.0587249,71.36328579,93.33234956,100.3207462,95.84332378,127.2765869
7410,213,293,201,267,286,315,342,116.9142541,174.8473964,110.3386188,168.3766036,160.2890134,170.5686271,153.8112817
7411,106,123,62,67,84,70,99,58.18268044,73.40010157,34.03479784,42.2518069,47.07789205,37.90413935,44.52431837
7412,52,45,28,46,61,60,68,28.54244701,26.8536957,15.37055386,29.00870324,34.18751685,32.4892623,30.58236009
7413,229,206,145,123,193,148,216,125.6965455,122.9302514,79.59751107,77.56674997,108.1670615,80.14018034,97.14396736
7414,250,291,205,237,224,257,371,137.2233029,173.6538988,112.5344122,149.4578841,125.5410455,139.1623402,166.8537588
7415,238,165,164,164,154,181,226,130.6365844,98.46355088,90.02752976,103.4223333,86.30946877,98.0092746,101.6413733
7416,120,149,77,116,98,67,123,65.86718541,88.91557019,42.26902312,73.15238209,54.9242074,36.27967623,55.31809252
7417,87,89,66,47,41,52,112,47.75370942,53.1106426,36.23059124,29.63932723,22.97849493,28.15736066,50.37094604
7418,99,95,53,87,65,78,88,54.34042796,56.69113536,29.09426267,54.86428657,36.42932123,42.23604099,39.57717189
7419,21,18,13,45,12,28,22,11.52675745,10.74147828,7.136328579,28.37807926,6.725413151,15.16165574,9.894292972
7420,38,35,33,50,42,26,32,20.85794205,20.88620776,18.11529562,31.53119918,23.53894603,14.07868033,14.39169887
7421,64,63,28,126,55,42,59,35.12916555,37.59517397,15.37055386,79.45862192,30.82481027,22.74248361,26.53469479
7422,17,15,19,22,23,37,17,9.331184599,8.951231898,10.43001869,13.87372764,12.89037521,20.03504508,7.645590024
7423,16,14,15,12,22,25,27,8.782291388,8.354483105,8.234225283,7.567487802,12.32992411,13.53719262,12.14299592
7424,17,7,15,8,13,10,18,9.331184599,4.177241553,8.234225283,5.044991868,7.285864246,5.41487705,8.095330613
7425,39,46,34,17,43,48,36,21.40683526,27.45044449,18.66424397,10.72060772,24.09939712,25.99140984,16.19066123
7426,110,82,43,139,88,107,128,60.37825329,48.93340104,23.60477914,87.65673371,49.31969644,57.93918443,57.56679547
7427,0,1,2,1,1,0,0,0,0.596748793,1.097896704,0.630623984,0.560451096,0,0
7428,3,1,2,12,1,5,3,1.646679635,0.596748793,1.097896704,7.567487802,0.560451096,2.707438525,1.349221769
7429,73,73,43,73,68,65,91,40.06920446,43.56266191,23.60477914,46.0355508,38.11067452,35.19670082,40.92639366
7430,35,30,46,19,40,45,29,19.21126241,17.9024638,25.2516242,11.98185569,22.41804384,24.36694672,13.0424771
7431,56,57,53,75,57,51,84,30.73801986,34.01468121,29.09426267,47.29679876,31.94571247,27.61587295,37.77820953
7432,62,58,56,48,48,63,94,34.03137913,34.61143001,30.74110772,30.26995121,26.9016526,34.11372541,42.27561543
7433,9,10,11,5,8,12,17,4.940038906,5.967487932,6.038431874,3.153119918,4.483608767,6.49785246,7.645590024
7434,35,39,37,36,46,37,45,19.21126241,23.27320294,20.31108903,22.70246341,25.78075041,20.03504508,20.23832653
7435,35,73,28,61,34,51,43,19.21126241,43.56266191,15.37055386,38.46806299,19.05533726,27.61587295,19.33884535
7436,99,72,68,67,81,64,95,54.34042796,42.96591311,37.32848795,42.2518069,45.39653877,34.65521312,42.72535601
7437,219,202,114,189,194,190,264,120.2076134,120.5432562,62.58011215,119.1879329,108.7275126,102.8826639,118.7315157
7438,129,124,112,67,117,142,195,70.80722431,73.99685036,61.48221545,42.2518069,65.57277822,76.89125411,87.69941498
7439,99,98,87,146,91,122,130,54.34042796,58.48138174,47.75850664,92.07110159,51.00104972,66.06150001,58.46627665
7440,51,43,50,77,40,52,91,27.9935538,25.66019811,27.44741761,48.55804673,22.41804384,28.15736066,40.92639366
7441,220,168,227,173,288,216,351,120.7565066,100.2537973,124.6112759,109.0979491,161.4099156,116.9613443,157.858947
7442,172,139,112,104,174,183,223,94.40963242,82.94808226,61.48221545,65.58489429,97.51849068,99.09225001,100.2921515
7443,218,243,209,109,195,244,257,119.6587202,145.0099568,114.7302056,68.7380142,109.2879637,132.123,115.5833315
7444,119,145,182,136,170,141,211,65.3182922,86.52857502,99.9086001,85.76486176,95.2766863,76.3497664,94.89526441
7445,41,43,26,45,35,57,57,22.50462168,25.66019811,14.27265716,28.37807926,19.61578836,30.86479918,25.63521361
7446,87,124,104,65,82,98,118,47.75370942,73.99685036,57.09062863,40.99055893,45.95698986,53.06579509,53.06938958
7447,73,67,80,93,80,58,97,40.06920446,39.98216915,43.91586818,58.64803047,44.83608767,31.40628689,43.62483719
7448,70,69,51,94,66,69,42,38.42252482,41.17566673,27.99636596,59.27865445,36.98977233,37.36265164,18.88910476
7449,16,6,2,20,7,12,7,8.782291388,3.580492759,1.097896704,12.61247967,3.923157671,6.49785246,3.148184127
7450,1,1,1,0,4,3,4,0.548893212,0.596748793,0.548948352,0,2.241804384,1.624463115,1.798962359
7451,95,90,139,95,68,95,152,52.14485511,53.70739139,76.30382096,59.90927843,38.11067452,51.44133197,68.36056962
7452,64,60,66,81,62,74,63,35.12916555,35.80492759,36.23059124,51.08054266,34.74796794,40.07009017,28.33365715
7453,59,63,43,65,73,86,47,32.38469949,37.59517397,23.60477914,40.99055893,40.91293,46.56794263,21.13780771
7454,127,54,33,54,87,101,4,69.70943789,32.22443483,18.11529562,34.05369511,48.75924534,54.6902582,1.798962359
7455,170,81,136,73,134,173,101,93.31184599,48.33665225,74.6569759,46.0355508,75.10044685,93.67737296,45.42379955
7456,39,20,19,17,36,77,1,21.40683526,11.93497586,10.43001869,10.72060772,20.17623945,41.69455328,0.44974059
7457,20,24,26,40,29,28,30,10.97786423,14.32197104,14.27265716,25.22495934,16.25308178,15.16165574,13.49221769
7458,31,25,14,17,27,24,24,17.01568956,14.91871983,7.685276931,10.72060772,15.13217959,12.99570492,10.79377415
7459,17,22,43,25,36,29,46,9.331184599,13.12847345,23.60477914,15.76559959,20.17623945,15.70314344,20.68806712
7460,21,25,8,35,16,24,32,11.52675745,14.91871983,4.391586818,22.07183942,8.967217534,12.99570492,14.39169887
7461,123,141,115,103,120,105,159,67.51386504,84.14157984,63.1290605,64.9542703,67.25413151,56.85620902,71.50875375
7462,48,49,50,54,50,56,55,26.34687416,29.24069087,27.44741761,34.05369511,28.02255479,30.32331148,24.73573243
7463,55,50,69,65,51,51,64,30.18912665,29.83743966,37.8774363,40.99055893,28.58300589,27.61587295,28.78339774
7464,48,40,24,45,54,45,85,26.34687416,23.86995173,13.17476045,28.37807926,30.26435918,24.36694672,38.22795012
7465,83,60,83,46,79,63,87,45.55813657,35.80492759,45.56271323,29.00870324,44.27563657,34.11372541,39.1274313
7466,75,87,77,60,75,83,104,41.16699088,51.91714501,42.26902312,37.83743901,42.03383219,44.94347951,46.77302132
7467,21,18,14,8,10,14,22,11.52675745,10.74147828,7.685276931,5.044991868,5.604510959,7.58082787,9.894292972
7468,12,10,5,29,17,13,19,6.586718541,5.967487932,2.744741761,18.28809552,9.52766863,7.039340165,8.545071203
7469,139,151,96,105,163,146,198,76.29615643,90.10906778,52.69904181,66.21551827,91.35352863,79.05720493,89.04863675
7470,173,125,183,184,149,165,234,94.95852563,74.59359915,100.4575485,116.034813,83.50721329,89.34547132,105.239298
7471,145,138,177,117,186,168,225,79.5895157,82.35133347,97.16385834,73.78300607,104.2439038,90.96993444,101.1916327
7472,217,180,136,160,177,159,249,119.1098269,107.4147828,74.6569759,100.8998374,99.19984397,86.09654509,111.9854068
7473,70,56,67,18,72,68,103,38.42252482,33.41793242,36.7795396,11.3512317,40.3524789,36.82116394,46.32328073
7474,76,68,68,33,96,83,96,41.71588409,40.57891794,37.32848795,20.81059146,53.8033052,44.94347951,43.1750966
7475,116,103,100,65,126,120,173,63.67161256,61.4651257,54.89483522,40.99055893,70.61683808,64.9785246,77.80512201
7476,140,100,117,102,100,143,152,76.84504964,59.67487932,64.22695721,64.32364632,56.04510959,77.43274181,68.36056962
7477,139,135,113,109,159,123,232,76.29615643,80.56108709,62.0311638,68.7380142,89.11172424,66.60298771,104.3398168
7478,61,60,55,62,67,73,92,33.48248592,35.80492759,30.19215937,39.09868698,37.55022342,39.52860246,41.37613425
7479,30,56,45,29,56,63,54,16.46679635,33.41793242,24.70267585,18.28809552,31.38526137,34.11372541,24.28599184
7480,21,41,19,8,11,22,34,11.52675745,24.46670052,10.43001869,5.044991868,6.164962055,11.91272951,15.29118005
7481,88,78,80,79,83,104,131,48.30260263,46.54640587,43.91586818,49.8192947,46.51744096,56.31472132,58.91601724
7482,176,216,150,127,185,173,220,96.60520526,128.8977393,82.34225283,80.08924591,103.6834527,93.67737296,98.94292972
7483,102,81,57,49,55,47,81,55.9871076,48.33665225,31.29005608,30.90057519,30.82481027,25.44992213,36.42898776
7484,80,107,42,77,105,96,161,43.91145694,63.85212088,23.05583079,48.55804673,58.84736507,51.98281968,72.40823493
7485,79,104,62,123,87,93,148,43.36256373,62.0618745,34.03479784,77.56674997,48.75924534,50.35835656,66.56160726
7486,16,0,0,5,5,241,2,8.782291388,0,0,3.153119918,2.802255479,130.4985369,0.899481179
7487,7,0,1,1,2,63,0,3.842252482,0,0.548948352,0.630623984,1.120902192,34.11372541,0
7488,4,0,0,0,0,74,0,2.195572847,0,0,0,0,40.07009017,0
7489,129,32,74,49,161,143,12,70.80722431,19.09596138,40.62217806,30.90057519,90.23262644,77.43274181,5.396887076
7490,70,25,54,32,82,86,12,38.42252482,14.91871983,29.64321102,20.17996747,45.95698986,46.56794263,5.396887076
7491,200,72,132,76,212,213,45,109.7786423,42.96591311,72.46118249,47.92742275,118.8156323,115.3368812,20.23832653
7492,121,83,116,88,156,155,85,66.41607862,49.53014984,63.67800885,55.49491055,87.43037096,83.93059427,38.22795012
7493,96,31,113,51,98,95,32,52.69374833,18.49921259,62.0311638,32.16182316,54.9242074,51.44133197,14.39169887
7494,8,0,4,3,16,18,0,4.391145694,0,2.195793409,1.891871951,8.967217534,9.74677869,0
7495,72,56,45,77,97,86,70,39.52031124,33.41793242,24.70267585,48.55804673,54.3637563,46.56794263,31.48184127
7496,86,74,70,137,143,105,86,47.20481621,44.1594107,38.42638465,86.39548574,80.14450671,56.85620902,38.67769071
7497,69,78,129,79,130,132,119,37.87363161,46.54640587,70.81433743,49.8192947,72.85864246,71.47637706,53.51913017
7498,109,114,72,140,88,122,117,59.82936008,68.02936243,39.52428136,88.28735769,49.31969644,66.06150001,52.61964899
7499,293,217,253,184,208,189,240,160.825711,129.4944881,138.8839331,116.034813,116.5738279,102.3411762,107.9377415
