ref,count_1_aerobic_t30_7_Rif,count_1_aerobic_t60_1_control,count_1_aerobic_t180_6_Nor,count_1_aerobic_t30_1_control,count_1_aerobic_t180_5_Gent,count_1_aerobic_t0_1_control,count_1_aerobic_t180_1_control,freq_aerobic_t30_7_Rif,freq_aerobic_t60_1_control,freq_aerobic_t180_6_Nor,freq_aerobic_t30_1_control,freq_aerobic_t180_5_Gent,freq_aerobic_t0_1_control,freq_aerobic_t180_1_control
16899,14,20,13,31,15,32,25,7.684504964,11.93497586,7.136328579,19.54934349,8.406766438,17.32760656,11.24351474
16900,373,286,486,247,373,337,463,204.737168,170.6701549,266.7888992,155.7641239,209.0482588,182.4813566,208.229893
16901,126,100,98,130,84,119,163,69.16054468,59.67487932,53.79693852,81.98111786,47.07789205,64.43703689,73.30771611
16902,66,25,22,27,35,34,44,36.22695197,14.91871983,12.07686375,17.02684755,19.61578836,18.41058197,19.78858594
16903,85,111,94,99,109,128,167,46.655923,66.23911605,51.60114511,62.43177437,61.08916945,69.31042624,75.10667847
16904,50,38,37,37,69,66,36,27.44466059,22.67645414,20.31108903,23.33308739,38.67112562,35.73818853,16.19066123
16905,3,1,1,0,7,2,0,1.646679635,0.596748793,0.548948352,0,3.923157671,1.08297541,0
16906,76,25,19,11,72,74,0,41.71588409,14.91871983,10.43001869,6.936863819,40.3524789,40.07009017,0
16907,132,185,108,127,127,114,191,72.45390395,110.3985267,59.28642204,80.08924591,71.17728918,61.72959837,85.90045262
16908,44,29,30,28,18,47,44,24.15130132,17.305715,16.46845057,17.65747154,10.08811973,25.44992213,19.78858594
16909,74,120,74,134,76,86,118,40.61809767,71.60985519,40.62217806,84.50361379,42.59428329,46.56794263,53.06938958
16910,45,23,39,31,30,39,63,24.70019453,13.72522224,21.40898574,19.54934349,16.81353288,21.11802049,28.33365715
16911,87,37,79,54,92,89,20,47.75370942,22.07970535,43.36691982,34.05369511,51.56150082,48.19240574,8.994811793
16912,72,36,70,28,61,70,20,39.52031124,21.48295656,38.42638465,17.65747154,34.18751685,37.90413935,8.994811793
16913,74,21,47,30,71,91,5,40.61809767,12.53172466,25.80057255,18.91871951,39.79202781,49.27538115,2.248702948
16914,90,83,85,68,103,97,39,49.40038906,49.53014984,46.66060994,42.88243088,57.72646288,52.52430738,17.539883
16915,23,15,14,11,13,13,6,12.62454387,8.951231898,7.685276931,6.936863819,7.285864246,7.039340165,2.698443538
16916,142,69,123,29,97,123,97,77.94283607,41.17566673,67.52064732,18.28809552,54.3637563,66.60298771,43.62483719
16917,7,4,15,1,5,8,1,3.842252482,2.386995173,8.234225283,0.630623984,2.802255479,4.33190164,0.44974059
16918,67,29,74,31,76,78,16,36.77584519,17.305715,40.62217806,19.54934349,42.59428329,42.23604099,7.195849434
16919,15,14,13,35,16,16,21,8.233398176,8.354483105,7.136328579,22.07183942,8.967217534,8.66380328,9.444552382
16920,111,148,209,118,152,135,172,60.9271465,88.3188214,114.7302056,74.41363005,85.18856657,73.10084017,77.35538142
16921,175,213,193,149,214,133,240,96.05631205,127.107493,105.947032,93.96297354,119.9365345,72.01786476,107.9377415
16922,68,59,62,60,70,64,86,37.3247384,35.2081788,34.03479784,37.83743901,39.23157671,34.65521312,38.67769071
16923,97,106,102,70,81,82,135,53.24264154,63.25537208,55.99273192,44.14367885,45.39653877,44.40199181,60.7149796
16924,123,118,133,101,115,108,157,67.51386504,70.4163576,73.01013084,63.69302233,64.45187603,58.48067214,70.60927257
16925,41,53,38,56,45,55,67,22.50462168,31.62768604,20.86003738,35.31494308,25.22029931,29.78182377,30.13261951
16926,57,126,96,84,78,94,116,31.28691307,75.19034795,52.69904181,52.97241462,43.71518548,50.89984427,52.1699084
16927,78,188,7,168,35,155,119,42.81367051,112.1887731,3.842638465,105.9448292,19.61578836,83.93059427,53.51913017
16928,45,10,10,3,19,102,8,24.70019453,5.967487932,5.489483522,1.891871951,10.64857082,55.23174591,3.597924717
16929,89,2,83,1,33,259,4,48.85149584,1.193497586,45.56271323,0.630623984,18.49488616,140.2453156,1.798962359
16930,5,2,5,1,4,15,2,2.744466059,1.193497586,2.744741761,0.630623984,2.241804384,8.122315575,0.899481179
16931,7,0,9,4,2,46,2,3.842252482,0,4.94053517,2.522495934,1.120902192,24.90843443,0.899481179
16932,133,3,85,0,33,355,7,73.00279716,1.79024638,46.66060994,0,18.49488616,192.2281353,3.148184127
16933,157,172,11,175,78,226,348,86.17623424,102.6407924,6.038431874,110.3591971,43.71518548,122.3762213,156.5097252
16934,158,1,41,14,18,315,1,86.72512745,0.596748793,22.50688244,8.828735769,10.08811973,170.5686271,0.44974059
16935,114,0,36,22,17,148,8,62.57382614,0,19.76214068,13.87372764,9.52766863,80.14018034,3.597924717
16936,30,0,8,0,7,96,0,16.46679635,0,4.391586818,0,3.923157671,51.98281968,0
16937,39,2,15,1,8,116,0,21.40683526,1.193497586,8.234225283,0.630623984,4.483608767,62.81257378,0
16938,80,10,18,7,12,159,8,43.91145694,5.967487932,9.88107034,4.414367885,6.725413151,86.09654509,3.597924717
16939,36,0,23,0,8,116,0,19.76015562,0,12.6258121,0,4.483608767,62.81257378,0
16940,90,1,7,0,14,124,0,49.40038906,0.596748793,3.842638465,0,7.846315342,67.14447542,0
16941,28,0,16,0,4,43,0,15.36900993,0,8.783173635,0,2.241804384,23.28397131,0
16942,20,0,6,0,2,39,0,10.97786423,0,3.293690113,0,1.120902192,21.11802049,0
16943,51,50,80,31,61,98,81,27.9935538,29.83743966,43.91586818,19.54934349,34.18751685,53.06579509,36.42898776
16944,55,54,36,61,69,76,104,30.18912665,32.22443483,19.76214068,38.46806299,38.67112562,41.15306558,46.77302132
16945,60,66,39,53,67,65,61,32.9335927,39.38542035,21.40898574,33.42307113,37.55022342,35.19670082,27.43417597
16946,189,92,161,103,126,110,142,103.740817,54.90088898,88.3806847,64.9542703,70.61683808,59.56364755,63.86316373
16947,43,22,152,17,60,50,12,23.6024081,13.12847345,83.44014953,10.72060772,33.62706575,27.07438525,5.396887076
16948,109,23,36,20,97,93,8,59.82936008,13.72522224,19.76214068,12.61247967,54.3637563,50.35835656,3.597924717
16949,107,47,30,40,97,149,13,58.73157365,28.04719328,16.46845057,25.22495934,54.3637563,80.68166804,5.846627665
16950,32,3,11,10,39,68,0,17.56458278,1.79024638,6.038431874,6.306239835,21.85759274,36.82116394,0
16951,11,0,4,1,6,21,0,6.037825329,0,2.195793409,0.630623984,3.362706575,11.3712418,0
16952,14,0,6,0,13,44,0,7.684504964,0,3.293690113,0,7.285864246,23.82545902,0
16953,3,0,5,0,12,21,0,1.646679635,0,2.744741761,0,6.725413151,11.3712418,0
16954,3,0,6,0,5,17,0,1.646679635,0,3.293690113,0,2.802255479,9.205290985,0
16955,55,15,40,20,36,73,26,30.18912665,8.951231898,21.95793409,12.61247967,20.17623945,39.52860246,11.69325533
16956,10,1,2,0,9,40,1,5.488932117,0.596748793,1.097896704,0,5.044059863,21.6595082,0.44974059
16957,31,17,15,7,41,70,16,17.01568956,10.14472948,8.234225283,4.414367885,22.97849493,37.90413935,7.195849434
16958,32,3,8,0,33,91,4,17.56458278,1.79024638,4.391586818,0,18.49488616,49.27538115,1.798962359
16959,19,40,18,28,24,20,44,10.42897102,23.86995173,9.88107034,17.65747154,13.4508263,10.8297541,19.78858594
16960,55,54,40,46,65,61,73,30.18912665,32.22443483,21.95793409,29.00870324,36.42932123,33.03075,32.83106304
16961,103,106,114,65,80,87,115,56.53600081,63.25537208,62.58011215,40.99055893,44.83608767,47.10943033,51.72016781
16962,61,70,25,60,79,46,82,33.48248592,41.77241553,13.7237088,37.83743901,44.27563657,24.90843443,36.87872835
16963,4,0,0,0,3,29,0,2.195572847,0,0,0,1.681353288,15.70314344,0
16964,2,0,2,0,5,23,0,1.097786423,0,1.097896704,0,2.802255479,12.45421721,0
16965,5,2,2,10,4,6,1,2.744466059,1.193497586,1.097896704,6.306239835,2.241804384,3.24892623,0.44974059
16966,7,0,1,0,9,36,0,3.842252482,0,0.548948352,0,5.044059863,19.49355738,0
16967,42,24,64,38,45,52,81,23.05351489,14.32197104,35.13269454,23.96371137,25.22029931,28.15736066,36.42898776
16968,44,51,88,58,58,55,59,24.15130132,30.43418845,48.30745499,36.57619104,32.50616356,29.78182377,26.53469479
16969,103,76,70,73,94,82,99,56.53600081,45.35290829,38.42638465,46.0355508,52.68240301,44.40199181,44.52431837
16970,84,112,85,58,85,114,153,46.10702979,66.83586484,46.66060994,36.57619104,47.63834315,61.72959837,68.81031021
16971,166,111,102,87,134,109,159,91.11627315,66.23911605,55.99273192,54.86428657,75.10044685,59.02215984,71.50875375
16972,15,11,21,41,21,31,14,8.233398176,6.564236725,11.5279154,25.85558332,11.76947301,16.78611885,6.296368255
16973,57,58,37,88,48,69,66,31.28691307,34.61143001,20.31108903,55.49491055,26.9016526,37.36265164,29.68287892
16974,18,20,14,24,10,18,23,9.880077811,11.93497586,7.685276931,15.1349756,5.604510959,9.74677869,10.34403356
16975,21,26,22,24,23,26,30,11.52675745,15.51546862,12.07686375,15.1349756,12.89037521,14.07868033,13.49221769
16976,20,33,7,11,12,30,20,10.97786423,19.69271018,3.842638465,6.936863819,6.725413151,16.24463115,8.994811793
16977,4,2,4,1,3,4,9,2.195572847,1.193497586,2.195793409,0.630623984,1.681353288,2.16595082,4.047665307
16978,29,30,35,43,23,16,30,15.91790314,17.9024638,19.21319233,27.11683129,12.89037521,8.66380328,13.49221769
16979,12,13,15,12,13,20,15,6.586718541,7.757734312,8.234225283,7.567487802,7.285864246,10.8297541,6.746108844
16980,18,9,7,13,9,13,25,9.880077811,5.370739139,3.842638465,8.198111786,5.044059863,7.039340165,11.24351474
16981,44,37,48,16,42,27,59,24.15130132,22.07970535,26.34952091,10.08998374,23.53894603,14.62016803,26.53469479
16982,20,28,11,17,27,17,23,10.97786423,16.70896621,6.038431874,10.72060772,15.13217959,9.205290985,10.34403356
16983,41,24,93,16,40,39,50,22.50462168,14.32197104,51.05219675,10.08998374,22.41804384,21.11802049,22.48702948
16984,114,119,89,135,116,95,175,62.57382614,71.01310639,48.85640335,85.13423777,65.01232712,51.44133197,78.70460318
16985,31,16,20,43,33,47,47,17.01568956,9.547980692,10.97896704,27.11683129,18.49488616,25.44992213,21.13780771
16986,29,38,18,30,24,26,42,15.91790314,22.67645414,9.88107034,18.91871951,13.4508263,14.07868033,18.88910476
16987,10,5,7,14,6,9,13,5.488932117,2.983743966,3.842638465,8.828735769,3.362706575,4.873389345,5.846627665
16988,13,21,12,19,14,12,23,7.135611752,12.53172466,6.587380226,11.98185569,7.846315342,6.49785246,10.34403356
16989,10,6,8,14,8,22,8,5.488932117,3.580492759,4.391586818,8.828735769,4.483608767,11.91272951,3.597924717
16990,32,42,57,41,47,44,53,17.56458278,25.06344932,31.29005608,25.85558332,26.34120151,23.82545902,23.83625125
16991,142,95,81,97,97,108,161,77.94283607,56.69113536,44.46481653,61.1705264,54.3637563,58.48067214,72.40823493
16992,66,27,22,54,54,51,67,36.22695197,16.11221742,12.07686375,34.05369511,30.26435918,27.61587295,30.13261951
16993,17,2,16,11,12,16,28,9.331184599,1.193497586,8.783173635,6.936863819,6.725413151,8.66380328,12.59273651
16994,20,29,9,34,13,23,32,10.97786423,17.305715,4.94053517,21.44121544,7.285864246,12.45421721,14.39169887
16995,283,92,243,82,79,185,151,155.3367789,54.90088898,133.3944496,51.71116665,44.27563657,100.1752254,67.91082903
16996,154,71,124,67,35,77,44,84.52955461,42.36916432,68.06959567,42.2518069,19.61578836,41.69455328,19.78858594
16997,101,22,86,32,21,52,20,55.43821438,13.12847345,47.20955829,20.17996747,11.76947301,28.15736066,8.994811793
16998,77,33,20,18,37,30,27,42.2647773,19.69271018,10.97896704,11.3512317,20.73669055,16.24463115,12.14299592
16999,0,2,0,3,2,0,1,0,1.193497586,0,1.891871951,1.120902192,0,0.44974059
17000,183,125,182,184,202,174,335,100.4474577,74.59359915,99.9086001,116.034813,113.2111214,94.21886067,150.6630975
17001,23,39,26,16,26,30,50,12.62454387,23.27320294,14.27265716,10.08998374,14.57172849,16.24463115,22.48702948
17002,41,49,28,61,24,46,35,22.50462168,29.24069087,15.37055386,38.46806299,13.4508263,24.90843443,15.74092064
17003,131,80,106,116,103,99,125,71.90501074,47.73990346,58.18852533,73.15238209,57.72646288,53.60728279,56.2175737
17004,132,145,132,71,153,112,215,72.45390395,86.52857502,72.46118249,44.77430283,85.74901767,60.64662296,96.69422677
17005,257,186,162,153,258,238,306,141.0655554,110.9952755,88.92963306,96.48546948,144.5963827,128.8740738,137.6206204
17006,59,39,27,57,51,44,91,32.38469949,23.27320294,14.82160551,35.94556706,28.58300589,23.82545902,40.92639366
17007,263,286,210,250,249,269,400,144.3589147,170.6701549,115.279154,157.6559959,139.5523229,145.6601926,179.8962359
17008,88,82,116,124,86,118,132,48.30260263,48.93340104,63.67800885,78.19737396,48.19879425,63.89554919,59.36575783
17009,135,130,99,196,143,132,192,74.10058358,77.57734312,54.34588687,123.6023008,80.14450671,71.47637706,86.35019321
17010,63,53,73,70,55,66,78,34.58027234,31.62768604,40.07322971,44.14367885,30.82481027,35.73818853,35.07976599
17011,147,149,173,199,123,134,260,80.68730212,88.91557019,94.96806493,125.4941727,68.93548479,72.55935247,116.9325533
17012,315,330,334,215,287,317,554,172.9013617,196.9271018,183.3487496,135.5841565,160.8494645,171.6516025,249.1562867
17013,194,166,165,118,142,185,218,106.4852831,99.06029968,90.57647811,74.41363005,79.58405561,100.1752254,98.04344854
17014,134,115,74,168,149,199,178,73.55169037,68.62611122,40.62217806,105.9448292,83.50721329,107.7560533,80.05382495
17015,246,161,173,125,204,179,279,135.0277301,96.07655571,94.96806493,78.82799794,114.3320236,96.92629919,125.4776245
17016,108,127,127,155,131,146,204,59.28046687,75.78709674,69.71644073,97.74671744,73.41909356,79.05720493,91.74708028
17017,54,81,36,35,35,66,81,29.64023343,48.33665225,19.76214068,22.07183942,19.61578836,35.73818853,36.42898776
17018,109,79,106,118,115,108,159,59.82936008,47.14315466,58.18852533,74.41363005,64.45187603,58.48067214,71.50875375
17019,56,57,43,45,95,82,94,30.73801986,34.01468121,23.60477914,28.37807926,53.24285411,44.40199181,42.27561543
17020,42,51,36,67,51,39,63,23.05351489,30.43418845,19.76214068,42.2518069,28.58300589,21.11802049,28.33365715
17021,61,29,40,45,50,53,46,33.48248592,17.305715,21.95793409,28.37807926,28.02255479,28.69884836,20.68806712
17022,88,54,69,125,85,89,92,48.30260263,32.22443483,37.8774363,78.82799794,47.63834315,48.19240574,41.37613425
17023,100,86,121,102,111,128,110,54.88932117,51.32039622,66.42275062,64.32364632,62.21007164,69.31042624,49.47146486
17024,248,229,241,277,260,251,315,136.1255165,136.6554736,132.2965529,174.6828434,145.7172849,135.913414,141.6682857
17025,70,61,59,54,67,63,75,38.42252482,36.40167639,32.38795278,34.05369511,37.55022342,34.11372541,33.73054422
17026,136,106,121,143,116,122,151,74.6494768,63.25537208,66.42275062,90.17922964,65.01232712,66.06150001,67.91082903
17027,18,21,12,41,29,43,20,9.880077811,12.53172466,6.587380226,25.85558332,16.25308178,23.28397131,8.994811793
17028,22,37,13,23,33,32,35,12.07565066,22.07970535,7.136328579,14.50435162,18.49488616,17.32760656,15.74092064
17029,245,141,146,86,179,219,78,134.4788369,84.14157984,80.14645942,54.23366258,100.3207462,118.5858074,35.07976599
17030,6,0,0,0,2,67,0,3.29335927,0,0,0,1.120902192,36.27967623,0
17031,45,5,10,4,68,483,2,24.70019453,2.983743966,5.489483522,2.522495934,38.11067452,261.5385615,0.899481179
17032,14,7,5,0,15,141,3,7.684504964,4.177241553,2.744741761,0,8.406766438,76.3497664,1.349221769
17033,18,3,22,6,40,76,1,9.880077811,1.79024638,12.07686375,3.783743901,22.41804384,41.15306558,0.44974059
17034,45,90,32,96,43,49,79,24.70019453,53.70739139,17.56634727,60.53990242,24.09939712,26.53289754,35.52950658
17035,25,62,34,75,46,51,70,13.72233029,36.99842518,18.66424397,47.29679876,25.78075041,27.61587295,31.48184127
17036,24,7,29,5,32,39,3,13.17343708,4.177241553,15.91950221,3.153119918,17.93443507,21.11802049,1.349221769
17037,26,22,47,28,30,47,11,14.2712235,13.12847345,25.80057255,17.65747154,16.81353288,25.44992213,4.947146486
17038,40,16,53,17,35,49,38,21.95572847,9.547980692,29.09426267,10.72060772,19.61578836,26.53289754,17.09014241
17039,71,6,274,33,124,160,23,38.97141803,3.580492759,150.4118485,20.81059146,69.49593589,86.6380328,10.34403356
17040,85,98,62,55,131,51,63,46.655923,58.48138174,34.03479784,34.68431909,73.41909356,27.61587295,28.33365715
17041,152,169,128,126,152,156,126,83.43176818,100.8505461,70.26538908,79.45862192,85.18856657,84.47208198,56.66731429
17042,36,4,174,9,66,83,1,19.76015562,2.386995173,95.51701328,5.675615852,36.98977233,44.94347951,0.44974059
17043,46,6,108,3,106,79,2,25.24908774,3.580492759,59.28642204,1.891871951,59.40781616,42.77752869,0.899481179
17044,110,9,190,31,121,139,3,60.37825329,5.370739139,104.3001869,19.54934349,67.8145826,75.26679099,1.349221769
17045,13,29,14,9,18,34,47,7.135611752,17.305715,7.685276931,5.675615852,10.08811973,18.41058197,21.13780771
17046,39,38,47,32,14,23,41,21.40683526,22.67645414,25.80057255,20.17996747,7.846315342,12.45421721,18.43936417
17047,57,70,42,31,60,54,65,31.28691307,41.77241553,23.05583079,19.54934349,33.62706575,29.24033607,29.23313833
17048,0,0,1,1,0,0,0,0,0,0.548948352,0.630623984,0,0,0
17049,79,27,98,37,98,87,9,43.36256373,16.11221742,53.79693852,23.33308739,54.9242074,47.10943033,4.047665307
17050,353,170,344,149,587,366,63,193.7593037,101.4472948,188.8382332,93.96297354,328.9847933,198.1845,28.33365715
17051,243,328,382,289,293,247,267,133.3810505,195.7336042,209.6982705,182.2503312,164.2121711,133.7474631,120.0807374
17052,304,275,328,224,338,291,375,166.8635364,164.1059181,180.0550595,141.2597723,189.4324704,157.5729221,168.6527211
17057,11,5,74,2,45,35,1,6.037825329,2.983743966,40.62217806,1.261247967,25.22029931,18.95206967,0.44974059
17058,29,21,59,10,64,40,11,15.91790314,12.53172466,32.38795278,6.306239835,35.86887014,21.6595082,4.947146486
17059,36,4,14,8,7,12,1,19.76015562,2.386995173,7.685276931,5.044991868,3.923157671,6.49785246,0.44974059
17060,0,0,1,0,16,25,2,0,0,0.548948352,0,8.967217534,13.53719262,0.899481179
17065,0,0,0,0,3,11,0,0,0,0,0,1.681353288,5.956364755,0
17066,0,0,0,0,1,6,0,0,0,0,0,0.560451096,3.24892623,0
17067,11,0,14,0,26,45,0,6.037825329,0,7.685276931,0,14.57172849,24.36694672,0
17068,3,0,1,0,9,24,0,1.646679635,0,0.548948352,0,5.044059863,12.99570492,0
17069,1,1,1,0,4,4,0,0.548893212,0.596748793,0.548948352,0,2.241804384,2.16595082,0
17070,69,61,49,53,55,93,98,37.87363161,36.40167639,26.89846926,33.42307113,30.82481027,50.35835656,44.07457778
17071,61,60,36,49,48,42,67,33.48248592,35.80492759,19.76214068,30.90057519,26.9016526,22.74248361,30.13261951
17072,320,195,277,235,274,265,383,175.6458278,116.3660147,152.0586936,148.1966361,153.5636003,143.4942418,172.2506458
17073,134,155,129,108,124,150,247,73.55169037,92.49606295,70.81433743,68.10739022,69.49593589,81.22315575,111.0859256
17074,44,98,33,56,54,35,68,24.15130132,58.48138174,18.11529562,35.31494308,30.26435918,18.95206967,30.58236009
17075,75,87,95,101,115,107,133,41.16699088,51.91714501,52.15009346,63.69302233,64.45187603,57.93918443,59.81549842
17076,80,105,178,50,97,134,107,43.91145694,62.65862329,97.71280669,31.53119918,54.3637563,72.55935247,48.12224309
17077,2,2,2,2,2,1,2,1.097786423,1.193497586,1.097896704,1.261247967,1.120902192,0.541487705,0.899481179
17078,87,150,65,115,78,105,101,47.75370942,89.51231898,35.68164289,72.5217581,43.71518548,56.85620902,45.42379955
17079,38,0,52,2,39,58,2,20.85794205,0,28.54531431,1.261247967,21.85759274,31.40628689,0.899481179
17080,92,40,75,26,95,76,50,50.49817548,23.86995173,41.17112641,16.39622357,53.24285411,41.15306558,22.48702948
17081,136,119,109,113,104,142,164,74.6494768,71.01310639,59.83537039,71.26051014,58.28691397,76.89125411,73.7574567
17082,205,112,124,195,154,206,215,112.5231084,66.83586484,68.06959567,122.9716768,86.30946877,111.5464672,96.69422677
17083,441,433,339,320,367,360,476,242.0619064,258.3922275,186.0934914,201.7996747,205.6855522,194.9355738,214.0765207
17084,225,212,358,269,221,228,347,123.5009726,126.5107442,196.5235101,169.6378516,123.8596922,123.4591967,156.0599846
17085,151,98,114,95,127,138,136,82.88287497,58.48138174,62.58011215,59.90927843,71.17728918,74.72530329,61.16472019
17086,79,33,55,47,64,50,53,43.36256373,19.69271018,30.19215937,29.63932723,35.86887014,27.07438525,23.83625125
17087,65,75,89,129,64,74,105,35.67805876,44.75615949,48.85640335,81.35049387,35.86887014,40.07009017,47.22276191
17088,65,41,56,43,43,36,85,35.67805876,24.46670052,30.74110772,27.11683129,24.09939712,19.49355738,38.22795012
17089,191,126,65,196,147,167,221,104.8386034,75.19034795,35.68164289,123.6023008,82.38631109,90.42844673,99.39267031
17090,167,196,145,111,152,137,236,91.66516636,116.9627635,79.59751107,69.99926217,85.18856657,74.18381558,106.1387792
17091,169,106,126,160,132,140,171,92.76295278,63.25537208,69.16749238,100.8998374,73.97954466,75.8082787,76.90564083
17092,193,210,149,147,154,189,273,105.9363899,125.3172466,81.79330448,92.70172558,86.30946877,102.3411762,122.779181
17093,107,123,104,70,89,83,131,58.73157365,73.40010157,57.09062863,44.14367885,49.88014753,44.94347951,58.91601724
17094,220,209,250,270,266,232,314,120.7565066,124.7204978,137.237088,170.2684755,149.0799915,125.6251476,141.2185451
17095,407,532,411,459,369,438,811,223.3995372,317.470358,225.6177728,289.4564084,206.8064544,237.1716148,364.7396182
17096,293,325,165,254,230,251,471,160.825711,193.9433578,90.57647811,160.1784918,128.9037521,135.913414,211.8278177
17097,143,151,167,183,158,180,254,78.49172928,90.10906778,91.67437482,115.404189,88.55127315,97.4677869,114.2341098
17098,2,0,1,0,1,9,0,1.097786423,0,0.548948352,0,0.560451096,4.873389345,0
17099,2,0,2,0,4,46,0,1.097786423,0,1.097896704,0,2.241804384,24.90843443,0
17100,0,0,2,0,0,17,0,0,0,1.097896704,0,0,9.205290985,0
17101,0,0,0,0,1,0,0,0,0,0,0,0.560451096,0,0
17102,127,131,108,97,119,127,170,69.70943789,78.17409191,59.28642204,61.1705264,66.69368041,68.76893853,76.45590024
17103,52,48,47,107,44,48,68,28.54244701,28.64394207,25.80057255,67.47676624,24.65984822,25.99140984,30.58236009
17104,67,64,66,53,67,63,94,36.77584519,38.19192277,36.23059124,33.42307113,37.55022342,34.11372541,42.27561543
17105,46,84,48,50,52,47,56,25.24908774,50.12689863,26.34952091,31.53119918,29.14345699,25.44992213,25.18547302
17106,70,75,71,25,40,66,87,38.42252482,44.75615949,38.97533301,15.76559959,22.41804384,35.73818853,39.1274313
17107,40,60,50,87,51,43,53,21.95572847,35.80492759,27.44741761,54.86428657,28.58300589,23.28397131,23.83625125
17108,82,50,55,42,63,59,119,45.00924336,29.83743966,30.19215937,26.48620731,35.30841904,31.94777459,53.51913017
17109,100,84,78,98,111,93,151,54.88932117,50.12689863,42.81797147,61.80115038,62.21007164,50.35835656,67.91082903
17110,102,23,66,14,73,59,19,55.9871076,13.72522224,36.23059124,8.828735769,40.91293,31.94777459,8.545071203
17111,241,18,91,22,110,97,28,132.283264,10.74147828,49.95430005,13.87372764,61.64962055,52.52430738,12.59273651
17112,113,19,70,12,29,56,6,62.02493293,11.33822707,38.42638465,7.567487802,16.25308178,30.32331148,2.698443538
17113,125,28,66,62,91,90,27,68.61165147,16.70896621,36.23059124,39.09868698,51.00104972,48.73389345,12.14299592
17114,66,11,35,15,37,55,7,36.22695197,6.564236725,19.21319233,9.459359753,20.73669055,29.78182377,3.148184127
17115,0,0,0,0,0,0,1,0,0,0,0,0,0,0.44974059
17116,43,32,34,43,34,42,48,23.6024081,19.09596138,18.66424397,27.11683129,19.05533726,22.74248361,21.5875483
17117,92,89,80,84,71,77,100,50.49817548,53.1106426,43.91586818,52.97241462,39.79202781,41.69455328,44.97405896
17118,174,125,82,151,105,103,142,95.50741884,74.59359915,45.01376488,95.22422151,58.84736507,55.77323361,63.86316373
17119,569,81,547,82,276,220,10,312.3202375,48.33665225,300.2747487,51.71116665,154.6845025,119.1272951,4.497405896
17120,119,106,83,83,92,69,136,65.3182922,63.25537208,45.56271323,52.34179063,51.56150082,37.36265164,61.16472019
17121,20,3,12,14,15,7,0,10.97786423,1.79024638,6.587380226,8.828735769,8.406766438,3.790413935,0
17122,55,29,12,31,17,32,31,30.18912665,17.305715,6.587380226,19.54934349,9.52766863,17.32760656,13.94195828
17123,12,1,2,6,7,3,9,6.586718541,0.596748793,1.097896704,3.783743901,3.923157671,1.624463115,4.047665307
17124,38,19,16,11,10,24,21,20.85794205,11.33822707,8.783173635,6.936863819,5.604510959,12.99570492,9.444552382
17125,47,8,18,35,38,29,33,25.79798095,4.773990346,9.88107034,22.07183942,21.29714164,15.70314344,14.84143946
17126,117,155,102,83,104,122,158,64.22050577,92.49606295,55.99273192,52.34179063,58.28691397,66.06150001,71.05901316
17127,39,29,9,13,34,25,21,21.40683526,17.305715,4.94053517,8.198111786,19.05533726,13.53719262,9.444552382
17128,72,32,63,33,52,43,62,39.52031124,19.09596138,34.58374619,20.81059146,29.14345699,23.28397131,27.88391656
17129,21,5,19,2,22,13,2,11.52675745,2.983743966,10.43001869,1.261247967,12.32992411,7.039340165,0.899481179
17130,29,2,44,7,50,44,0,15.91790314,1.193497586,24.1537275,4.414367885,28.02255479,23.82545902,0
17131,93,7,59,14,85,60,8,51.04706869,4.177241553,32.38795278,8.828735769,47.63834315,32.4892623,3.597924717
17132,35,2,43,5,38,43,3,19.21126241,1.193497586,23.60477914,3.153119918,21.29714164,23.28397131,1.349221769
17133,102,6,77,2,95,105,18,55.9871076,3.580492759,42.26902312,1.261247967,53.24285411,56.85620902,8.095330613
17134,135,75,109,52,101,93,51,74.10058358,44.75615949,59.83537039,32.79244714,56.60556068,50.35835656,22.93677007
17135,34,18,47,23,16,17,16,18.6623692,10.74147828,25.80057255,14.50435162,8.967217534,9.205290985,7.195849434
17136,20,5,14,8,10,15,9,10.97786423,2.983743966,7.685276931,5.044991868,5.604510959,8.122315575,4.047665307
17137,57,32,56,37,68,46,34,31.28691307,19.09596138,30.74110772,23.33308739,38.11067452,24.90843443,15.29118005
17138,50,46,49,43,44,56,60,27.44466059,27.45044449,26.89846926,27.11683129,24.65984822,30.32331148,26.98443538
17139,67,56,73,55,49,45,77,36.77584519,33.41793242,40.07322971,34.68431909,27.4621037,24.36694672,34.6300254
17140,139,96,94,148,116,119,143,76.29615643,57.28788415,51.60114511,93.33234956,65.01232712,64.43703689,64.31290432
17141,12,15,5,21,7,16,14,6.586718541,8.951231898,2.744741761,13.24310365,3.923157671,8.66380328,6.296368255
17142,76,70,46,6,78,74,83,41.71588409,41.77241553,25.2516242,3.783743901,43.71518548,40.07009017,37.32846894
17143,63,78,58,36,62,52,60,34.58027234,46.54640587,31.83900443,22.70246341,34.74796794,28.15736066,26.98443538
17144,101,114,180,96,106,115,177,55.43821438,68.02936243,98.8107034,60.53990242,59.40781616,62.27108607,79.60408436
17145,51,23,53,47,50,39,62,27.9935538,13.72522224,29.09426267,29.63932723,28.02255479,21.11802049,27.88391656
17146,5,5,5,11,9,6,6,2.744466059,2.983743966,2.744741761,6.936863819,5.044059863,3.24892623,2.698443538
