no  subtraction,0.5% subtraction,1% subtraction,#ORF/Gene,number,,,,,,,,,,,,,,,,,,,,
4458,4406,4354,b2560,pgpC,,,,,,,,,,,,,,,,,,,,
4462,4392,4323,b2561,yfhH,,,,,,,,,,,,,,,,,,,,
1353,1332,1311,b2562,yfhL,,,,,,,,,,,,,,,,,,,,
1230,1223,1216,b4687,shoB,,,,,,,,,,,,,,,,,,,,
2977,2946,2915,b2563,acpS,,,,,,,,,,,,,,,,,,,,
12035,11975,11915,b2564,pdxJ,,,,,,,,,,,,,,,,,,,,
3795,3736,3676,b2565,recO,,,,,,,,,,,,,,,,,,,,
14131,14057,13983,b2566,era,,,,,,,,,,,,,,,,,,,,
14123,14067,14011,b2567,rnc,,,,,,,,,,,,,,,,,,,,
19635,19556,19476,b2568,lepB,,,,,,,,,,,,,,,,,,,,
31743,31596,31449,b2569,lepA,,,,,,,,,,,,,,,,,,,,
8451,8411,8372,b2570,rseC,,,,,,,,,,,,,,,,,,,,
37756,37677,37599,b2571,rseB,,,,,,,,,,,,,,,,,,,,
83226,83174,83120,b2572,rseA,,,,,,,,,,,,,,,,,,,,
99877,99830,99784,b2573,rpoE,,,,,,,,,,,,,,,,,,,,
928,795,670,b2574,nadB,,,,,,,,,,,,,,,,,,,,
2313,2253,2192,b2575,yfiC,,,,,,,,,,,,,,,,,,,,
6031,5922,5813,b2576,srmB,,,,,,,,,,,,,,,,,,,,
4013,3941,3869,b2577,yfiE,,,,,,,,,,,,,,,,,,,,
1057,1009,961,b2578,eamB,,,,,,,,,,,,,,,,,,,,
12028,11996,11965,b2579,yfiD,,,,,,,,,,,,,,,,,,,,
14402,14346,14289,b2580,ung,,,,,,,,,,,,,,,,,,,,
8595,8510,8425,b2581,yfiF,,,,,,,,,,,,,,,,,,,,
8857,8823,8789,b2582,trxC,,,,,,,,,,,,,,,,,,,,
2504,2447,2390,b2583,yfiP,,,,,,,,,,,,,,,,,,,,
25637,25420,25202,b2584,yfiQ,,,,,,,,,,,,,,,,,,,,
39963,39852,39741,b2585,pssA,,,,,,,,,,,,,,,,,,,,
615,588,562,b2586,yfiM,,,,,,,,,,,,,,,,,,,,
321130,321024,320918,b2587,kgtP,,,,,,,,,,,,,,,,,,,,
156753,156542,156331,b2592,clpB,,,,,,,,,,,,,,,,,,,,
4598,4539,4479,b2593,yfiH,,,,,,,,,,,,,,,,,,,,
12870,12790,12710,b2594,rluD,,,,,,,,,,,,,,,,,,,,
86714,86654,86594,b2595,bamD,,,,,,,,,,,,,,,,,,,,
1084792,1084761,1084736,b2597,raiA,,,,,,,,,,,,,,,,,,,,
1068,1065,1061,b2598,pheL,,,,,,,,,,,,,,,,,,,,
23296,23201,23106,b2599,pheA,,,,,,,,,,,,,,,,,,,,
7433,7341,7250,b2600,tyrA,,,,,,,,,,,,,,,,,,,,
13227,13140,13052,b2601,aroF,,,,,,,,,,,,,,,,,,,,
215,186,159,b2602,yfiL,,,,,,,,,,,,,,,,,,,,
4779,4736,4694,b2603,yfiR,,,,,,,,,,,,,,,,,,,,
3630,3530,3430,b2604,yfiN,,,,,,,,,,,,,,,,,,,,
2658,2619,2579,b2605,yfiB,,,,,,,,,,,,,,,,,,,,
173842,173814,173786,b2606,rplS,,,,,,,,,,,,,,,,,,,,
228447,228384,228321,b2607,trmD,,,,,,,,,,,,,,,,,,,,
190421,190376,190331,b2608,rimM,,,,,,,,,,,,,,,,,,,,
112079,112058,112038,b2609,rpsP,,,,,,,,,,,,,,,,,,,,
25073,24961,24850,b2610,ffh,,,,,,,,,,,,,,,,,,,,
7347,7282,7218,b2611,ypjD,,,,,,,,,,,,,,,,,,,,
10993,10888,10783,b4461,yfjD,,,,,,,,,,,,,,,,,,,,
186715,186667,186618,b2614,grpE,,,,,,,,,,,,,,,,,,,,
10310,10238,10166,b2615,nadK,,,,,,,,,,,,,,,,,,,,
13577,13441,13305,b2616,recN,,,,,,,,,,,,,,,,,,,,
42468,42440,42412,b2617,bamE,,,,,,,,,,,,,,,,,,,,
8446,8422,8398,b2618,ratB,,,,,,,,,,,,,,,,,,,,
11902,11863,11824,b2619,ratA,,,,,,,,,,,,,,,,,,,,
14614,14574,14535,b2620,smpB,,,,,,,,,,,,,,,,,,,,
33662,33561,33459,b2622,intA,,,,,,,,,,,,,,,,,,,,
3355,3276,3198,b2623,yfjH,,,,,,,,,,,,,,,,,,,,
129,111,94,b2624,alpA,,,,,,,,,,,,,,,,,,,,
954,848,762,b2625,yfjI,,,,,,,,,,,,,,,,,,,,
197,153,122,b2626,yfjJ,,,,,,,,,,,,,,,,,,,,
7512,7333,7154,b2627,yfjK,,,,,,,,,,,,,,,,,,,,
6221,6089,5956,b2628,yfjL,,,,,,,,,,,,,,,,,,,,
174,152,131,b2629,yfjM,,,,,,,,,,,,,,,,,,,,
39351,39263,39175,b2630,rnlA,,,,,,,,,,,,,,,,,,,,
6672,6642,6612,b2631,rnlB,,,,,,,,,,,,,,,,,,,,
294,224,168,b2632,yfjP,,,,,,,,,,,,,,,,,,,,
117,69,48,b2633,yfjQ,,,,,,,,,,,,,,,,,,,,
103,62,43,b2634,yfjR,,,,,,,,,,,,,,,,,,,,
20,3,0,b2635,ypjK,,,,,,,,,,,,,,,,,,,,
258,223,200,b2636,yfjS,,,,,,,,,,,,,,,,,,,,
454,416,377,b2637,yfjT,,,,,,,,,,,,,,,,,,,,
5010,4870,4731,b2642,yfjW,,,,,,,,,,,,,,,,,,,,
1,0,0,b2643,yfjX,,,,,,,,,,,,,,,,,,,,
24,7,0,b2644,yfjY,,,,,,,,,,,,,,,,,,,,
41,25,12,b4548,ypjJ,,,,,,,,,,,,,,,,,,,,
16,2,0,b2645,yfjZ,,,,,,,,,,,,,,,,,,,,
88,63,39,b2646,ypjF,,,,,,,,,,,,,,,,,,,,
1773,1450,1170,b2647,ypjA,,,,,,,,,,,,,,,,,,,,
544,464,384,b2659,csiD,,,,,,,,,,,,,,,,,,,,
266,164,84,b2660,lhgO,,,,,,,,,,,,,,,,,,,,
260,147,67,b2661,gabD,,,,,,,,,,,,,,,,,,,,
232,132,56,b2662,gabT,,,,,,,,,,,,,,,,,,,,
187,92,51,b2663,gabP,,,,,,,,,,,,,,,,,,,,
1699,1645,1590,b2664,csiR,,,,,,,,,,,,,,,,,,,,
3483,3446,3410,b2665,ygaU,,,,,,,,,,,,,,,,,,,,
1848,1835,1822,b2666,yqaE,,,,,,,,,,,,,,,,,,,,
2398,2373,2349,b2667,ygaV,,,,,,,,,,,,,,,,,,,,
3950,3907,3864,b2668,ygaP,,,,,,,,,,,,,,,,,,,,
3968,3935,3902,b2669,stpA,,,,,,,,,,,,,,,,,,,,
1577,1540,1503,b2670,alaE,,,,,,,,,,,,,,,,,,,,
677,649,621,b2671,ygaC,,,,,,,,,,,,,,,,,,,,
654,626,599,b2672,ygaM,,,,,,,,,,,,,,,,,,,,
1308,1288,1268,b2673,nrdH,,,,,,,,,,,,,,,,,,,,
1001,967,933,b2674,nrdI,,,,,,,,,,,,,,,,,,,,
4263,4087,3912,b2675,nrdE,,,,,,,,,,,,,,,,,,,,
2029,1951,1872,b2676,nrdF,,,,,,,,,,,,,,,,,,,,
219420,219322,219224,b2677,proV,,,,,,,,,,,,,,,,,,,,
46314,46227,46140,b2678,proW,,,,,,,,,,,,,,,,,,,,
82774,82692,82611,b2679,proX,,,,,,,,,,,,,,,,,,,,
17353,17292,17232,b2682,ygaZ,,,,,,,,,,,,,,,,,,,,
5948,5921,5893,b2683,ygaH,,,,,,,,,,,,,,,,,,,,
24097,24053,24010,b2684,mprA,,,,,,,,,,,,,,,,,,,,
5755,5659,5563,b2685,emrA,,,,,,,,,,,,,,,,,,,,
3196,3071,2945,b2686,emrB,,,,,,,,,,,,,,,,,,,,
35277,35234,35192,b2687,luxS,,,,,,,,,,,,,,,,,,,,
57746,57618,57491,b2688,gshA,,,,,,,,,,,,,,,,,,,,
10921,10886,10851,b2689,yqaA,,,,,,,,,,,,,,,,,,,,
10450,10404,10357,b2690,yqaB,,,,,,,,,,,,,,,,,,,,
78394,78379,78364,b2696,csrA,,,,,,,,,,,,,,,,,,,,
151427,151212,150997,b2697,alaS,,,,,,,,,,,,,,,,,,,,
783,743,702,b2698,recX,,,,,,,,,,,,,,,,,,,,
66853,66767,66680,b2699,recA,,,,,,,,,,,,,,,,,,,,
2995,2955,2914,b2700,ygaD,,,,,,,,,,,,,,,,,,,,
1916,1827,1738,b2701,mltB,,,,,,,,,,,,,,,,,,,,
25237,25191,25145,b2702,srlA,,,,,,,,,,,,,,,,,,,,
21861,21782,21704,b2703,srlE,,,,,,,,,,,,,,,,,,,,
8568,8537,8507,b2704,srlB,,,,,,,,,,,,,,,,,,,,
24582,24519,24455,b2705,srlD,,,,,,,,,,,,,,,,,,,,
3556,3526,3497,b2706,gutM,,,,,,,,,,,,,,,,,,,,
12572,12509,12446,b2707,srlR,,,,,,,,,,,,,,,,,,,,
6057,5978,5899,b2708,gutQ,,,,,,,,,,,,,,,,,,,,
1289,1165,1041,b2709,norR,,,,,,,,,,,,,,,,,,,,
346,236,161,b2710,norV,,,,,,,,,,,,,,,,,,,,
219,132,69,b2711,norW,,,,,,,,,,,,,,,,,,,,
674,491,339,b2712,hypF,,,,,,,,,,,,,,,,,,,,
213,170,129,b2713,hydN,,,,,,,,,,,,,,,,,,,,
1971,1889,1806,b2714,ascG,,,,,,,,,,,,,,,,,,,,
2000,1881,1764,b2715,ascF,,,,,,,,,,,,,,,,,,,,
2721,2604,2488,b2716,ascB,,,,,,,,,,,,,,,,,,,,
1223,1185,1146,b2717,hycI,,,,,,,,,,,,,,,,,,,,
278,245,211,b2718,hycH,,,,,,,,,,,,,,,,,,,,
202,147,110,b2719,hycG,,,,,,,,,,,,,,,,,,,,
68,28,4,b2720,hycF,,,,,,,,,,,,,,,,,,,,
165,58,12,b2721,hycE,,,,,,,,,,,,,,,,,,,,
48,5,0,b2722,hycD,,,,,,,,,,,,,,,,,,,,
156,61,28,b2723,hycC,,,,,,,,,,,,,,,,,,,,
37,1,0,b2724,hycB,,,,,,,,,,,,,,,,,,,,
22,1,0,b2725,hycA,,,,,,,,,,,,,,,,,,,,
290,264,249,b2726,hypA,,,,,,,,,,,,,,,,,,,,
826,754,683,b2727,hypB,,,,,,,,,,,,,,,,,,,,
118,96,73,b2728,hypC,,,,,,,,,,,,,,,,,,,,
870,778,686,b2729,hypD,,,,,,,,,,,,,,,,,,,,
1099,1017,934,b2730,hypE,,,,,,,,,,,,,,,,,,,,
1474,1304,1134,b2731,fhlA,,,,,,,,,,,,,,,,,,,,
592,563,534,b2732,ygbA,,,,,,,,,,,,,,,,,,,,
11446,11237,11027,b2733,mutS,,,,,,,,,,,,,,,,,,,,
313,259,205,b2734,pphB,,,,,,,,,,,,,,,,,,,,
5270,5207,5144,b2735,ygbI,,,,,,,,,,,,,,,,,,,,
1446,1372,1298,b2736,ygbJ,,,,,,,,,,,,,,,,,,,,
1719,1624,1528,b2737,ygbK,,,,,,,,,,,,,,,,,,,,
717,665,613,b2738,ygbL,,,,,,,,,,,,,,,,,,,,
949,885,822,b2739,ygbM,,,,,,,,,,,,,,,,,,,,
1144,1033,921,b2740,ygbN,,,,,,,,,,,,,,,,,,,,
29127,29046,28965,b2741,rpoS,,,,,,,,,,,,,,,,,,,,
25767,25674,25581,b2742,nlpD,,,,,,,,,,,,,,,,,,,,
4099,4048,3997,b2743,pcm,,,,,,,,,,,,,,,,,,,,
5602,5540,5478,b2744,surE,,,,,,,,,,,,,,,,,,,,
9689,9603,9517,b2745,truD,,,,,,,,,,,,,,,,,,,,
2489,2450,2410,b2746,ispF,,,,,,,,,,,,,,,,,,,,
3920,3862,3804,b2747,ispD,,,,,,,,,,,,,,,,,,,,
6359,6334,6308,b2748,ftsB,,,,,,,,,,,,,,,,,,,,
5686,5660,5633,b2749,ygbE,,,,,,,,,,,,,,,,,,,,
131,83,43,b2750,cysC,,,,,,,,,,,,,,,,,,,,
859,742,625,b2751,cysN,,,,,,,,,,,,,,,,,,,,
385,311,242,b2752,cysD,,,,,,,,,,,,,,,,,,,,
2986,2901,2816,b2753,iap,,,,,,,,,,,,,,,,,,,,
859,836,813,b2754,ygbF,,,,,,,,,,,,,,,,,,,,
1204,1129,1054,b2755,ygbT,,,,,,,,,,,,,,,,,,,,
849,800,751,b2756,casE,,,,,,,,,,,,,,,,,,,,
564,509,454,b2757,casD,,,,,,,,,,,,,,,,,,,,
1030,940,851,b2758,casC,,,,,,,,,,,,,,,,,,,,
405,365,326,b2759,casB,,,,,,,,,,,,,,,,,,,,
409,286,179,b2760,casA,,,,,,,,,,,,,,,,,,,,
2692,2474,2256,b2761,ygcB,,,,,,,,,,,,,,,,,,,,
462,402,342,b2762,cysH,,,,,,,,,,,,,,,,,,,,
589,449,309,b2763,cysI,,,,,,,,,,,,,,,,,,,,
598,451,324,b2764,cysJ,,,,,,,,,,,,,,,,,,,,
3848,3818,3788,b2765,queD,,,,,,,,,,,,,,,,,,,,
3805,3701,3597,b2766,ygcN,,,,,,,,,,,,,,,,,,,,
1044,1023,1002,b2767,ygcO,,,,,,,,,,,,,,,,,,,,
1926,1878,1831,b2768,ygcP,,,,,,,,,,,,,,,,,,,,
183,114,64,b2769,ygcQ,,,,,,,,,,,,,,,,,,,,
63,18,5,b2770,ygcR,,,,,,,,,,,,,,,,,,,,
118,51,21,b2771,ygcS,,,,,,,,,,,,,,,,,,,,
434,315,202,b4463,ygcU,,,,,,,,,,,,,,,,,,,,
277,213,152,b2774,ygcW,,,,,,,,,,,,,,,,,,,,
400,296,199,b2775,yqcE,,,,,,,,,,,,,,,,,,,,
1151,1030,909,b2776,ygcE,,,,,,,,,,,,,,,,,,,,
4748,4693,4638,b2777,queE,,,,,,,,,,,,,,,,,,,,
48,37,27,b4682,yqcG,,,,,,,,,,,,,,,,,,,,
276,205,140,b2778,ygcG,,,,,,,,,,,,,,,,,,,,
371603,371496,371390,b2779,eno,,,,,,,,,,,,,,,,,,,,
66940,66806,66672,b2780,pyrG,,,,,,,,,,,,,,,,,,,,
7819,7754,7689,b2781,mazG,,,,,,,,,,,,,,,,,,,,
4643,4616,4589,b2782,mazF,,,,,,,,,,,,,,,,,,,,
5362,5342,5322,b2783,mazE,,,,,,,,,,,,,,,,,,,,
27362,27179,26997,b2784,relA,,,,,,,,,,,,,,,,,,,,
8337,8231,8125,b2785,rlmC,,,,,,,,,,,,,,,,,,,,
10950,10725,10499,b2786,barA,,,,,,,,,,,,,,,,,,,,
725,615,508,b2787,gudD,,,,,,,,,,,,,,,,,,,,
395,286,186,b2788,gudX,,,,,,,,,,,,,,,,,,,,
274,168,81,b2789,gudP,,,,,,,,,,,,,,,,,,,,
11432,11395,11358,b2790,yqcA,,,,,,,,,,,,,,,,,,,,
1021,957,893,b2791,truC,,,,,,,,,,,,,,,,,,,,
771,744,717,b2792,yqcC,,,,,,,,,,,,,,,,,,,,
10946,10901,10857,b2793,syd,,,,,,,,,,,,,,,,,,,,
12636,12567,12498,b2794,queF,,,,,,,,,,,,,,,,,,,,
85819,85708,85596,b2795,ygdH,,,,,,,,,,,,,,,,,,,,
157208,157103,156997,b2796,sdaC,,,,,,,,,,,,,,,,,,,,
63781,63669,63557,b2797,sdaB,,,,,,,,,,,,,,,,,,,,
3189,3127,3065,b2798,ygdG,,,,,,,,,,,,,,,,,,,,
4569,4475,4381,b2799,fucO,,,,,,,,,,,,,,,,,,,,
1627,1574,1521,b2800,fucA,,,,,,,,,,,,,,,,,,,,
5228,5122,5049,b2801,fucP,,,,,,,,,,,,,,,,,,,,
4783,4638,4492,b2802,fucI,,,,,,,,,,,,,,,,,,,,
5675,5557,5438,b2803,fucK,,,,,,,,,,,,,,,,,,,,
3545,3510,3476,b2804,fucU,,,,,,,,,,,,,,,,,,,,
28776,28716,28656,b2805,fucR,,,,,,,,,,,,,,,,,,,,
7274,7184,7094,b2806,rlmM,,,,,,,,,,,,,,,,,,,,
1822,1790,1757,b2807,ygdD,,,,,,,,,,,,,,,,,,,,
7270,7195,7120,b2808,gcvA,,,,,,,,,,,,,,,,,,,,
2034,2016,1997,b2809,ygdI,,,,,,,,,,,,,,,,,,,,
6232,6134,6035,b2810,csdA,,,,,,,,,,,,,,,,,,,,
2904,2868,2832,b2811,csdE,,,,,,,,,,,,,,,,,,,,
3454,3388,3322,b2812,csdL,,,,,,,,,,,,,,,,,,,,
6985,6895,6805,b2813,mltA,,,,,,,,,,,,,,,,,,,,
14679,14576,14474,b2817,amiC,,,,,,,,,,,,,,,,,,,,
1845,1736,1627,b2818,argA,,,,,,,,,,,,,,,,,,,,
3849,3700,3550,b2819,recD,,,,,,,,,,,,,,,,,,,,
11319,11029,10739,b2820,recB,,,,,,,,,,,,,,,,,,,,
23802,23566,23330,b2821,ptrA,,,,,,,,,,,,,,,,,,,,
19969,19694,19418,b2822,recC,,,,,,,,,,,,,,,,,,,,
613,586,560,b2823,ppdC,,,,,,,,,,,,,,,,,,,,
607,573,540,b2824,ygdB,,,,,,,,,,,,,,,,,,,,
507,461,415,b2825,ppdB,,,,,,,,,,,,,,,,,,,,
214,176,137,b2826,ppdA,,,,,,,,,,,,,,,,,,,,
15783,15718,15653,b2827,thyA,,,,,,,,,,,,,,,,,,,,
10791,10719,10648,b2828,lgt,,,,,,,,,,,,,,,,,,,,
27015,26832,26648,b2829,ptsP,,,,,,,,,,,,,,,,,,,,
24669,24625,24582,b2830,rppH,,,,,,,,,,,,,,,,,,,,
2405,2348,2292,b2831,mutH,,,,,,,,,,,,,,,,,,,,
7212,7154,7095,b2832,ygdQ,,,,,,,,,,,,,,,,,,,,
12606,12588,12570,b2833,ygdR,,,,,,,,,,,,,,,,,,,,
34271,34186,34101,b2834,tas,,,,,,,,,,,,,,,,,,,,
4270,4172,4075,b2835,lplT,,,,,,,,,,,,,,,,,,,,
18872,18695,18519,b2836,aas,,,,,,,,,,,,,,,,,,,,
14837,14753,14668,b2837,galR,,,,,,,,,,,,,,,,,,,,
896,793,689,b2838,lysA,,,,,,,,,,,,,,,,,,,,
2480,2403,2327,b2839,lysR,,,,,,,,,,,,,,,,,,,,
2554,2497,2440,b2840,ygeA,,,,,,,,,,,,,,,,,,,,
3118,3002,2886,b2841,araE,,,,,,,,,,,,,,,,,,,,
3010,2948,2886,b2842,kduD,,,,,,,,,,,,,,,,,,,,
4203,4134,4066,b2843,kduI,,,,,,,,,,,,,,,,,,,,
29657,29560,29463,b2844,yqeF,,,,,,,,,,,,,,,,,,,,
15394,15293,15193,b2845,yqeG,,,,,,,,,,,,,,,,,,,,
1347,1295,1244,b2846,yqeH,,,,,,,,,,,,,,,,,,,,
862,796,730,b2847,yqeI,,,,,,,,,,,,,,,,,,,,
269,230,190,b2848,yqeJ,,,,,,,,,,,,,,,,,,,,
29,23,16,b4683,yqeL,,,,,,,,,,,,,,,,,,,,
49,16,2,b2849,yqeK,,,,,,,,,,,,,,,,,,,,
74,34,12,b2851,ygeG,,,,,,,,,,,,,,,,,,,,
140,59,25,b2852,ygeH,,,,,,,,,,,,,,,,,,,,
84,66,50,b2853,ygeI,,,,,,,,,,,,,,,,,,,,
1235,1161,1087,b2860,insD,,,,,,,,,,,,,,,,,,,,
1027,998,968,b2861,insC,,,,,,,,,,,,,,,,,,,,
8699,8637,8575,b2865,ygeR,,,,,,,,,,,,,,,,,,,,
3002,2817,2633,b2866,xdhA,,,,,,,,,,,,,,,,,,,,
784,712,640,b2867,xdhB,,,,,,,,,,,,,,,,,,,,
631,592,553,b2868,xdhC,,,,,,,,,,,,,,,,,,,,
49394,49248,49103,b2869,ygeV,,,,,,,,,,,,,,,,,,,,
557,459,364,b2870,ygeW,,,,,,,,,,,,,,,,,,,,
324,226,135,b2871,ygeX,,,,,,,,,,,,,,,,,,,,
669,570,471,b2872,ygeY,,,,,,,,,,,,,,,,,,,,
346,244,162,b2873,hyuA,,,,,,,,,,,,,,,,,,,,
2126,2049,1973,b2874,yqeA,,,,,,,,,,,,,,,,,,,,
3480,3347,3214,b2875,yqeB,,,,,,,,,,,,,,,,,,,,
3381,3318,3255,b2876,yqeC,,,,,,,,,,,,,,,,,,,,
1919,1872,1825,b2877,mocA,,,,,,,,,,,,,,,,,,,,
776,530,325,b2878,ygfK,,,,,,,,,,,,,,,,,,,,
141,55,23,b2879,ssnA,,,,,,,,,,,,,,,,,,,,
191,128,76,b2880,ygfM,,,,,,,,,,,,,,,,,,,,
1541,1307,1083,b2881,xdhD,,,,,,,,,,,,,,,,,,,,
458,346,258,b2882,xanQ,,,,,,,,,,,,,,,,,,,,
2118,2010,1902,b2883,guaD,,,,,,,,,,,,,,,,,,,,
1443,1332,1220,b4464,ygfQ,,,,,,,,,,,,,,,,,,,,
307,267,228,b2886,ygfS,,,,,,,,,,,,,,,,,,,,
644,488,341,b2887,ygfT,,,,,,,,,,,,,,,,,,,,
59,7,0,b2888,ygfU,,,,,,,,,,,,,,,,,,,,
8,0,0,b4684,yqfG,,,,,,,,,,,,,,,,,,,,
5369,5324,5280,b2889,idi,,,,,,,,,,,,,,,,,,,,
69009,68886,68762,b2890,lysS,,,,,,,,,,,,,,,,,,,,
36392,36303,36213,b2891,prfB,,,,,,,,,,,,,,,,,,,,
12566,12424,12282,b2892,recJ,,,,,,,,,,,,,,,,,,,,
10936,10878,10820,b2893,dsbC,,,,,,,,,,,,,,,,,,,,
9322,9248,9175,b2894,xerD,,,,,,,,,,,,,,,,,,,,
17338,17295,17252,b2895,fldB,,,,,,,,,,,,,,,,,,,,
7111,7078,7045,b2896,ygfX,,,,,,,,,,,,,,,,,,,,
19284,19262,19240,b2897,ygfY,,,,,,,,,,,,,,,,,,,,
29518,29438,29357,b2898,ygfZ,,,,,,,,,,,,,,tRNA,,,,,,
14455,14401,14347,b2899,yqfA,,,,,,,,,,,,,,,,,,,,
10070,10045,10019,b2900,yqfB,,,,,,,,,,,,,,,,,,,,
26758,26640,26522,b2901,bglA,,,,,,,,,,,,,,,,,,,,
1017,956,895,b2902,ygfF,,,,,,,,,,,,,,,,,,,,
27843,27608,27373,b2903,gcvP,,,,,,,,,,,,,,,,,,,,
18220,18188,18156,b2904,gcvH,,,,,,,,,,,,,,,,,,,,
45982,45892,45803,b2905,gcvT,,,,,,,,,,,,,,,,,,,,
7391,7293,7195,b2906,visC,,,,,,,,,,,,,,,,,,,,
5468,5372,5275,b2907,ubiH,,,,,,,,,,,,,,,,,,,,
17191,17083,16974,b2908,pepP,,,,,,,,,,,,,,,,,,,,
13428,13380,13333,b2909,ygfB,,,,,,,,,,,,,,,,,,,,
78018,77991,77965,b2910,zapA,,,,,,,,,,,,,,,,,,,,
5373,5328,5283,b2912,fau,,,,,,,,,,,,,,,,,,,,
90,85,80,b4665,ibsC,,,,,,,,,,,,,,,,,,,,
15561,15461,15360,b2913,serA,,,,,,,,,,,,,,,,,,,,
27357,27303,27249,b2914,rpiA,,,,,,,,,,,,,,,,,,,,
13733,13659,13586,b2916,argP,,,,,,,,,,,,,,,,,,,,
556,388,266,b2917,scpA,,,,,,,,,,,,,,,,,,,,
141,68,21,b2918,argK,,,,,,,,,,,,,,,,,,,,
240,177,120,b2919,scpB,,,,,,,,,,,,,,,,,,,,
402,281,169,b2920,scpC,,,,,,,,,,,,,,,,,,,,
921,848,774,b2921,ygfI,,,,,,,,,,,,,,,,,,,,
15748,15688,15627,b2922,yggE,,,,,,,,,,,,,,,,,,,,
1739,1687,1635,b2923,argO,,,,,,,,,,,,,,,,,,,,
7197,7126,7056,b2924,mscS,,,,,,,,,,,,,,,,,,,,
268052,267964,267875,b2925,fbaA,,,,,,,,,,,,,,,,,,,,
182214,182118,182023,b2926,pgk,,,,,,,,,,,,,,,,,,,,
42872,42789,42705,b2927,epd,,,,,,,,,,,,,,,,,,,,
5089,5031,4973,b2928,yggC,,,,,,,,,,,,,,,,,,,,
6322,6280,6238,b2929,yggD,,,,,,,,,,,,,,,,,,,,
124,51,15,b2930,yggF,,,,,,,,,,,,,,,,,,,,
167,74,27,b4465,yggP,,,,,,,,,,,,,,,,,,,,
205,95,39,b2933,cmtA,,,,,,,,,,,,,,,,,,,,
240,204,167,b2934,cmtB,,,,,,,,,,,,,,,,,,,,
71058,70895,70732,b2935,tktA,,,,,,,,,,,,,,,,,,,,
9772,9710,9648,b2936,yggG,,,,,,,,,,,,,,,,,,,,
5559,5483,5408,b2937,speB,,,,,,,,,,,,,,,,,,,,
39236,39074,38912,b2938,speA,,,,,,,,,,,,,,,,,,,,
2191,2180,2170,b2939,yqgB,,,,,,,,,,,,,,,,,,,,
54,37,19,b2940,yqgC,,,,,,,,,,,,,,,,,,,,
19919,19825,19730,b2942,metK,,,,,,,,,,,,,,,,,,,,
31107,30993,30878,b2943,galP,,,,,,,,,,,,,,,,,,,,
971,931,890,b2944,yggI,,,,,,,,,,,,,,,,,,,,
661,603,545,b2945,endA,,,,,,,,,,,,,,,,,,,,
8537,8477,8417,b2946,rsmE,,,,,,,,,,,,,,,,,,,,
19526,19448,19370,b2947,gshB,,,,,,,,,,,,,,,,,,,,
13177,13131,13085,b2948,yqgE,,,,,,,,,,,,,,,,,,,,
4179,4145,4111,b2949,yqgF,,,,,,,,,,,,,,,,,,,,
97,34,5,b2950,yggR,,,,,,,,,,,,,,,,,,,,
6018,5961,5903,b2951,yggS,,,,,,,,,,,,,,,,,,,,
9331,9285,9238,b2952,yggT,,,,,,,,,,,,,,,,,,,,
2220,2196,2172,b2953,yggU,,,,,,,,,,,,,,,,,,,,
6589,6540,6492,b2954,rdgB,,,,,,,,,,,,,,,,,,,,
9628,9535,9442,b2955,yggW,,,,,,,,,,,,,,,,,,,,
769,686,604,b2956,yggM,,,,,,,,,,,,,,,,,,,,
3079,2993,2907,b2957,ansB,,,,,,,,,,,,,,,,,,,,
4017,3958,3899,b2958,yggN,,,,,,,,,,,,,,,,,,,,
10068,10041,10014,b2959,yggL,,,,,,,,,,,,,,,,,,,,
8358,8299,8241,b2960,trmI,,,,,,,,,,,,,,,,,,,,
10862,10775,10689,b2961,mutY,,,,,,,,,,,,,,,,,,,,
12710,12688,12665,b2962,yggX,,,,,,,,,,,,,,,,,,,,
8750,8662,8574,b2963,mltC,,,,,,,,,,,,,,,,,,,,
235374,235271,235169,b2964,nupG,,,,,,,,,,,,,,,,,,,,
1508,1334,1160,b2965,speC,,,,,,,,,,,,,,,,,,,,
1225,1167,1109,b2966,yqgA,,,,,,,,,,,,,,,,,,,,
401,357,313,b2968,yghD,,,,,,,,,,,,,,,,,,,,
738,704,670,b2971,yghG,,,,,,,,,,,,,,,,,,,,
2625,2558,2492,b2972,pppA,,,,,,,,,,,,,,,,,,,,
22069,21696,21323,b4466,yghJ,,,,,,,,,,,,,,,,,,,,
416,303,245,b2975,glcA,,,,,,,,,,,,,,,,,,,,
4280,4102,3925,b2976,glcB,,,,,,,,,,,,,,,,,,,,
671,637,604,b2977,glcG,,,,,,,,,,,,,,,,,,,,
896,801,716,b4467,glcF,,,,,,,,,,,,,,,,,,,,
92,26,2,b4468,glcE,,,,,,,,,,,,,,,,,,,,
225,125,64,b2979,glcD,,,,,,,,,,,,,,,,,,,,
20145,20082,20019,b2980,glcC,,,,,,,,,,,,,,,,,,,,
28898,28815,28732,b2982,insH,,,,,,,,,,,,,,,,,,,,
241,160,110,b2983,yghQ,,,,,,,,,,,,,,,,,,,,
109,50,20,b2984,yghR,,,,,,,,,,,,,,,,,,,,
132,75,32,b2985,yghS,,,,,,,,,,,,,,,,,,,,
134,79,38,b2986,yghT,,,,,,,,,,,,,,,,,,,,
254,140,78,b2987,pitB,,,,,,,,,,,,,,,,,,,,
12552,12399,12247,b2988,gss,,,,,,,,,,,,,,,,,,,,
