alr,29,0.8811690158533568
alr,32,0.9409561479244937
alr,50,0.9000832301089156
alr,73,1.0
dfp,8,0.6894669775506632
dfp,64,1.0
dfp,65,0.9441871106622861
dfp,100,0.9068639017188277
ackA,89,0.45680084285132994
ackA,103,1.0
ackA,116,0.32452590837698514
ackA,120,0.5901338379864933
adk,91,0.8853618645230487
adk,245,1.0
adk,260,0.974490993021175
adk,261,0.8851000134729814
alaS,85,0.6648410989119478
alaS,84,0.847705387829482
alaS,75,0.8534650670711043
alaS,25,1.0
argS,0,0.7666163515470313
argS,35,0.8845751563911803
argS,43,1.0
argS,63,0.8967852028931397
aspS,180,0.04932411605368574
aspS,121,0.7520617608883317
aspS,37,0.7315608082334066
aspS,36,1.0
cdsA,17,0.9164145009290012
cdsA,42,0.9945853685981885
cdsA,75,1.0
cdsA,88,0.6691834841224198
cysE,121,-0.04557242818622584
cysE,94,0.14737922570795903
cysE,74,0.6403575341179505
cysE,51,1.0
cysS,32,0.942750904501535
cysS,51,1.0
cysS,61,0.7296025035652475
cysS,94,0.8559937528851177
dapA,132,-0.024901017240678308
dapA,99,0.9566036511148545
dapA,35,0.9421191013335071
dapA,-1,1.0
dicA,88,0.5762509357382344
dicA,89,0.7449830700387411
dicA,100,1.0
dicA,141,0.49182313430411123
dnaA,82,1.0
dnaA,53,0.6184006209030288
dnaA,34,0.7751083772547082
dnaA,33,0.5230137119162203
dnaB,43,0.6492962578753083
dnaB,44,0.8704916333716471
dnaB,57,0.8405795558775864
dnaB,67,1.0
dnaK,26,1.0
dnaK,67,0.835013247729223
dnaK,91,0.146661155025925
dnaK,106,0.17583608995595912
fabA,95,0.5955991577380741
fabA,45,0.7933935820778796
fabA,37,1.0
fabA,21,0.7448210311902341
fabB,67,0.6799698600308861
fabB,55,1.0
fabB,39,0.9671313533234419
fabB,25,0.9808113742299198
accB,58,0.8459721175676681
accB,101,0.43662950690722707
accB,111,1.0
accB,115,0.7893225357597308
ffh,202,0.7911668932442583
ffh,137,0.49601235638220503
ffh,55,1.0
ffh,18,0.8056968518349857
folA,63,1.0
folA,71,0.6706134014386749
folA,79,0.39965900418606054
folA,88,0.7987189634588647
folD,133,0.6932840677135078
folD,111,0.7244623529392221
folD,101,0.7578074707675115
folD,87,1.0
frr,67,0.3071541252214687
frr,68,0.5030667574054757
frr,107,0.4457062129471245
frr,144,1.0
ftsY,141,0.09260543098022388
ftsY,131,0.7437062627455123
ftsY,98,1.0
ftsY,33,0.9004977103456797
gapA,56,1.0
gapA,104,0.5082029802153528
gapA,148,0.4330096834293773
gapA,158,0.6152513879257595
gltX,97,0.8991592760268605
gltX,78,1.0
gltX,32,0.9009418098698109
gltX,31,0.9444582302493579
glyA,121,0.9160354060358488
glyA,117,0.09653432457474581
glyA,39,0.8625154286680758
glyA,27,1.0
gyrA,121,1.0
gyrA,112,0.8678113125859364
gyrA,104,0.5023461175478751
gyrA,94,0.8614243715256095
gyrB,67,1.0
gyrB,37,0.653934884572199
gyrB,24,0.848941248725396
gyrB,21,0.5986695849202001
hemA,7,0.8567465680500633
