avg_lr,normalized_lr,distance_ATG,operon_pos,geneName
-15.560793399810791,0.5937499988628389,52,4,ftsI
-26.20765209197998,1.0,98,4,ftsI
0.6125630848109722,-0.0233734438575834,148,4,ftsI
-14.163251161575317,0.5982025078816139,56,13,ftsQ
-22.48272466659546,0.949585806686586,92,13,ftsQ
-22.416699409484863,0.9467971479290375,100,13,ftsQ
-23.67634868621826,1.0,168,13,ftsQ
-15.298890113830566,0.6461676298396416,348,13,ftsQ
-20.233110904693604,1.0,17,9,ftsW
-11.19921350479126,0.5535092234478538,18,9,ftsW
-11.077946186065674,0.5475157151190158,23,9,ftsW
-17.190427780151367,0.8496186207412917,33,9,ftsW
-1.3706311881542206,0.09492374315503455,141,1,ftsY
-10.748042821884155,0.7443610396884158,131,1,ftsY
-14.439287185668945,1.0,98,1,ftsY
-13.006215810775757,0.9007519307244254,33,1,ftsY
-22.528613090515137,1.0,12,15,ftsZ
-12.794440746307373,0.567919591627858,25,15,ftsZ
-14.553784370422363,0.6460133303345562,133,15,ftsZ
-14.883737564086914,0.6606592915545776,196,15,ftsZ
-14.442470073699951,0.7503437954672757,72,3,fusA
-13.746349334716797,0.7141775528005674,18,3,fusA
-19.247803688049316,1.0,17,3,fusA
-22.37170648574829,1.0,56,1,gapA
-11.387510061264038,0.509013922050084,104,1,gapA
-9.7080819606781,0.43394463300609426,148,1,gapA
-13.778417110443115,0.6158858341548751,158,1,gapA
-10.973876237869263,0.7772267881885127,173,4,glnG
-14.119271755218506,1.0,143,4,glnG
-12.932794332504272,0.9159675199058542,46,4,glnG
-11.92793607711792,0.844798250498248,42,4,glnG
-14.137200832366943,0.8176586142666938,289,3,glnL
-14.301113605499268,0.8271388991214679,288,3,glnL
-1.601153701543808,0.09260653027117696,274,3,glnL
-15.44957160949707,0.8935626976673866,231,3,glnL
-12.077033996582031,0.6985039683024504,79,3,glnL
-11.902059555053711,0.6883839055624079,37,3,glnL
-13.336992502212524,0.7713766633969911,21,3,glnL
-17.289857387542725,1.0,20,3,glnL
-19.151476860046387,0.9707458445377555,19,1,glnS
-19.728621006011963,1.0,20,1,glnS
-18.438388347625732,0.9346009709450521,23,1,glnS
-14.71036958694458,0.7456359764051347,24,1,glnS
-19.081080436706543,0.899334633628224,97,1,gltX
-21.216886043548584,1.0,78,1,gltX
-19.118834495544434,0.9011140681201847,32,1,gltX
-20.040512084960938,0.9445548250495813,31,1,gltX
-22.412423610687256,0.9161620626830177,121,1,glyA
-2.394886076450348,0.09789676501765486,117,1,glyA
-21.10511827468872,0.8627227928392238,39,1,glyA
-24.463383197784424,1.0,27,1,glyA
-19.417296886444092,0.961610552362193,40,1,glyQ
-15.947982788085938,0.7897983240200904,28,1,glyQ
-20.192474842071533,1.0,24,1,glyQ
-15.485587120056152,0.7668989185907782,18,1,glyQ
-23.13247585296631,1.0,118,2,glyS
-17.02157163619995,0.7358300834027349,78,2,glyS
-8.310079574584961,0.35923865769514457,67,2,glyS
-19.844815731048584,0.8578768592339785,50,2,glyS
-24.43464994430542,1.0,121,1,gyrA
-21.209540843963623,0.8680108326621058,112,1,gyrA
-12.293010234832764,0.5030974563929733,104,1,gyrA
-21.053714752197266,0.8616335736417582,94,1,gyrA
-22.421998023986816,1.0,67,1,gyrB
-14.675293922424316,0.6545042911307387,37,1,gyrB
-19.040532112121582,0.8491898042160303,24,1,gyrB
-13.438173770904541,0.5993298972075782,21,1,gyrB
-20.856797218322754,0.856963688576696,7,1,hemA
-20.48867177963257,0.84183815753295,8,1,hemA
-24.338017463684082,1.0,42,1,hemA
-16.89538812637329,0.6941973869311133,75,1,hemA
-9.937211990356445,1.0,35,6,hfq
-7.577143311500549,0.7625019289971653,191,6,hfq
-9.738430976867676,0.979996299396483,200,6,hfq
-9.022119522094727,0.5168824209411845,69,8,ihfA
-17.454877853393555,1.0,-1,8,ihfA
-14.00609040260315,0.6786961674020292,60,1,hisS
-20.636760711669922,1.0,47,1,hisS
-17.595113277435303,0.852610229060097,43,1,hisS
-18.812487602233887,0.9116008013600495,21,1,hisS
-21.44083261489868,0.9604321400331618,95,2,hlpA
-12.101644277572632,0.5420875355070287,101,2,hlpA
-8.79646384716034,0.39403351302607365,158,2,hlpA
-22.324151515960693,1.0,163,2,hlpA
-9.652548551559448,1.0,13,1,degP
-8.576688289642334,0.8885413260373293,107,1,degP
-9.226571798324585,0.9558689862102747,117,1,degP
-9.610331535339355,0.9956263347452138,129,1,degP
-24.328157901763916,0.9442808039788879,27,1,lpxL
-20.191789627075195,0.7837304994409255,24,1,lpxL
-19.837822914123535,0.769991523656675,15,1,lpxL
-25.76368999481201,1.0,14,1,lpxL
-21.990421772003174,0.9324083812324628,33,2,ileS
-23.58453893661499,1.0,47,2,ileS
-10.155657529830933,0.43060657480415176,48,2,ileS
-14.321605682373047,0.6072455230464039,67,2,ileS
-10.321633338928223,0.6877390390611078,53,1,infA
-15.008066654205322,1.0,36,1,infA
-14.46644401550293,0.9639112317940947,-11,1,infA
-17.239426612854004,0.9369594941361276,58,4,infB
-18.399329662322998,1.0,48,4,infB
-13.853896141052246,0.75295656935923,45,4,infB
-7.808479905128479,0.42438936898436025,30,4,infB
-15.350711345672607,0.9522004345493019,147,2,infC
-16.121302604675293,1.0,63,2,infC
-16.779534816741943,0.7850918065355194,50,3,kdsA
-18.099488735198975,0.8468506703957441,54,3,kdsA
-21.372704029083252,1.0,136,3,kdsA
-16.716105937957764,0.782124054832325,137,3,kdsA
-16.768073558807373,0.8159970388977427,24,2,kdsB
-15.796844959259033,0.7687334305562836,25,2,kdsB
-13.110200881958008,0.6379913030267738,40,2,kdsB
-20.549184322357178,1.0,51,2,kdsB
-20.358515739440918,0.8894496076527633,22,1,waaA
-22.88889169692993,1.0,26,1,waaA
-15.625487089157104,0.6826668279116781,35,1,waaA
-20.688631534576416,0.9038721406223161,45,1,waaA
-17.60751247406006,0.889346409099642,100,1,lepA
-18.944579601287842,0.9568809827696619,91,1,lepA
-16.245524883270264,0.8205531156181425,76,1,lepA
-19.798261165618896,1.0,43,1,lepA
-10.71870756149292,0.4073174451190076,167,2,lepB
-15.167792320251465,0.5763853879338446,126,2,lepB
-19.432796955108643,0.7384581734188878,36,2,lepB
-26.3153657913208,1.0,19,2,lepB
-21.23561716079712,1.0,81,1,leuS
-19.558366775512695,0.9210171113660506,36,1,leuS
-7.016252875328064,0.33040023382417655,20,1,leuS
-20.637385845184326,0.971828870756006,0,1,leuS
-16.272663593292236,0.6160679331344249,16,5,lpxA
-15.929844856262207,0.6030891340858842,19,5,lpxA
-26.413748741149902,1.0,30,5,lpxA
-18.132279872894287,0.6864712786733699,37,5,lpxA
-18.810654640197754,1.0,18,6,lpxB
-12.900559186935425,0.6858112826848328,32,6,lpxB
-18.566529273986816,0.9870219633032202,40,6,lpxB
-16.215753078460693,0.8620515015893259,49,6,lpxB
-20.472174644470215,0.9492209782812941,92,3,lspA
-21.56734323501587,1.0,122,3,lspA
-20.132784843444824,0.9334846960082708,123,3,lspA
-17.74843168258667,0.8229308306166813,131,3,lspA
-17.00186538696289,0.8138577445755727,135,5,lysS
-16.47814655303955,0.7887879878596163,121,5,lysS
-13.228500843048096,0.6332315669605697,110,5,lysS
-20.89046335220337,1.0,85,5,lysS
-19.57926368713379,0.9372345341047075,-3,5,lysS
-23.400614261627197,1.0,45,1,metG
-14.297064542770386,0.6109696259646912,65,1,metG
-21.661438465118408,0.9256781989966509,68,1,metG
-1.9845459535717964,0.08480742989837216,92,1,metG
-12.603017091751099,0.46790058346562263,14,1,metK
-26.935245513916016,1.0,31,1,metK
-20.537342071533203,0.7624709439133438,48,1,metK
-11.956193447113037,0.44388655900448004,65,1,metK
-17.178746223449707,1.0,15,1,groS
-15.629295825958252,0.9098042210218816,85,1,groS
-0.6469968315213919,0.03766263399585088,106,1,groS
-11.854217529296875,0.6900513794839912,109,1,groS
-25.482158660888672,0.9901403146973619,61,7,mraY
-25.73590660095215,1.0,79,7,mraY
-14.068555355072021,0.5466508552899212,89,7,mraY
-15.23076057434082,0.7715932908829903,111,3,mrdA
-19.73936367034912,1.0,96,3,mrdA
1.345467060804367,-0.06816162279969638,72,3,mrdA
-18.957091331481934,0.9603699312738103,58,3,mrdA
-10.379671573638916,0.5549737006536059,66,1,mreB
-16.07174301147461,0.8593137684321568,49,1,mreB
-17.223244667053223,0.9208815290854138,42,1,mreB
-18.7029972076416,1.0,30,1,mreB
-18.95736265182495,0.8857490797228224,26,2,mreC
-16.480114459991455,0.7700040604149644,25,2,mreC
-8.332260608673096,0.389310069216429,19,2,mreC
-21.40263319015503,1.0,8,2,mreC
-0.3988704979419708,0.023068746025671,91,3,mreD
-17.290514945983887,1.0,83,3,mreD
-11.012044429779053,0.6368835436180488,78,3,mreD
-15.98576831817627,0.9245397472612188,77,3,mreD
-29.157129287719727,1.0,41,2,msbA
-23.189756870269775,0.795337450454587,44,2,msbA
-16.953815937042236,0.5814638255276651,66,2,msbA
-23.226855278015137,0.7966098119199178,107,2,msbA
-23.122037410736084,0.7930148809428411,1745,2,msbA
-14.949024677276611,0.947073144162254,61,4,mukB
-6.9266849756240845,0.43882978723404253,62,4,mukB
-15.784445762634277,1.0,74,4,mukB
-3.220580041408539,0.20403504119431648,127,4,mukB
-29.378761291503906,1.0,42,11,murC
-13.376599788665771,0.4553153094488764,43,11,murC
-12.504554271697998,0.42563245426260404,91,11,murC
-20.772391319274902,0.7070547023125208,109,11,murC
-24.276684284210205,1.0,41,8,murD
-14.403769493103027,0.5933170001502792,47,8,murD
-20.478821754455566,0.8435592568864602,52,8,murD
-23.509336471557617,0.9683915726023723,61,8,murD
-27.556044578552246,1.0,26,5,murE
-23.57025909423828,0.8553571259854823,36,5,murE
-23.93047046661377,0.8684290809008062,54,5,murE
-16.609251022338867,0.6027443806382278,89,5,murE
-21.390370845794678,0.9035297713280395,16,6,murF
-23.67422914505005,1.0,23,6,murF
-14.086488246917725,0.5950135973007177,31,6,murF
-18.035470008850098,0.7618186804878951,70,6,murF
-8.5639808177948,0.6897812195375715,46,10,murG
-12.415503025054932,1.0,62,10,murG
-12.081983089447021,0.9731368165321329,63,10,murG
-10.64919376373291,0.8577335724732582,83,10,murG
-17.94468355178833,0.7956730744326621,207,3,nusA
-16.03334665298462,0.7109237779539187,178,3,nusA
-18.884857177734375,0.837360677186874,136,3,nusA
-22.55283498764038,1.0,39,3,nusA
-16.396967887878418,1.0,1,4,nusB
-9.265437602996826,0.5650701804353945,40,4,nusB
-15.06766653060913,0.9189300505825847,44,4,nusB
-16.211154460906982,0.7724083239169535,15,2,nusG
-16.049487590789795,0.7647054279584179,49,2,nusG
-20.98780393600464,1.0,62,2,nusG
-17.39825677871704,0.7908580683010367,95,1,parC
-17.940656661987305,0.8155134880586395,85,1,parC
-16.52142095565796,0.7510004725624829,51,1,parC
-21.999215126037598,1.0,22,1,parC
-22.89484739303589,1.0,68,5,parE
-20.397294998168945,0.8909120313408753,64,5,parE
-17.582412242889404,0.7679637230618794,42,5,parE
-9.77298903465271,0.4268641265381589,27,5,parE
-17.942713260650635,1.0,80,4,pdxJ
-14.197964668273926,0.7912941851113928,73,4,pdxJ
-17.00202226638794,0.9475725337301308,66,4,pdxJ
-2.2460092902183533,0.13497056462794058,135,1,pepA
-1.5957159250974655,0.09589215874314709,89,1,pepA
-16.64073419570923,1.0,74,1,pepA
-16.083141326904297,0.9664922916112255,48,1,pepA
-0.39703763148281723,0.015373891323255146,96,2,pgk
-19.546224117279053,0.7568590519663168,74,2,pgk
-21.411439895629883,0.8290829985068285,55,2,pgk
-25.825448036193848,1.0,21,2,pgk
-7.1244014501571655,0.34622751819733655,80,1,pgsA
-17.66597557067871,0.8585208064371409,52,1,pgsA
-20.577224731445312,1.0,37,1,pgsA
-20.552123546600342,0.9987801472174908,16,1,pgsA
-20.34779930114746,0.8388001731757454,66,6,pheS
-24.258220195770264,1.0,49,6,pheS
-10.289466381072998,0.4241641100638991,42,6,pheS
-21.151389598846436,0.8719266882792356,27,6,pheS
-10.490403890609741,0.46910767374150186,2337,7,pheT
-16.89137077331543,0.7553447638815964,2271,7,pheT
-17.67024850845337,0.7901744545464781,2156,7,pheT
-21.089285850524902,0.9430662469597518,110,7,pheT
-11.840311288833618,0.5294725487215861,88,7,pheT
-22.362464904785156,1.0,41,7,pheT
-21.833505153656006,0.9763460891551377,40,7,pheT
-12.682024955749512,0.6483846013967504,81,5,phoU
-9.518818378448486,0.4866616555016568,64,5,phoU
-19.559417247772217,1.0,48,5,phoU
-6.853782534599304,0.3504083198276236,33,5,phoU
-18.270837783813477,0.9836342586489752,55,1,plsB
-17.901830673217773,0.963768282060394,44,1,plsB
-18.574828624725342,1.0,6,1,plsB
-18.290466785430908,0.935670343342833,45,8,pnp
-19.54798173904419,1.0,37,8,pnp
-10.323946714401245,0.5281336381535847,28,8,pnp
-17.671475410461426,0.9040051114415193,11,8,pnp
-20.652605056762695,0.8944319019031282,67,1,ppa
-20.320478916168213,0.880048040168146,38,1,ppa
-19.960975170135498,0.8644784973225064,20,1,ppa
-23.090192794799805,1.0,19,1,ppa
-20.230371952056885,0.9891134529887227,0,2,prfA
-16.607577323913574,0.8119859680070393,22,2,prfA
-15.453877925872803,0.755578720626148,35,2,prfA
-20.4530348777771,1.0,47,2,prfA
-15.978858470916748,1.0,40,4,prfB
-14.945611953735352,0.9353366500453072,17,4,prfB
-16.093525886535645,0.6725385296296342,26,1,priA
-12.247490406036377,0.5118150769074176,13,1,priA
-23.92952251434326,1.0,12,1,priA
-13.264315128326416,0.5543075554631663,6,1,priA
-11.211767435073853,0.576685715320031,11,2,priB
-19.441729068756104,1.0,31,2,priB
-16.24379587173462,0.8355118937357926,45,2,priB
-19.00125026702881,0.9773436405697491,46,2,priB
-18.638376712799072,0.8958183906161936,119,11,secY
-17.93603754043579,0.8620617841934288,100,11,secY
-19.493839263916016,0.9369345831678634,36,11,secY
-20.80597686767578,1.0,14,11,secY
-12.017505168914795,0.8714585171453282,25,2,proA
-13.790105819702148,1.0,37,2,proA
-2.55020534992218,0.18493007836666928,61,2,proA
-13.37675142288208,0.9700252918850338,65,2,proA
-13.36382532119751,0.9335323400849667,14,1,proB
-12.885153770446777,0.9000946557270578,40,1,proB
-11.615877389907837,0.8114291335984795,65,1,proB
-14.315331935882568,1.0,79,1,proB
-23.35134744644165,1.0,44,1,proS
-13.64918065071106,0.5845136209812579,27,1,proS
-4.650438666343689,0.19915076322725594,19,1,proS
-15.761900424957275,0.6749889042209906,13,1,proS
-24.80201292037964,1.0,37,3,prs
-15.833226680755615,0.6383847444795726,36,3,prs
-22.186562538146973,0.8945468502645779,33,3,prs
-22.354594707489014,0.9013217910680307,5,3,prs
-9.084688901901245,0.5237030524794509,171,1,psd
-17.347023010253906,1.0,164,1,psd
-14.377696990966797,0.8288279194918963,61,1,psd
-11.910194873809814,0.6865843705153122,41,1,psd
-16.777841567993164,0.9268584230141756,46,1,pssA
-6.924347400665283,0.3825217735054932,47,1,pssA
-18.1018385887146,1.0,54,1,pssA
-7.011075139045715,0.38731287458372854,55,1,pssA
-5.135032534599304,0.304478772114869,109,4,pstB
-7.608370780944824,0.4511339271110372,76,4,pstB
-16.864993572235107,1.0,23,4,pstB
-12.21385407447815,0.7242133844975699,22,4,pstB
-9.752306699752808,0.5497521003310839,75,1,pth
-14.851470708847046,0.8371995945739877,35,1,pth
-6.110760450363159,0.3444726971407101,34,1,pth
-17.73946237564087,1.0,25,1,pth
-7.237475633621216,0.4699622730321266,69,1,pyrG
-10.527486801147461,0.6835976902498416,63,1,pyrG
-6.529175758361816,0.4239691345103285,42,1,pyrG
-15.400120496749878,1.0,27,1,pyrG
-0.4705768972635269,0.023004191510607237,955,3,recF
-20.45613718032837,1.0,13,3,recF
-14.819105625152588,0.7244332346090918,12,3,recF
-2.8149061799049377,0.13760692720675977,7,3,recF
-0.8405303955078125,0.041089399630938536,6,3,recF
-11.976232767105103,0.8208133437764124,16,1,rfaD
-14.590689659118652,1.0,55,1,rfaD
-14.277410507202148,0.9785288317937243,56,1,rfaD
-13.100912809371948,0.8978953781793552,76,1,rfaD
-17.25448179244995,0.8987399057995499,13,2,rho
-19.19852638244629,1.0,30,2,rho
-2.2420403361320496,0.11678189729092985,77,2,rho
-0.8777754008769989,0.04572097792253325,112,2,rho
-3.818502128124237,0.20345035658780963,89,2,lptE
-18.76871681213379,1.0,78,2,lptE
-13.170719146728516,0.7017378587231801,51,2,lptE
-15.157969951629639,0.8076188747133828,48,2,lptE
-10.432034015655518,0.6201277237037737,181,1,rnc
-12.58059310913086,0.7478478843052807,159,1,rnc
-16.82239580154419,1.0,9,1,rnc
-11.463185548782349,0.6814240779978616,7,1,rnc
-14.16493558883667,0.6960413003867166,142,1,rne
-17.56507158279419,0.8631183099419883,141,1,rne
-20.09107255935669,0.9872417832524008,79,1,rne
-20.350711345672607,1.0,51,1,rne
-15.385524272918701,0.7506363154689792,21,2,rnpA
-18.56798219680786,0.9059035944870921,22,2,rnpA
-14.607189178466797,0.7126625306868801,75,2,rnpA
-16.291332721710205,0.7948293312193967,93,2,rnpA
-20.496642589569092,1.0,332,2,rnpA
-5.219034671783447,0.2546287592700405,344,2,rnpA
-16.157115936279297,0.7882810985103377,358,2,rnpA
-20.154172897338867,0.9182398389389996,16,2,rplA
-19.478634357452393,0.887461776092057,35,2,rplA
-6.281634211540222,0.286196154814173,55,2,rplA
-21.948702335357666,1.0,198,2,rplA
-18.45100450515747,0.9010279169767926,86,5,rplB
-20.47772789001465,1.0,64,5,rplB
-19.860909938812256,0.9698785942212288,32,5,rplB
-20.21672248840332,0.9872541815667646,23,5,rplB
-16.216390132904053,0.9337207793856919,68,2,rplC
-17.367494106292725,1.0,67,2,rplC
-9.878433465957642,0.5687886465082151,37,2,rplC
-17.36085605621338,0.9996177888393847,36,2,rplC
-19.188841819763184,0.8029702817583005,184,3,rplD
-3.4833794236183167,0.14576440743667488,176,3,rplD
-23.897325038909912,1.0,88,3,rplD
-21.804133415222168,0.9124089570577634,45,3,rplD
-23.229961395263672,1.0,194,3,rplE
-18.709185123443604,0.8053902804702119,169,3,rplE
-12.247029304504395,0.5272083365149899,105,3,rplE
-16.429413318634033,0.7072509953453391,86,3,rplE
-6.531375527381897,0.37166800461990707,147,6,rplF
