Cutoff,Recall,Specificity,Precision
0.0,0.5066225165562914,0.5470696815874481,0.09763880025526483
-0.01,0.5066225165562914,0.5576834333179511,0.09973924380704041
-0.02,0.5066225165562914,0.5680664513151823,0.10112359550561797
-0.029999999999999999,0.5099337748344371,0.5759113982464237,0.10301003344481606
-0.040000000000000001,0.5099337748344371,0.5823719427780342,0.1043360433604336
-0.050000000000000003,0.5066225165562914,0.5925242270419936,0.10551724137931034
-0.059999999999999998,0.5066225165562914,0.6017535763728658,0.10736842105263159
-0.070000000000000007,0.5099337748344371,0.6125980618366406,0.11047345767575323
-0.080000000000000002,0.5099337748344371,0.6206737425011537,0.11216314639475601
-0.089999999999999997,0.5066225165562914,0.6278264882325796,0.11299852289512555
-0.10000000000000001,0.5099337748344371,0.637978772496539,0.11605124340617935
-0.11,0.5099337748344371,0.6444393170281495,0.11773700305810397
-0.12,0.5099337748344371,0.6529764651592063,0.11993769470404984
-0.13,0.5099337748344371,0.6596677434240886,0.12145110410094637
-0.14000000000000001,0.5066225165562914,0.6661282879556991,0.12289156626506025
-0.14999999999999999,0.5066225165562914,0.6718966312874942,0.12489795918367347
-0.16,0.5066225165562914,0.6788186432856483,0.12718204488778054
-0.17000000000000001,0.5066225165562914,0.6859713890170743,0.1297709923664122
-0.17999999999999999,0.5066225165562914,0.6924319335486848,0.13189655172413794
-0.19,0.5066225165562914,0.6977388094139363,0.13362445414847163
-0.20000000000000001,0.5066225165562914,0.7041993539455469,0.13624220837043632
-0.20999999999999999,0.5066225165562914,0.709967697277342,0.13858695652173914
-0.22,0.5033112582781457,0.7173511767420396,0.14061054579093432
-0.23000000000000001,0.5099337748344371,0.7242731887401939,0.14514608859566447
-0.23999999999999999,0.5066225165562914,0.7307337332718044,0.14711538461538462
-0.25,0.5033112582781457,0.7376557452699585,0.14990138067061143
-0.26000000000000001,0.5033112582781457,0.7443470235348408,0.15338042381432895
-0.27000000000000002,0.5,0.7485002307337333,0.15439672801635992
-0.28000000000000003,0.5,0.7528841716658976,0.1566390041493776
-0.28999999999999998,0.5,0.7581910475311491,0.16012725344644752
-0.29999999999999999,0.5,0.7628057221965852,0.16167023554603854
-0.31,0.5,0.767651130595293,0.16430903155603918
-0.32000000000000001,0.5,0.7720350715274573,0.16666666666666666
-0.33000000000000002,0.5,0.7761882787263498,0.16947250280583614
-0.34000000000000002,0.4966887417218543,0.7791878172588832,0.17103762827822122
-0.35000000000000003,0.4966887417218543,0.7835717581910475,0.1744186046511628
-0.35999999999999999,0.4966887417218543,0.78772496538994,0.17647058823529413
-0.37,0.4966887417218543,0.7909552376557453,0.17899761336515513
-0.38,0.4966887417218543,0.7944162436548223,0.18159806295399517
-0.39000000000000001,0.4966887417218543,0.796031379787725,0.18292682926829268
-0.40000000000000002,0.4966887417218543,0.7988001845869867,0.18518518518518517
-0.41000000000000003,0.4966887417218543,0.8011075219197047,0.1875
-0.41999999999999998,0.4966887417218543,0.8031841255191509,0.18963337547408343
-0.42999999999999999,0.4966887417218543,0.8061836640516844,0.1913265306122449
-0.44,0.5,0.8096446700507615,0.1961038961038961
-0.45000000000000001,0.4966887417218543,0.812413474850023,0.1976284584980237
-0.46000000000000002,0.4966887417218543,0.8147208121827412,0.19946808510638298
-0.47000000000000003,0.4966887417218543,0.8177203507152746,0.2029769959404601
-0.47999999999999998,0.4966887417218543,0.820719889247808,0.205761316872428
-0.48999999999999999,0.4966887417218543,0.8237194277803415,0.20920502092050208
-0.5,0.4966887417218543,0.8248730964467005,0.21067415730337077
-0.51000000000000001,0.4966887417218543,0.8264882325796031,0.21246458923512748
-0.52000000000000002,0.4966887417218543,0.8290263036455929,0.21551724137931033
-0.53000000000000003,0.4966887417218543,0.8315643747115828,0.21897810218978103
-0.54000000000000004,0.5,0.8334102445777573,0.22205882352941175
-0.55000000000000004,0.5,0.8354868481772035,0.22403560830860533
-0.56000000000000005,0.4966887417218543,0.8368712505768343,0.22488755622188905
-0.57000000000000006,0.49337748344370863,0.8387171204430087,0.22507552870090636
-0.57999999999999996,0.49337748344370863,0.839640055376096,0.22644376899696048
-0.58999999999999997,0.49337748344370863,0.840793724042455,0.22817764165390506
-0.59999999999999998,0.49337748344370863,0.843101061375173,0.2310077519379845
-0.60999999999999999,0.49337748344370863,0.8440239963082603,0.23244929797191888
-0.62,0.49337748344370863,0.8449469312413475,0.2335423197492163
-0.63,0.49337748344370863,0.8463313336409783,0.23575949367088608
-0.64000000000000001,0.4900662251655629,0.8481772035071528,0.2364217252396166
-0.65000000000000002,0.4900662251655629,0.8488694047069681,0.23717948717948717
-0.66000000000000003,0.4900662251655629,0.8507152745731426,0.23987034035656402
-0.67000000000000004,0.4900662251655629,0.8518689432395016,0.24065040650406505
-0.68000000000000005,0.49337748344370863,0.8530226119058606,0.2434640522875817
-0.69000000000000006,0.49337748344370863,0.8537148131056761,0.24466338259441708
-0.70000000000000007,0.49337748344370863,0.8555606829718505,0.24750830564784054
-0.70999999999999996,0.49337748344370863,0.8564836179049377,0.24874791318864775
-0.71999999999999997,0.49337748344370863,0.8574065528380249,0.25
-0.72999999999999998,0.49337748344370863,0.8585602215043839,0.25126475548060706
-0.73999999999999999,0.49337748344370863,0.8599446239040147,0.2534013605442177
-0.75,0.49337748344370863,0.860867558837102,0.2551369863013699
-0.76000000000000001,0.49337748344370863,0.8617904937701892,0.25645438898450945
-0.77000000000000002,0.49337748344370863,0.8617904937701892,0.25645438898450945
-0.78000000000000003,0.49337748344370863,0.8624826949700046,0.2577854671280277
