Cutoff,Recall,Specificity,Precision
0.0,0.41721854304635764,0.5101522842639594,0.07640994542146756
-0.01,0.40397350993377484,0.5242270419935394,0.07615480649188515
-0.02,0.39403973509933776,0.5376095985233041,0.07603833865814696
-0.029999999999999999,0.3841059602649007,0.5509921550530688,0.07576747224036577
-0.040000000000000001,0.37748344370860926,0.5629903091832026,0.07605070046697798
-0.050000000000000003,0.37748344370860926,0.5756806645131518,0.0773405698778833
-0.059999999999999998,0.37748344370860926,0.5856022150438394,0.07856650585802895
-0.070000000000000007,0.3708609271523179,0.5978311029072451,0.07904022582921666
-0.080000000000000002,0.3741721854304636,0.6112136594370097,0.08129496402877698
-0.089999999999999997,0.37748344370860926,0.6229810798338717,0.08357771260997067
-0.10000000000000001,0.37748344370860926,0.6335948315643747,0.08545727136431784
-0.11,0.37748344370860926,0.6446700507614214,0.08728943338437979
-0.12,0.3841059602649007,0.6550530687586525,0.0908379013312451
-0.13,0.38079470198675497,0.6635902168897093,0.09163346613545817
-0.14000000000000001,0.37748344370860926,0.6728195662205815,0.0929853181076672
-0.14999999999999999,0.38079470198675497,0.6825103830179973,0.0960735171261487
-0.16,0.37748344370860926,0.6915089986155976,0.09785407725321889
-0.17000000000000001,0.3741721854304636,0.7014305491462852,0.0997352162400706
-0.17999999999999999,0.3741721854304636,0.7083525611444393,0.1018018018018018
-0.19,0.3675496688741722,0.7173511767420396,0.1026827012025902
-0.20000000000000001,0.3543046357615894,0.7254268574065529,0.10171102661596958
-0.20999999999999999,0.3509933774834437,0.7344254730041532,0.10381978452497552
-0.22,0.3576158940397351,0.7434240886017536,0.10909090909090909
-0.23000000000000001,0.3576158940397351,0.7508075680664513,0.11214953271028037
-0.23999999999999999,0.3576158940397351,0.7588832487309645,0.11452810180275716
-0.25,0.3543046357615894,0.7641901245962159,0.11580086580086581
-0.26000000000000001,0.3509933774834437,0.7685740655283803,0.11686879823594266
-0.27000000000000002,0.3443708609271523,0.7727272727272727,0.11672278338945005
-0.28000000000000003,0.3443708609271523,0.7780341485925242,0.11845102505694761
-0.28999999999999998,0.3443708609271523,0.7828795569912321,0.12093023255813953
-0.29999999999999999,0.347682119205298,0.7902630364559299,0.12620192307692307
-0.31,0.34105960264900664,0.7962621135209967,0.1273176761433869
-0.32000000000000001,0.34105960264900664,0.8020304568527918,0.13071065989847716
-0.33000000000000002,0.33774834437086093,0.8059529303184125,0.13195342820181113
-0.34000000000000002,0.34105960264900664,0.8103368712505769,0.13570487483530963
-0.35000000000000003,0.34105960264900664,0.8128749423165667,0.1375166889185581
-0.35999999999999999,0.34105960264900664,0.81841255191509,0.14148351648351648
-0.37,0.34105960264900664,0.821873557914167,0.14405594405594405
-0.38,0.33112582781456956,0.8274111675126904,0.1443001443001443
-0.39000000000000001,0.33112582781456956,0.8322565759113982,0.1488095238095238
-0.40000000000000002,0.3344370860927152,0.8373327180433779,0.15419847328244274
-0.41000000000000003,0.32781456953642385,0.840793724042455,0.1544461778471139
-0.41999999999999998,0.32450331125827814,0.8435625288417167,0.15605095541401273
-0.42999999999999999,0.3211920529801324,0.8456391324411628,0.15569823434991975
-0.44,0.3211920529801324,0.84910013844024,0.15849673202614378
-0.45000000000000001,0.31456953642384106,0.8507152745731426,0.15728476821192053
-0.46000000000000002,0.31125827814569534,0.8532533456391325,0.15824915824915825
-0.47000000000000003,0.31125827814569534,0.8557914167051223,0.16095890410958905
-0.47999999999999998,0.31125827814569534,0.8599446239040147,0.16520210896309315
-0.48999999999999999,0.3079470198675497,0.8622519612367328,0.16666666666666666
-0.5,0.3079470198675497,0.8634056299030919,0.16756756756756758
-0.51000000000000001,0.3079470198675497,0.8654822335025381,0.16970802919708028
-0.52000000000000002,0.304635761589404,0.8670973696354407,0.17005545286506468
-0.53000000000000003,0.304635761589404,0.870327641901246,0.174573055028463
-0.54000000000000004,0.304635761589404,0.8724042455006922,0.17692307692307693
-0.55000000000000004,0.304635761589404,0.8744808491001385,0.17898832684824903
-0.56000000000000005,0.2980132450331126,0.8760959852330411,0.17751479289940827
-0.57000000000000006,0.2947019867549669,0.8790955237655745,0.18016194331983806
-0.57999999999999996,0.2947019867549669,0.8795569912321182,0.18052738336713997
-0.58999999999999997,0.2913907284768212,0.8814028610982926,0.18106995884773663
-0.59999999999999998,0.2913907284768212,0.8830179972311952,0.18295218295218296
-0.60999999999999999,0.2913907284768212,0.8850946008306414,0.18604651162790697
-0.62,0.2947019867549669,0.8874019381633594,0.19098712446351931
-0.63,0.2913907284768212,0.8897092754960775,0.19213973799126638
-0.64000000000000001,0.2913907284768212,0.8920166128287955,0.1951219512195122
-0.65000000000000002,0.2913907284768212,0.8931702814951545,0.19642857142857142
-0.66000000000000003,0.28807947019867547,0.8945546838947854,0.19594594594594594
-0.67000000000000004,0.28807947019867547,0.8961698200276881,0.19817767653758542
-0.68000000000000005,0.28807947019867547,0.8975542224273189,0.20046082949308755
-0.69000000000000006,0.2847682119205298,0.8996308260267651,0.2028301886792453
-0.70000000000000007,0.2814569536423841,0.9003230272265805,0.20238095238095238
-0.70999999999999996,0.2814569536423841,0.9012459621596678,0.20432692307692307
-0.71999999999999997,0.271523178807947,0.9028610982925703,0.20048899755501223
-0.72999999999999998,0.271523178807947,0.903322565759114,0.20147420147420148
-0.73999999999999999,0.271523178807947,0.904476234425473,0.20398009950248755
-0.75,0.2682119205298013,0.9058606368251039,0.20454545454545456
-0.76000000000000001,0.2682119205298013,0.9065528380249193,0.20610687022900764
-0.77000000000000002,0.26490066225165565,0.9070143054914629,0.20512820512820512
