Gene name,# sgRNA,Mean LR,Median LR
ushA,3,-0.178249733590336,-0.169508172152817
uvrA,4,0.039070795427737164,0.11353994863118284
uvrB,4,-0.2014683507565975,0.03382953065297155
uvrC,4,0.19758787115951015,0.1385535919729876
uvrD,4,1.056771724388579,0.10773682124219575
uxaB,4,0.039083510235717975,0.044005752480917856
uxuA,4,0.051303112787640354,0.0324794306647532
valS,4,-5.356860115910982,-5.643201725457395
vsr,4,0.2568470900830767,0.19154890763528898
xerC,4,-0.12057786256612876,-0.106954317389504
dsbC,4,0.08808191696375767,0.13546906846422435
xerD,2,0.0892719547031901,0.0892719547031901
xseA,4,0.04558250254698576,-0.009154501278736002
xthA,4,0.04086557316907132,0.056808965220171495
xylA,4,-0.6555749861264442,-0.24200167244098525
xylB,4,0.0207674019276141,0.0551553929387042
xylE,4,-0.9963644186992449,-0.12551213803343705
nhaR,4,-0.008055418333662946,-0.014355147797201399
ribF,3,-2.8406699004715676,-3.50173929006189
fkpB,4,-2.8093985253590175,-2.9856739444691103
ispH,4,-0.9306082406421661,-0.6120075189752732
rihC,4,0.02677560969372752,0.133202089644651
hepA,4,-0.0032728097256309735,-0.03182384999247995
mraZ,4,-7.237828053622917,-7.19317317721172
rsmH,4,-4.698011241961513,-4.95856520209753
ftsL,4,-4.5725748419592405,-4.7172818444768
secM,4,-1.7114630441314849,-1.53250547775998
pdhR,4,-2.8166233964240472,-2.699166841240425
yacC,4,-0.04078932822743174,-0.0591876161228315
mtn,4,-1.1834537081761476,-1.0470888104580276
frsA,4,-0.1311156112361656,-0.07612635211113025
crl,4,-1.1768677887305672,-0.14506683682069524
yaiA,4,0.08137532462083812,0.18779486846494525
sbcD,4,0.21601855169862927,0.33147078401842
acpH,5,0.0751674993982142,-0.050105301161066
yajC,4,-0.2561379141482806,-0.306035156301472
yajD,4,0.014183852169687827,-0.08957575632078985
xseB,4,-2.8176289436066826,-2.8024949790964353
ybaA,4,0.0769139268238955,-0.023166692551451498
ybaB,4,-0.2160542982902011,-0.21996206289815
aes,4,0.1918214532042964,0.20405301028795944
gsk,4,0.037501298615864154,0.0445353676990368
fimZ,4,-0.266971242162023,-0.1566046445380555
entS,4,0.04646284869973755,0.05939965916290615
entH,4,0.2603163621325925,0.292979883923973
ybgA,4,-0.1468635478980275,-0.016123218200849
mngR,4,0.18488999616595259,0.1933947539167274
ybgC,4,-0.09747614534822331,-0.1090491009528187
cspD,3,-0.12122099510916523,-0.198920325396533
aat,4,0.08300376438643826,0.2731827290934725
yccA,4,-0.8505894094592684,-0.2971505391888117
yceA,4,0.10027701975724738,0.14676476427448526
yceB,4,0.21484247125204703,0.244769053735439
rluC,4,-1.1699957949066075,-1.064357963008663
yceD,4,-2.411248628930733,-2.35482774448841
tfaE,4,-0.2497481710840205,-0.30405273981410197
yciA,4,0.20927536182243223,0.2732143964865735
yciB,3,0.16618694424252967,0.126449128510434
yciC,4,0.12326302819983617,0.15541592400079035
ompW,2,0.1649595395296505,0.1649595395296505
yciE,4,-0.24717239759289533,-0.0605185077900647
yciF,4,-0.35816799603759614,-0.3283526259654075
yciG,4,-0.037627668271368875,-0.02473255596535875
yciH,4,0.15232288675585043,0.17346554160753286
rem,2,-2.373267390442082,-2.373267390442082
hokD,4,-0.21531697770169736,-0.12311578120640423
relE,4,0.2076820414866562,0.2409224401586025
ppsR,4,0.25554029261123645,0.31094965937263136
nlpC,4,-0.04716150180422047,-0.14451971167448094
ydjA,4,0.06108517863413518,0.10470227670678385
pncA,4,0.1098641623101086,0.128914605246263
yebB,4,-0.08011367237339519,0.023239432551789133
yebC,4,-0.2643378585686409,-0.1120117322021793
nudB,4,-0.2667184395833144,-0.289373728195493
yecA,4,0.08922646262857557,0.04674705010670295
uvrY,4,-0.03153516816613054,0.058021220755369904
yedA,4,0.1370240780964485,0.12914050562188756
yfaA,4,-0.28778135940837823,0.183628945723024
ubiG,4,-2.3978211878529927,-2.39398292729405
yfcA,4,0.14396345721402248,0.15461719925030984
yfeA,4,-0.10612115333501569,-0.13374675233353084
xapR,4,-0.18073120011747612,-0.18025417969745025
yffB,4,-0.7728835804384625,-0.07115846330404355
gcvR,4,-0.669227961254342,-0.6535260822486031
hyfA,4,0.2811591016019245,0.3005274540660815
raiA,4,0.0069267243679270035,-0.0031451505490595055
yfiB,4,-0.4160854484797918,-0.3822804963043865
rimM,4,-2.253318933055703,-1.599561886033515
ppdC,4,0.011223513433866884,-0.03638934813602574
ygdB,4,-0.048232443331323635,-0.041089735750592785
ppdB,3,-0.7336771106136434,0.172809514807928
ygeA,3,0.290603168356168,0.33246317598351
fau,4,0.25128838891670907,0.2521943863879545
argO,4,0.16943980239463735,0.14779719872721164
mscS,2,0.11717634285745049,0.11717634285745049
yggC,4,-0.10486688162016602,-0.11641861028669204
yggD,4,0.14255300072449645,0.1259578623297559
ygiA,4,-0.09755316547312046,0.027198410824159584
ygiB,4,0.06126235954814774,0.08780791815690796
ygiC,4,0.10411338784569596,0.0865796053297239
ygiD,4,-0.6495166036129403,0.176491532531146
zupT,4,-0.17588851313496343,-0.036740339794323354
ttdA,4,0.1518527370089475,0.11798673469664189
ttdB,4,-0.0852301463419257,-0.07396224972718685
tsaD,4,-2.52582265429591,-2.704972452548295
tdcD,4,0.07093088678834833,0.08093867149874515
yhaB,4,-0.00339370598946126,-0.0228407091338335
yhaC,4,-0.4219597422927065,-0.3458099348741905
garK,4,0.21858446191993802,0.2529956606298145
garR,4,0.5206875081083737,0.482903005056544
truB,4,-0.19300518124767313,-0.0534741129879023
rbfA,4,-4.11294452897821,-4.110438496471865
rimP,4,-5.599678726921212,-5.38967320760907
mscL,2,0.427597323888947,0.427597323888947
bfd,4,0.3119484195104883,0.31804273742267153
yhfA,2,0.15186003359937977,0.15186003359937977
damX,4,-0.36097826966379376,-0.37821393243962953
yhhA,4,-0.5098900443632135,-0.38044685903054903
yiaA,3,0.04124429108372766,0.182225491461585
htrL,4,0.021511121332440097,0.04129660525973369
waaC,4,-1.270747399521644,-1.241124551333004
coaD,4,-1.431228875607076,-1.5182046374250948
slmA,4,0.014108884375221255,0.0832727367076565
yicC,4,0.09170228305375776,0.2327029528948
dinD,3,0.1402847779440858,0.216502092501868
xanP,4,-0.08293322095594671,-0.1073224520390973
yidA,4,-0.0351210039312072,0.03661222334127409
yidB,2,0.10949209329945951,0.10949209329945951
yidC,4,-3.521325895567815,-3.5322047371555403
glmU,4,-1.6134696868526874,-1.6094167837687001
mioC,4,-0.37729539858910704,-0.1162953561393465
yigA,4,0.10149213688774325,0.158208066025335
yigB,4,-1.93250258256719,-1.2389124854670759
yihA,4,-2.0553943309085305,-1.9668647344570451
murI,4,-2.3948775899953993,-1.8926275243415236
murB,4,-6.12087617591732,-5.538923523873089
yjaA,4,-0.16730181492378002,-0.263264883778472
yjaB,4,0.010821355411603277,0.0367216403133458
arpA,4,0.018255993120466246,0.08947392807631149
psiE,4,0.3477909319306249,0.333557858480298
yjdA,4,-0.07376690046043025,-0.10651174175633299
epmA,4,-0.24197670772670266,-0.14624234624852758
nsrR,4,-0.8342645526489338,-0.2974420215590025
yzfA,4,-0.2713291286834965,-0.41422473843899354
yjjA,4,-1.3798141298524078,-0.037824253532068156
yjjB,4,-0.2176951248979399,-0.1659954866311193
creA,4,-0.744709761774415,-0.4882031383011479
creB,2,-0.0151707190482561,-0.0151707190482561
ydcA,4,0.35972964058137824,0.526354079272628
zwf,4,-0.9575438553286455,-0.8026468423691364
alkA,4,0.028592059476327328,0.10344080203269365
argH,4,0.15378841225050816,0.10980157956680035
fliO,4,-0.09085242110256103,0.005092447905959495
dcuA,4,-0.9674910694338011,-0.4270262848505315
leuA,4,0.09277830120120224,0.2594192116911595
fdnG,4,-0.08196365200014055,-0.07163346772141525
fdnH,4,0.03500608403790208,0.04989337361472815
fdnI,4,0.1123738614168264,0.11720057571681328
melR,4,-0.07630854964559658,-0.0765639938857357
rpmI,3,-3.388962472979616,-3.01334917930975
rpmJ,3,-4.871305411632506,-4.16558479141277
rstB,4,-0.157167405093327,-0.011510214992410048
ydiB,4,0.17429244709018377,0.12209315598115256
rhlE,4,0.16005569442578488,0.18638548745846026
yahA,2,-0.21149447136584856,-0.21149447136584856
chiA,4,0.116689541439719,0.2386982765599355
ybhB,4,-0.013025533225866928,0.02766443602141215
ybhA,4,-0.12934231214240574,0.14957413402835898
ycaC,4,-0.013975883432102584,-0.0016209201688951493
ycaD,4,-0.2264205267826539,-0.17270760794851547
yggE,4,-0.1949929693744072,-0.14763982499171185
yggF,4,0.24823569431335452,0.2510209865679205
uspE,4,0.1380735989289702,0.1902154346602215
rlmD,4,-0.07144879468235125,0.161901080753184
mazF,4,0.10066639341423972,0.0920677943119345
chpS,3,-0.247212731955016,-0.278406386483005
ychA,4,-0.006928493422542575,-0.03737367584751765
mukE,4,-1.1298871204418919,-1.21035304694841
ycbB,4,0.12444388045865652,0.01014151178979255
rlmH,4,-1.0911222071919175,-1.237651633582956
rsfS,4,-1.9190608482855356,-2.1605374379650852
iraP,4,-0.5262050560477058,-0.08236155171007925
adrA,4,-0.44631551618679427,-0.320641273072168
focA,4,-0.058409781740449994,-0.011044451567215993
rnr,4,-0.724508210476326,-0.8148988932566634
yifB,4,0.3264778514046505,0.28337998299709355
nfsA,4,0.12953518017633814,0.1567790075634765
tsgA,4,0.1304234712402771,0.1425123804865015
gspB,4,0.0897197432828869,0.19037042285552627
cmk,4,-1.1208380599800047,-1.0198710845055126
waaH,4,-1.104022913421461,-0.43039604619417615
yiaB,3,-0.12648747087935633,-0.259945862423673
fmt,4,-0.6491534012923152,-0.3291479759060445
ilvL,4,-0.019967951070526277,0.07447791188496646
pheL,1,-0.0657704578107519,-0.0657704578107519
pheM,2,-3.374215539483985,-3.374215539483985
fruL,1,0.0709547876318529,0.0709547876318529
ivbL,4,0.14580290859315048,0.09602619730929095
thrL,4,-0.33400413061942247,-0.3081516094497635
pyrL,4,0.05804933031627046,0.0794802558280009
mutL,4,-0.11642865811083501,-0.09967348506086754
hyfB,4,0.17273245550093436,0.1891613278928285
phnE_1,4,-0.16570148471877072,-0.023882049007361947
fabZ,4,-2.91199349362268,-2.6163124689140798
glrR,4,0.12980216577791465,0.05912333030373555
argE,4,0.19562407879006882,0.2192809798335365
ygbA,4,0.17194427043437494,0.17318414848981914
mak,4,-0.0988140878342415,-0.01583436733417501
preA,4,-0.06725159752754588,-0.08950912764343874
yeiB,4,-0.17084361158078656,-0.171281295015477
loiP,4,-0.1329262196747547,-0.09988337174560419
yghA,4,-0.2938812754943483,-0.3450663566589235
lolB,4,-4.02472385669923,-4.530671839211395
ispE,4,-1.9174837416049753,-1.709691140081845
wzzE,4,0.04530720911014126,0.058632860691664006
radA,4,-0.14625676725722628,-0.1035946679464921
dsbA,4,0.15273563837150017,0.117994447141725
yhdE,3,-0.1251263279223037,-0.142361265985081
rng,2,0.2440149931038415,0.2440149931038415
ydfA,3,0.07163165781258822,0.037608426248854
ydfB,3,0.06627795678988807,0.0664415462390137
rzpQ,3,-0.5565576255043619,-0.484140855206607
ydfD,4,-0.02482437032522316,-0.0700790663539128
ydfE,4,-0.38156295202318247,-0.38227066191890546
tatE,3,-0.05130642348865302,0.074369498737924
lipA,4,-2.044655190552465,-1.2803867284186194
ydbC,4,0.12693234006616955,0.11098885540831144
ydbD,4,-0.11247382603301104,-0.06650088135456746
dusB,4,-0.21311042658902302,-0.21491020184368803
yicR,4,0.06440705135405161,-0.0022659772524134987
rhaT,4,0.2038627520066015,0.16513945017151
purB,3,-0.43551757140597297,-0.239202854257958
yhdH,4,0.4157288156778167,0.40154234102768804
malS,4,0.09286621791931463,0.08054218124525105
fabD,4,-4.609912100034572,-4.68266864687936
fabG,4,-3.7282305070622868,-3.965431261085615
galU,4,-0.11046722780425487,-0.10074880782016477
nrdR,4,-1.351030331802006,-1.301086891397188
ribD,4,-1.1152263823552224,-0.784953479219866
ribE,4,-4.583640350018875,-4.56368041753293
ygfB,6,-0.8306099928077694,-1.043530783210438
ubiH,4,-1.5085717732485626,-1.5993667997769099
acnA,4,-0.03933205438450715,0.0005681152350629089
codA,4,0.12399322716641376,0.228224538266258
codB,4,0.009060016328270727,0.049686880846222956
fdx,4,-0.8178559644218275,-0.72971984398178
gabD,4,0.014110233297683988,0.013070707717766451
gabP,4,0.05611138029105579,0.059118254049048496
ribA,4,-2.9128337583653274,-3.086801851015175
upp,4,-0.2330375462115845,-0.217558899857028
ubiI,4,0.11906679541020752,0.03019778981275005
ligB,2,-0.068087903400016,-0.068087903400016
nadR,4,-0.09092476061542498,-0.22434064746447352
endA,4,0.06107188123240325,0.0279155755135055
lysP,4,-0.19177865982280207,-0.1932644763236519
msyB,4,0.06573288775050506,0.054758360533634004
waaG,4,-0.2198833614242293,-0.25116939782490655
waaP,2,-0.25244086384480036,-0.25244086384480036
waaQ,2,-0.331298031048868,-0.331298031048868
ychE,4,-0.348696310827026,-0.416889253329206
mdtG,4,-1.5961408731990658,-0.7962681592249535
mnmA,4,-0.8387171899956627,-0.8955363637522825
hflD,4,-0.6411184873977133,-0.8199189261781565
fliE,4,0.15925830965575583,0.17196333888294202
fliF,4,-0.18776600302210678,-0.2590909321778185
waaS,1,0.193381591561605,0.193381591561605
waaB,2,-0.783460005455118,-0.783460005455118
waaI,1,-0.0821178785277131,-0.0821178785277131
waaJ,3,-0.09828419977185276,0.0463756170150227
emrA,4,0.022482211333918575,0.054191398419396644
fliA,4,0.15318599083462675,0.2329902275366465
fliZ,4,-1.424066027710922,0.005309571047059508
dinG,4,0.07098162099317136,0.055069082249518994
murA,4,-6.120934508803208,-5.972697919835285
gspO,4,-0.06168738661493476,-0.0931293087501865
bax,4,-0.2168019476016921,-0.17052709680634975
asmA,4,-0.43974223569157067,-0.23478219926963015
gluQ,4,-0.1613185141577445,-0.043656142289891495
amiB,4,0.046301152890745864,0.06174564016429255
bglH,4,-0.21971276717029575,-0.21365466753818851
rob,3,0.0464973531989081,0.074793915405143
barA,4,0.021379770504706422,0.05826574557941385
menB,4,0.013261542113183242,0.028872609035644495
ubiC,4,-0.3844986356798605,-0.3190610299145345
ubiA,4,-0.1369584157837619,0.032130184533176245
pgpC,4,-0.22250411017701002,-0.03890724214577
tadA,4,-0.2010163902855893,-0.1122631152352746
mltF,4,0.2829038233284335,0.2579936624097135
folK,4,-0.5532953112837313,-0.5893114387154066
folE,4,-1.6138798777776897,-1.8262334931843651
ftsP,4,0.12917657825616136,0.04560359760611625
plsC,4,-4.405596454653027,-4.29806692326599
sufA,4,0.015535050681991576,0.06834767633958415
appB,4,-0.07207401722872,-0.056849571960594
appC,4,-0.04394385914052784,0.17375417750858138
glgS,4,0.099787172715337,0.19415065997862851
elbB,2,0.11098244177950164,0.11098244177950164
ahpC,4,-0.040847445088153966,-0.666271352467533
ahpF,4,-0.22004455258490685,-0.1757719276426625
yjiV,4,0.13132826816041074,0.196303094003415
amyA,4,0.34741379171029296,0.19061821421644398
fliS,4,-0.037772603384638795,-0.0026899677298108
fliT,4,-0.018154215824336406,-0.0430709324445063
uspA,4,-0.3944655744595486,-0.163956913866467
osmY,4,0.05809969134736853,0.02993505161452305
nhaB,4,0.08872312101995072,0.10062668266250216
dsbB,3,-0.043957599677077,-0.068723370801981
fabR,4,0.061122986179593455,0.04936539683465591
yijD,4,0.10650055458804701,0.07844873900125905
ubiD,4,-0.6662045805868703,-0.694431559064573
hdeA,4,0.00015494629700035095,0.0530138635455442
hdeB,4,0.18810392355550548,0.207680405672849
yhiD,1,-0.622171106076097,-0.622171106076097
psiF,4,-0.0889191844976397,-0.1551107878815669
treC,4,-0.11316645261520165,-0.13934158468688881
ppx,4,-0.1336485268641525,-0.061493247553184985
ychF,4,-0.42591864989512407,-0.497675575277495
cydD,4,-0.06822120544734762,0.027017778390084252
ribC,4,-1.6187199480885597,-1.4192766903424971
dadA,4,0.22823849347974423,0.22176765699637999
dadX,4,0.015569936179296768,-0.023144595241321453
lpxK,4,-4.27897553154102,-3.376777892722325
yjgA,4,-0.15200250010018462,-0.1284128168795755
glnD,4,-1.4949307614239893,-0.679916572488455
holA,4,-5.3376671499680075,-4.9208008351879755
holC,8,-0.8129604049535615,-0.566221660299109
holD,4,-1.4820194994645397,-1.861729120693875
dps,3,-0.3132576302707768,-0.0258825144342554
nrdD,2,0.18021935740473144,0.18021935740473144
dcd,4,-1.511578293286774,-0.802461277056481
bcr,4,0.04436191749190126,0.030645498919623364
cynR,4,0.08893687956095736,0.11965257296275392
inaA,2,0.3508582316814045,0.3508582316814045
waaU,1,0.0,0.0
waaL,2,-1.3489254113151898,-1.3489254113151898
waaY,2,0.16399868470364357,0.16399868470364357
waaZ,1,0.0801803804644804,0.0801803804644804
tktA,4,-2.244539777464597,-1.90361748099131
sthA,4,-0.132536994540627,-0.02139967904051149
yjaZ,3,-1.156884932675952,-0.818943205567931
ycfD,4,-0.07177215924543423,-0.07740937116244899
yfeC,4,0.2305528920596835,0.3021357443294665
yfeD,4,0.3220973218997594,0.2569819589173175
msrA,4,0.03285233056025925,-0.024668262158365005
marA,4,-0.04646352626890784,0.05819664448654185
marR,4,-0.16169844626194202,-0.16061811674284604
ahr,4,0.15664002350728398,0.2186469368068425
plsX,4,0.09395367948123666,0.06292687951206777
yceF,4,0.0015677791265385002,-0.022830899328861252
emrB,4,0.03905184512364902,0.07840880225918405
def,4,-2.3961308916239945,-1.704242806333955
prlC,4,-0.050611395545981035,-0.03225605628613655
gcvT,4,0.16272723033685604,0.19050622145615198
rpiA,4,-0.11802523134980454,-0.08108522010376765
scpA,4,-0.022432902588874204,-0.012613152852054853
argK,4,0.0958321209642882,0.0781748448084004
csrA,3,-3.4552070769492667,-3.06023226502353
acs,4,0.011852566907668585,-0.01594046150754578
hdfR,4,0.1071711541334016,0.2092921279192862
yifE,2,-0.23103509123615001,-0.23103509123615001
rffE,4,0.08482904113968219,0.084893366812423
rffD,4,-0.11460970962515801,-0.0848175075166695
rffG,4,0.23672154725108374,0.2397216146634025
rffH,4,0.15824308782829724,0.16050820705948848
rffC,4,-0.8779784301876272,-0.1423284491533259
rffA,4,0.1009894212638347,0.0885828264229514
wzyE,4,-2.4513912661723554,-2.5953284019436547
rffM,4,0.11718693388407866,0.162201088216753
yifK,4,-0.27295599830028283,-0.1370787832650085
narQ,4,-0.15549980890928,-0.14665170178563655
yigE,6,0.04622801899807486,0.0107281533737685
corA,4,-0.2840405174867878,-0.2671345839656265
yigF,2,0.5941579117174121,0.5941579117174121
yigG,4,0.12828734914238898,-0.0801145298316275
rarD,4,-0.1535139559307035,-0.15750959151399052
yigI,4,-0.01441302874631182,-0.06168235576617015
rhtC,4,0.06226367737782393,0.049076081322415345
rhtB,4,0.07867717505713215,0.030446775038997898
yigL,4,0.05831346924906372,-0.038512702972996
yigM,4,0.11831797955829891,0.12008900225062065
rmuC,2,0.15997875984599122,0.15997875984599122
ubiE,4,-2.9967805439177395,-2.928668020914475
yigP,4,-2.3377714202623676,-2.424921940858675
ubiB,4,-2.3624757372807976,-2.7132299091758547
tatC,4,-0.04951800106812935,-0.0784491498627147
tatD,4,0.08352609006785876,0.13058246496925355
yigZ,4,0.15356233448699552,0.2481978196446645
hemG,4,0.246561881681819,0.29501087955634053
wzxE,4,-0.5853687658565764,0.035467479815471006
pdxH,4,-0.13236956208063352,-0.1445575537375681
mliC,4,-0.3059950370300346,-0.06796877212712099
csgA,4,0.1110848988191267,0.1111564456187244
gadB,2,0.0617839229373789,0.0617839229373789
dinF,4,0.024236792493364172,0.06563273825028375
qor,4,-0.0607142201450538,-0.0931603063057641
pabC,4,-0.08581669371948045,-0.0116230614767324
yceG,4,0.030085329687767056,0.0175397698129994
hdeD,1,-0.510000553496053,-0.510000553496053
prfH,2,0.25135814341992924,0.25135814341992924
prmA,4,-0.06128670687722751,-0.07195385779383005
yhdJ,4,0.012834731865106174,0.01608185245305905
yhbE,4,-1.1314828690543437,-1.067732855099635
holB,4,-5.385476212399318,-5.4110857888455
adiA,4,-1.2262348937142116,-0.1476527605309551
rcsF,4,0.12204117430912588,0.1210909505238785
yaeB,4,-0.3426981547309767,-0.3081307611716275
metQ,4,0.11438717725903859,0.124111777600582
holE,2,0.254068140335413,0.254068140335413
ftsH,4,-4.147154764110128,-4.54893669040905
rlmE,4,-3.6976880062737525,-3.79517221009744
sra,2,-0.08753196242244751,-0.08753196242244751
htgA,4,-0.02714593395633255,-0.03216670393762611
ppk,4,-0.18608587581614527,-0.1625680198024675
mog,4,-0.22036746961375756,-0.22730413378410594
satP,4,0.18069874787525628,0.2861752409684265
gltF,4,0.07127603454562423,0.04539036389374445
yhcA,4,0.489098437458997,0.2364306445578705
ycgB,5,0.18407157074549124,0.169110771633791
glpX,4,0.07975742480053348,0.06158351260112296
nikR,4,-0.16233854155701202,0.028498748416970948
ybfA,2,0.4375186979103885,0.4375186979103885
ybfB,3,0.08494252460313567,0.178411347425008
ybfC,2,-0.18306755374384684,-0.18306755374384684
yhhI,1,0.225816013225647,0.225816013225647
ydcC,1,-5.095519424081,-5.095519424081
narP,4,0.0021246194865805756,0.029782857450338797
fabI,4,-5.352661030526548,-5.264897954307865
ftsN,4,-1.6154900108088994,-0.51638139625711
fadD,4,-0.06150627107362998,-0.051185846534797054
cfa,4,-0.1676030948469976,-0.16841603481493514
menC,4,0.1253793545971671,0.11535787923471286
ychH,4,-0.20318643024353825,-0.251951403466777
ibpA,5,-0.1888155914418431,0.0634481140131611
ibpB,4,-0.05042715349951622,-0.04510748175257749
yidE,1,0.0346905603596515,0.0346905603596515
yceH,4,-0.025726364149479777,-0.07201979105727155
yfiC,3,-0.05134682611888314,-0.0507464778878694
pyrH,4,-3.6014708911422453,-3.10415100194518
wrbA,2,-0.14279279711759402,-0.14279279711759402
kup,4,-0.41903640786046187,0.07663197115686676
tesA,4,0.037730115657658346,0.06851831023070519
hemE,4,-1.6840320037049388,-1.6629188457312352
gadE,3,-0.140109699177398,-0.383251345473052
flgL,4,-0.13023446667241126,-0.08912944456900576
nadC,4,0.39477921731291193,0.3452560273816605
rnt,4,-2.070581729780742,-2.1886780717300303
lhr,4,0.0494048113880306,-0.0453242884410843
pepT,4,0.09443431243809314,0.07663942336992864
hypF,3,0.020827889050498666,0.012884473405113
hydN,4,0.1171979987078755,0.194171894355036
glmM,4,-0.919869766805145,-0.9197337739021729
stpA,4,0.07239880924430285,0.1571411735899147
yaaJ,4,-0.057965043608355526,0.04495952715618545
talB,4,0.20705384622108575,0.13430972343853814
caiD,4,0.16381131918050024,0.16947296248126598
caiC,3,-1.0032143447842945,0.0746753464315307
caiB,4,0.12311191810965667,0.07343832120776525
caiA,4,0.060052256761195105,0.02258866805629185
caiT,4,0.07265278539933889,0.0371499904498528
fixA,4,-0.04142624542795474,-0.033676163231705775
fixB,4,0.2699323466569956,0.27846901942478897
fixC,4,0.1706512866267226,0.11220457113447005
fixX,4,-1.5455734481942414,-0.10125726350599655
yaaU,4,-0.0920007474453017,0.015814109176977044
kefF,4,-0.8752748448642735,-0.4894097194657246
lptD,4,-2.2685209863791473,-1.8930477375567853
djlA,4,0.13654148337242328,0.1519384130815022
yabI,4,0.09780527622707857,0.09644277761883616
thiQ,4,0.17705740874954026,0.18248278711229649
thiP,4,-0.14874635675339046,0.08231963191022056
tbpA,4,-0.05837102538626895,-0.10322883057813789
leuD,4,0.1983881741259121,0.2019415812022642
leuC,4,0.15327124328636296,0.1625696655643445
leuB,4,0.1090791992278608,0.10350387327891386
greB,4,0.12952925791695624,0.0966471003839572
ybiA,5,0.04896389075557658,0.0567214976149446
ybiB,4,0.2059673371532355,0.27900119460100403
ybiC,4,0.19555358864306085,0.21718202442074525
gcl,4,0.16401712653148004,0.09169477762435405
thiC,4,0.1230654357673138,0.0902655179824542
thiE,4,-0.19788679007999074,-0.018349998278476998
thiF,4,-0.06961381905786634,-0.018480546357530714
thiG,4,0.06555124118621045,0.07774284727558689
thiH,4,0.07454383055704053,0.0823241784604154
lipB,4,-0.6546217731914947,-0.7143899910811885
ybeD,4,-0.5213699912344477,-0.5666454955480664
ybeF,4,0.078587534646678,0.114579959857735
moaA,4,-0.023301698038654506,0.008203558981453501
moaB,4,-0.1262164246154225,-0.19956218014284194
moaD,4,0.05908940528355321,0.06853836714125744
moaE,4,-0.10582032837250165,-0.0611786451492288
marB,4,-0.11261754797825935,-0.10669450043774925
sseA,4,0.09322211243125424,0.10815353631455998
sseB,4,0.005906001708598119,0.13826953862555225
glnE,4,-0.008172271418023753,0.005552189865596399
ygiF,4,0.2898627910398531,0.29816944264434253
smf,1,-0.0738455970621325,-0.0738455970621325
smg,4,0.1705543993377066,0.22383579143507476
kch,2,0.0230810841005528,0.0230810841005528
yciI,4,0.10362375394273066,0.056035645267564806
clsA,4,0.062333223474210234,-0.023747373873187552
evgA,4,0.12614854145966134,0.045675570613831144
evgS,4,-0.04918144303254049,-0.04193418200087805
ychG_2,4,0.022462299688585256,0.041584285249812
proP,4,-0.09668867377176063,-0.1128058717081109
eptA,4,-0.03590524585271005,-0.0730294846852961
basS,4,0.13679493555734346,0.1054061416092063
basR,4,0.11994465966820815,0.1650309802446865
sugE,4,0.18364406489172957,0.11223588714313851
baeS,3,0.07366239225976016,0.00941613673807243
baeR,4,0.17288358326408004,0.199359653066187
mfd,4,0.032518063332996915,0.05865563977848585
rnb,4,-0.3085101513490971,-0.08665370548707435
metN,4,0.07750843451553668,0.10112070544463786
mdlB,4,0.078751646325161,0.1105323956686995
sdaB,4,-0.19818035140990892,-0.0696196002584941
artP,4,-0.13690267043344206,0.06362127165459484
artI,4,-0.11485685028288727,-0.04406620374203522
artQ,4,0.08001467839670028,0.07513913298558711
artM,4,0.06727494896911075,0.05712482731495075
artJ,4,0.3337716368428245,0.3123538835647335
potF,4,-1.9351984847812789,-0.49742720552878406
potG,4,0.004179395614794999,0.093250881113793
potH,4,-0.21100537115531132,-0.12755087199998075
potI,4,0.025367569886388455,-0.04616889740931759
nohB,1,-0.0276786722520832,-0.0276786722520832
ydeA,4,0.06560149582959168,0.05741373492409285
marC,4,0.1269080864949515,0.1122311012493565
eamA,4,0.1349359052661009,0.15040517432629325
ydeE,4,-0.025941692058213,-0.017681165280154502
dgcZ,4,-0.09155626935455576,-0.258648148064902
ydeI,4,-0.18069606771892752,-0.2419869368194495
ydeJ,4,-1.4908227160931635,-0.5638966536137335
psuK,4,-0.7848714061232337,0.08753858268884715
accA,3,-5.705343992502914,-4.74362155577382
dkgB,3,0.013452328639303771,0.000280056600658916
yafC,4,0.2918011558430528,0.26352180664713354
yafD,4,-0.07418133253506701,0.021988065942846496
yafE,4,0.14173871212339867,0.15072187966330736
degS,4,-0.40465711819593997,-0.36711082159610997
cyaY,4,-0.10414533091248021,-0.1105136340728373
fliG,4,0.09077030915835019,0.11189022438526786
fliH,4,0.0479793023864464,0.1163072301153123
ybbA,4,0.002119845005655055,-0.0712090811698944
uidB,4,0.1675902410989404,0.222115984061473
yedD,4,0.350345581989617,0.312967245174738
yedE,4,-0.049345700150331996,0.00230082832971836
yedF,4,0.22693304710348372,0.31259153905915504
yedK,4,0.2988406993800926,0.2036500219188355
slyD,4,0.16293506059776064,0.180931924344683
slyX,2,0.031238594179453016,0.031238594179453016
bacA,3,-0.22122777483961134,-0.402426362238761
moaC,4,0.120366520811498,0.1841338990819065
atoS,4,0.10870277538974302,0.04789941659322205
atoC,4,0.07451520814725049,0.06250127478174665
atoD,4,0.08375424929983377,0.1030981956225673
atoA,4,-0.01765148870536537,-0.010840697877532252
atoE,4,0.01497003434171695,-0.0017093733893298532
atoB,4,-0.24239808867287377,-0.303071222590167
folB,2,-0.20057840026066107,-0.20057840026066107
ygiH,4,0.12011254771774375,0.169105132637145
