Gene name,# sgRNA,Mean LR,Median LR
moeA,6,0.08596017472668276,0.01966873909614603
moeB,4,0.15081430616463665,0.04678690757670005
cirA,4,-0.003397691262231446,0.009607643304096102
clpA,4,0.05348606568525378,-0.033292502697366944
clpB,4,0.11009284968258626,0.1031699807945695
clpP,4,-0.27056754009443007,-0.2985051482574795
clpX,4,-0.14734681464042107,-0.1663571825234355
cpdB,4,0.27356273940743775,0.223460473367309
cpsB,4,0.09932038390163275,0.11159448974899999
cpsG,4,0.12799823562618098,0.09685534717400901
cpxA,2,0.05409434668379604,0.05409434668379604
crp,4,-0.06322080876562877,-0.09505323780722255
crr,4,-0.7716100595090849,-0.7621628980838915
cspA,1,-3.29047112718283,-3.29047112718283
cstA,4,-0.0490591860796218,-0.054965218143043594
lnt,4,-3.6323102039189314,-4.038923953447171
cvpA,4,0.021279865162715978,0.015001076641864949
cyaA,4,-0.7582843464646133,-0.404756195214594
cybB,4,0.05810925571479502,0.07716305087224903
cydA,4,-3.705632084715212,-3.76933427887993
cydB,4,-3.191743782415118,-2.8093145751490454
cynS,4,0.01734651887078713,-0.04282793502351859
cynT,4,-0.018468133205056057,-0.09798821483524911
cynX,4,0.08395445080961494,0.10909406590970988
cyoA,4,0.1044034761128412,0.147256154552759
cyoB,4,0.018493467514094298,-0.0048229930412739055
cyoC,4,-0.055819885900887996,-0.0932418106521695
cyoD,4,-0.008281744274692249,0.0254364630987875
cyoE,4,0.22205149397354274,0.15649290097318952
cysA,4,0.018281047834852578,0.02454282872600565
cysB,3,0.26696150233606036,0.280423430842036
cysC,4,-0.24911493535773102,0.002154196523342051
cysD,4,0.0749879776695712,0.0735686578172979
cysE,4,0.04594974243874579,0.0781288815095771
cysG,4,-0.050759339803568074,-0.010825091990796449
cysH,4,-0.061586322587661,0.07979234325336049
cysI,4,0.09361046259000926,0.256467629806186
cysJ,4,0.08506625253769134,0.0997800274936932
cysK,4,-0.17403908396254503,-0.1860299863610395
cysM,5,0.05551743724080342,-0.0165276442288907
cysN,4,-0.040660521356027254,-0.06749574633349306
cysP,4,-0.18623545755040238,0.10629185402356371
cysS,4,-5.119499894556055,-5.125252186924005
cysU,4,-0.07691294827089934,-0.026395694543013198
cysW,4,0.01842992179680659,-0.03556114350775396
cytR,4,0.18713576510659638,0.204736867319455
dacA,4,0.06118889061638591,0.044729766643402294
dacB,4,0.12461298182820613,0.1579451410382203
dacC,4,0.1035377416970028,0.06565771757501986
dam,4,-0.567602443583757,-0.5745768056468246
dapA,4,-2.183331190472146,-2.2542092504204048
dapB,4,-0.64817004403259,-0.342894146915657
dapD,4,-1.4011533168780856,-1.1258813305753201
dapE,4,-0.14899029019857213,-0.11843647652515474
dapF,4,-0.4713008841306815,0.221440124041388
dbpA,4,0.01753729911666,0.0005694284656284979
dcm,2,-0.2476300574408028,-0.2476300574408028
dcp,4,-0.2665284579971877,-0.32470010647784453
ddlA,2,-0.22014586891647614,-0.22014586891647614
ddlB,4,-5.533581451419701,-5.068630764744411
deaD,4,-0.38712368224656124,-0.3484523805474505
dedA,4,0.06752230008051177,0.0679313627871085
accD,4,-7.975881525662931,-8.307774795703637
dedD,4,-0.025560861293477462,-0.0694328842462399
deoA,4,-0.23194108326571977,-0.26756188588262153
deoB,4,-0.085856865188596,-0.041417238626066846
deoC,4,0.06316919264902167,0.02150475938199435
deoD,4,-0.1494790889449984,0.07308032039368925
deoR,4,-0.048953242231181526,-0.030475946336784864
dgkA,4,0.032687301447397774,0.042895728246801546
dgt,4,0.16660493183162892,0.18453573875575535
dicA,4,-5.7220673837429405,-5.3978348831013605
dicB,1,-0.903865190366023,-0.903865190366023
dicC,4,-0.009018583845087573,0.01454933978799935
flk,4,-0.04412621336004888,0.07956121906830174
dksA,4,-0.2791814005040566,-0.2584382263975966
dld,4,-0.2254965526253222,-0.225933584065597
dmsA,4,0.1914658164986511,0.2311747115412465
dmsB,4,-0.10522262461966465,-0.0036707507074839503
dmsC,4,0.12604194645459865,0.06694568059309
dnaA,4,-6.478269003968245,-6.89362475426982
dnaB,4,-5.87573068814819,-5.4651058584118495
dnaC,4,-6.265540907608098,-6.16849019191198
dnaE,4,-1.8993826593439027,-2.056712069536875
dnaG,4,-4.343737096136185,-4.939160784747974
dnaJ,4,-0.601816386075247,-0.6510115058481335
dnaK,4,-1.7577810082306762,-1.7972569401924325
dnaN,4,-5.681561840530848,-5.30907880362099
dnaQ,4,-0.39404596157684635,-0.434053582982461
dnaT,4,-5.38711315102256,-4.862332499318035
dnaX,4,-5.156563484876313,-5.19741328881998
mltD,3,0.28394291442563363,0.323429727600249
acpS,4,0.17252809101842426,0.235518521307781
dppA,4,-0.0298171899076284,-0.01891355109579835
dsdA,4,0.055801107184841714,0.08016317214353841
dsdX,3,-0.48662936950284563,-0.293411482353541
dut,4,-4.121281219791845,-4.195610692591995
ebgA,4,0.05651593132547165,0.0464940318130838
ebgC,4,0.044534215861518116,0.03823949370800465
ebgR,4,0.11945512419376801,0.1004804072320705
eco,4,0.1509299193672379,0.14492105218321094
eda,4,0.18297166213062854,0.219151006317871
edd,5,0.1822267252556388,0.179398625733592
eno,4,-3.7726257169825104,-3.7652006428649454
entA,4,0.09547096390060993,0.11780326996210805
entB,4,-0.04027921238590274,0.02525759112770453
entC,4,-0.02010695924351496,-0.0539540621276889
entD,4,0.08387298692161702,0.1564168876807625
entE,4,0.03473731416341704,0.07391900458666759
entF,4,0.16377906274949505,0.195249285757128
lpxC,4,-4.4199203602107175,-4.44886575241236
acrE,4,0.04901742650558772,0.09753854873030345
acrF,4,0.0003270280486350752,-0.02880566036122635
envY,4,-0.17971614555898913,-0.22793729729435502
envZ,4,-0.14303840961208364,0.04887044989541471
era,4,-2.2943392125033726,-2.575924042677985
exbB,4,-0.16073160473870535,-0.07372530582170014
exbD,4,-0.19186169745902815,-0.20286203965575875
fabA,4,-3.4605797921001864,-3.51015197880057
fabB,4,-3.281599039381784,-3.336260557903025
accB,4,-5.583626267835328,-6.1974426498064545
accC,4,-3.5190056333439,-3.9541530331158103
fabH,4,-4.360867678219067,-4.56885494677075
fadA,4,0.058409766571250576,0.07967391200454725
fadB,4,-0.13949090146782334,-0.0606548470269052
fadL,4,-0.343390369738285,0.010588498910021497
fadR,4,0.03127464726500222,0.08505547604333495
fbaA,4,-4.116914174865203,-4.22136046582904
fbp,4,-0.22257202677398,-0.1646873137886794
fdhE,4,-0.1840409712426045,-0.147745406466753
fdhF,4,0.02392519121323275,0.005917122199593498
fecA,4,-0.18481700436514764,-0.1968139157440115
fecB,4,-0.08885558851365075,-0.08871984296868535
fecC,4,-0.10459938213513238,-0.012684897880723748
fecD,4,-0.14855421597739948,0.11150008826351254
fecE,4,0.1668939390289935,0.1634724795219195
fecI,4,-0.08318127484154061,0.013971731473956257
fecR,4,-0.018251089516498085,-0.013240251171221174
fepA,4,0.07516781553073468,-0.012038064825669149
fepB,4,-0.276493405197334,-0.129061914923188
fepC,4,0.0026269359050590108,0.008621349373750004
fepD,4,-0.09156210825268132,-0.03892210514893645
fepE,4,-0.19271848470540553,-0.169882000540612
fepG,4,0.11001722590911582,0.10883696932282194
fes,4,0.08034920444502666,0.0175553200185074
ffh,3,-3.8056693886130866,-4.12073178666213
fhlA,4,0.04152726001064897,0.021437781868307547
fhuA,4,0.08119173367263063,0.05212627505685235
fhuB,4,0.1935967959231895,0.15451713973832998
fhuC,4,0.125044234825164,0.19201439816909
fhuD,4,0.0848902074409276,0.09900187400495165
fhuE,4,0.02952318693361545,0.0999492510559974
fic,4,0.10735695263397507,0.07057481872723963
fimA,4,0.03815687174541787,0.031993735930321746
fimB,4,0.029114318128291752,0.09826749912891403
fimC,4,0.028129955652474226,0.08629135974908445
fimD,4,0.11870881776873239,0.03158007320585475
fimE,4,-0.06200962790647603,0.023687278729909955
fimF,3,-0.3485258080514851,-0.109792969051495
fimG,4,-0.07524625774785935,-0.10696798422005921
fimH,4,0.02962164705970597,-0.03983325441630556
lpxD,4,-1.289856760266614,-1.3382740875241574
fis,4,-0.49289608061741463,-0.408008454778637
fldA,4,-0.33765789057842055,-0.3153880266045416
flhC,4,0.06654678912470055,0.0596944911719617
flhD,2,-0.31463576559852674,-0.31463576559852674
fliC,4,-0.05521044774321323,-0.041518315477779455
fliL,4,-0.03282892845684176,0.0307079280370895
fliM,4,0.3172227131009819,0.41133469001930745
fliN,4,0.14076872210915153,0.0861187826851916
fnr,4,-0.026934901213001603,0.010478026938422551
folA,4,-1.0330433138969046,-1.133851372632611
folC,4,-0.9784377465734542,-1.0312619216954244
folD,4,-0.8262162219827375,-0.49189784389679253
mutM,4,0.19567047849210473,0.21858947858823394
frdA,4,-0.207161162070984,-0.220232274319743
frdB,4,0.11990565754716848,0.10545367035324746
frdC,4,-0.08326843499255372,-0.0483857235074839
frdD,4,-0.8637403940828844,0.10752097910520686
fre,4,-0.452277857437574,-0.3808836298817325
frr,4,-1.955873757412362,-1.776279120029845
fruA,4,0.07798167217403522,0.04491700321663945
fruK,4,0.011699858658559492,0.030756100443751988
cra,4,-0.04336439125794567,-0.03720952678318383
ftsA,4,-6.354493045800592,-6.861384923626035
ftsE,4,-0.3797384814591,-0.2844902232967305
ftsI,4,-3.3488419959183453,-4.263040223822695
ftsQ,4,-7.970684432749697,-9.297776535572623
rsmD,4,-0.16582919105283261,0.047096990270053755
ftsW,4,-3.5454002278462626,-3.527596324262375
ftsX,4,-1.0125829365251948,-1.12304598610323
ftsY,4,-0.8556420504413559,-0.45209445690675215
ftsZ,4,-6.31913998534764,-5.539912286416495
fucA,4,0.13262615265653016,0.10266018596639326
fucI,4,0.14661233182038919,0.12810080283017386
fucK,4,-0.7293909228648274,-0.02921745213504335
fucO,4,-0.17706423987867023,0.18740129220350799
fucP,4,0.038021345864624294,0.031964365357693356
fucR,4,0.10432522660845228,0.058666621556933
fucU,4,-0.12484050918746684,0.0771033779516893
fumA,4,-0.03196389292495496,-0.007144055077425929
fumB,4,0.014019132469721897,0.049900770753854795
fumC,4,0.19203163376801735,0.1734311656144455
fur,4,-0.5495832315587348,-0.668126870220299
fusA,4,-4.8853536878773,-4.891686015432795
gabT,4,0.06345604262838125,0.151542197744164
galE,4,0.09451269660669726,0.1498595748611975
galK,4,0.033688058442882834,0.03109408865458156
galR,4,0.07304830485832473,0.09090091551307444
galS,4,0.21623414365720678,0.1829026162167955
galT,4,0.10933884683019467,0.11816849523986775
gapA,4,-1.1317549854679563,-0.7275788828571085
epd,4,0.13451882857718828,0.1624947365990836
gcd,4,0.16840072202361733,0.11182023682803696
ispG,4,-1.3199256973936286,-1.54935540672183
gcvH,1,0.0592091644842548,0.0592091644842548
gdhA,4,0.020172294993436722,0.07809534716192645
mokC,7,0.14643404388824413,0.253251497663716
ggt,4,0.08417526482569125,0.1092128588002205
mnmG,4,-0.806422441845152,-0.10194953242843491
rsmG,4,-0.6522431641736796,-0.1782775592786115
glgA,4,-0.09237686460851674,-0.062476486216608604
glgB,4,0.12554710775570235,0.1191011591157721
glgC,4,-0.09323100980061035,-0.1037405434460704
glgP,4,-0.22665464650474992,-0.1494258272683705
glgX,4,-0.07987441839777368,-0.047286885135113296
glmS,4,0.09992962843591474,0.1427601448896025
glnA,4,-0.0006245084869146017,0.05720975530097531
glnB,4,-0.3295430523240981,-0.311330276797843
glnG,4,-0.6364442789710247,-0.762230015437853
glnH,4,0.031918954386571205,-0.049136253090187605
glnL,4,-0.7189498968431061,-0.909172770209722
glnP,5,0.22152623999744997,0.270832443196794
glnQ,4,-0.14944049912644494,-0.1488411466180679
glnS,4,-7.42524948965932,-7.809502226275125
glpA,4,0.03252475927428838,0.11492664322335425
glpB,4,-0.5502052947761346,0.01750795195506454
glpC,4,0.0925271686681506,0.1558891886725192
glpD,4,-0.6784756996885677,-0.10828117691804025
glpE,1,-0.532591283130991,-0.532591283130991
glpF,4,0.22086610076210106,0.2533135686412985
glpG,4,0.05673810435788321,0.046968945913380404
glpK,5,0.3218328189758236,0.247422903658934
glpQ,4,0.22734069941342777,0.38417525148224796
glpR,4,-0.08968610146329473,0.00552581452929975
glpT,4,0.1766245642734196,0.196455297444725
gltA,4,0.3209395042605022,0.3199764562649735
gltB,4,-0.27568371942049563,-0.2594230587740538
gltD,4,-0.22697715373874378,-0.1756251326816975
gltP,4,-0.025078728236435123,-0.025151758168974248
gltS,4,-0.03666120793130065,-0.031709654789656296
gltX,4,-5.927532755483955,-6.04212281391516
glyA,4,-1.7784466135853267,-1.37070249507751
glyQ,4,-5.740327473411493,-6.2309132040175
glyS,4,-5.176341684519587,-6.368702780269761
gnd,4,-0.25648621913807557,-0.22850842797463727
gor,4,-0.2555541692949507,-0.1983132960829755
gpp,4,0.04509917362781514,0.009356091029922756
gpt,4,-0.09752207802799007,-0.1711106508723756
greA,4,0.23228867599905798,0.2746910885881105
grpE,4,-0.32035912319893645,-0.2651819998678125
grxA,3,-0.13292780854684208,-0.183537403900697
gshA,4,0.403844087411742,0.40603924756573095
gshB,4,0.11541712440451499,0.08047210058064799
guaA,4,-0.397500372109496,-0.3931765554908575
guaB,4,-0.009329086442080426,-0.0226310566910327
guaC,4,0.4463620560499257,0.19759327317910017
gyrA,4,-3.68667488140536,-2.648665256654655
gyrB,4,-3.703668324642947,-3.558376521079855
hdhA,4,0.010841949001268544,0.0417402991766496
helD,4,0.11340400854705976,0.24603967561864049
hemA,4,-5.013778808438802,-5.109494764051985
hemB,4,-1.0081873583593068,-1.0046957369560034
hemC,4,-2.7981878621933873,-2.7868751103349547
hemD,4,-0.8334266636182105,-0.7604130197245191
hemH,4,-0.6409429371676929,-0.590525816781837
hemL,4,-0.6712136339276116,-0.1633255456322571
hemX,4,-0.10642105723175373,0.0040715426267585
hemY,4,0.04176149798834908,0.06382768526430915
hflK,4,0.01741198815579155,0.1008508743338921
hflX,4,-0.02373344686896406,0.0359424566541274
hfq,4,-0.254646987333772,-0.37103776128140753
hha,4,-0.22443285746257222,-0.1705081173393469
ihfA,2,-2.352695026651535,-2.352695026651535
ihfB,4,-0.315698204176521,-0.324756365533048
hipB,4,-1.2396010235313821,-0.440318387816917
hipA,4,-0.03324031656144932,-0.03375804519227565
hisA,4,0.10256944461416567,0.09119417751183045
hisB,4,0.1361969874775556,0.0993899939617867
hisC,4,0.10924359042462023,0.10653656499522093
hisD,4,-0.558872391094076,0.0178110189336279
hisF,4,-0.03767545821704902,0.03475596183176595
hisG,4,-0.4596717459213826,0.01741791839820685
hisH,4,-0.017094523510969323,-0.018544033621447152
hisI,4,0.1951198152266434,0.1908892542456828
hisP,4,0.19782960613981973,0.15491152161605698
hisS,4,-5.2220572217915295,-4.32692664100206
truA,4,-0.15004421212267113,-0.10539768608186831
hlpA,4,-1.2990994440362855,-1.3399604968184469
hmp,4,-0.05422292256904985,-0.061003079271164704
hsdM,4,-0.07481596641754291,-0.08715646887140985
hsdR,4,0.14956660966196994,0.17230704893494542
hsdS,4,-0.025353383853878392,0.0950902843195342
htpG,4,-0.5502839008373314,-0.4032472543942315
htpX,4,0.054788046900892895,0.0827342032043308
degP,4,-1.5741935179374376,-1.55748527345931
lpxL,4,-1.896510684052815,-1.8009564771913298
ribB,4,-0.12726506410419755,-0.0069463364648365
hupA,5,0.15500284266150655,0.203084601591886
hupB,2,-0.3535652561075945,-0.3535652561075945
hyaA,4,-0.012921702182882376,-0.06329628622120775
hyaB,4,0.20740914050728623,0.26099826613517196
hyaC,4,-0.046606426077680174,-0.030804609491548354
hyaD,4,-0.12746447335259126,0.22950171943419445
hyaE,4,0.131049578044011,0.11899639537503251
hyaF,4,0.167043098562158,0.1665659241615285
hycA,4,0.10726716802751722,0.12369083136381565
hycB,4,0.07798199487362202,0.0670235201380365
hycC,3,0.017677200107158657,0.252977599973685
hycD,4,0.027122226531853075,0.03187173065742465
hycE,4,-0.1766629712571255,-0.20933474341964095
hycF,4,0.2775024874984064,0.214041288204521
hycG,4,0.10089735860947752,0.05093014066551655
hycH,4,0.16653238923612163,0.200549597825004
zraR,1,0.133785071029731,0.133785071029731
hypA,4,0.00016841092523499704,-0.003998596901095851
hypB,4,0.3907943036420587,0.3281275563010645
hypC,4,0.11054391464835876,0.1519189356541645
hypD,4,0.13207197187627956,0.023798542917731147
hypE,4,0.10904912258600949,0.1164799847472555
iap,4,-0.1776149929708779,-0.1371801076039594
icd,4,-1.7434195837826165,-1.0714198663349
argP,4,-0.037296532729619414,0.09067550056119919
iclR,4,-0.029770289680241424,-0.09379561139591786
ileS,4,-5.620559942000529,-5.07235005964776
ilvA,4,-0.04193032228188345,0.016024325220077098
ilvB,4,-0.04564841612550463,0.010126338761010784
ilvC,4,-0.09864756266374493,-0.07178954528906784
ilvD,4,0.09808742101502574,0.191179697596318
ilvE,4,-0.04660795887027265,-0.0900347956926988
ilvG_2,4,0.04575652519072199,-0.0559023681186715
ilvH,4,-1.3213076605414769,0.033077046870759755
ilvI,4,-1.4216507605915276,-0.13517656273121745
ilvM,4,-0.2573032131679678,-0.3035559820064336
ilvN,4,-0.010572179369908175,0.004742554095306148
ilvY,4,0.07941280462031898,0.12253639977430045
infA,4,-5.101141387413265,-4.955151405256725
infB,4,-3.219583050419893,-3.597233276115105
infC,4,-5.8147826339543345,-6.17904322030733
intD,3,-0.08389262293718665,-0.422035187577562
ispA,4,-2.8753421699103328,-2.89647909540471
katE,4,0.11389316612133545,0.013335604310072947
rpoS,4,0.026223159268085897,0.0157451000462408
katG,4,0.02655703617109202,0.001260044604780951
kbl,4,-0.6316228149482275,-0.64123447065271
kdpA,4,0.12074159893490849,0.218361849650403
kdpB,4,-0.12147325973365651,-0.0925324428652793
kdpC,4,-0.001134225049042245,0.2198718527417885
kdpD,4,0.23672241415009831,0.19987403880927213
kdpE,4,-0.0835893018084649,-0.1277552076914183
kdsA,4,-3.78154567304483,-4.091773492747355
kdsB,4,-3.1505216879057265,-3.640707529061525
waaA,4,-2.3200717620461893,-2.255736499555855
kefC,4,0.03923516476034697,0.13786448432854945
kgtP,3,0.18074780612255595,0.249045633780236
rsmA,4,-0.54298370612758,-0.6391533955184185
lacA,4,0.03815898351793645,0.036338319955801904
lacI,4,-0.6275680709488685,0.050219915105949156
lacY,4,-0.006068315482568608,0.0548635816618573
lacZ,4,0.15349637593677595,0.1978806831113055
lamB,4,0.232036114627251,0.233457127954669
lepA,4,-0.6581926011715432,-0.5120564221117825
lepB,4,-1.2674843277175694,-1.0065966462019156
leuO,4,0.07540674908406775,0.15221123228050548
leuS,4,-5.763413344852572,-6.083702758510389
lexA,4,-0.06912664384190817,-0.050755266676731345
ligA,4,-0.4776508567385196,0.107344677919103
lit,4,-1.398907551528721,-0.049734014425034646
livF,4,0.10389818693418662,0.08494072770256385
livG,4,-2.255150099551536,-1.8576285721487105
livH,4,0.12112498675236924,0.02027805676685737
livJ,2,0.298786552833853,0.298786552833853
livK,4,-0.018505131474648745,-0.0186767434083715
livM,4,0.027244803833165777,0.046924537657232
lon,4,-0.4923879902143675,-0.3786347152255255
lpd,4,-2.4265268161212177,-2.4205892586198052
lpp,2,-0.09031549117556374,-0.09031549117556374
lpxA,4,-3.44599353424661,-3.71572272536554
lpxB,4,-3.925046312456388,-4.141851746017625
lrp,4,0.6888545107116147,0.40296026133692453
lspA,4,-6.833033840130347,-6.82732335850894
lysA,4,0.16406400466483018,0.139395198267867
lysC,4,0.06721853734088983,0.027996182245855643
lysR,4,-0.1850910400370608,-0.0992839112500986
lysS,5,-3.5860759726115723,-3.09440629511911
lysU,4,0.5208592294003034,0.29318980617095397
malE,4,-0.12351560404622733,-0.040729215860893654
malF,4,0.04862852643577487,0.05077196928449425
malG,4,0.12445745820142427,0.14380989742640798
malI,4,-0.017142371631100425,-0.02871844389597035
malK,4,0.10020982433376974,0.151700112903812
malM,4,0.10225712536362044,0.09664151956260734
malP,4,0.19049094001916397,0.2641660287053049
malQ,4,-0.0005471704222146066,0.0522191341436228
malT,4,0.08432585787421243,0.049958934564583654
malX,4,0.0038268158365996822,-0.00266896387966813
malY,4,-0.005952333262308328,-0.023181079717364453
malZ,4,0.013128865231377525,0.01815906517167055
manA,4,0.04841226335648468,0.06656339580361335
manX,4,0.11007107681372288,0.0803778012040434
manY,4,-0.3053232077146618,-0.1969880866887207
manZ,4,-0.06502268454939301,-0.0629851634631495
map,5,-1.935215537205029,-2.08475205890502
mazE,4,0.18173983213737385,0.1632423373159683
mazG,4,-0.04654389418775433,-0.07829988765764115
mcrA,3,0.09035724779292258,0.0944151827505827
